property_type,department,lat,lon,area_m2,price_cop
house,Bogotá D.C,4.771,-74.027,160.0,750000000.0
house,Valle del Cauca,3.484,-76.524,76.0,205000000.0
house,Meta,4.148,-73.639,231.0,850000000.0
house,Bogotá D.C,4.703,-74.051,126.0,840000000.0
house,Cundinamarca,4.557,-74.528,420.0,1400000000.0
house,Valle del Cauca,3.262,-76.541,167.0,397000000.0
house,Atlántico,10.997,-74.823,130.0,440000000.0
house,Bogotá D.C,4.703,-74.031,100.0,480000000.0
house,Bogotá D.C,4.74,-74.059,120.0,440000000.0
house,Atlántico,11.005,-74.801,170.0,320000000.0
apartment,Antioquia,6.229124,-75.533652,70.0,190000000.0
house,Cundinamarca,4.347,-74.368,90.0,190000000.0
house,Valle del Cauca,3.348,-76.535,238.0,590000000.0
house,Bogotá D.C,4.7109886,-74.072092,170.0,199900000.0
house,Atlántico,10.9933868,-74.8053829,178.0,650000000.0
house,Bolívar,10.528,-75.494,104.0,920000000.0
house,Cundinamarca,4.866,-74.064,170.0,560000000.0
apartment,Cundinamarca,,,209.0,1600000000.0
house,Bogotá D.C,4.674,-74.048,201.0,1300000000.0
house,Atlántico,11.017,-74.822,315.0,1100000000.0
house,Bogotá D.C,4.736,-74.043,247.0,680000000.0
house,Quindío,4.524,-75.703,389.0,450000000.0
house,Valle del Cauca,3.262,-76.541,134.0,370000000.0
house,Bogotá D.C,4.473,-74.116,195.0,249900000.0
house,Cundinamarca,4.852,-74.064,277.0,497000000.0
house,Bogotá D.C,4.694,-74.08,84.0,420000000.0
house,Bogotá D.C,4.717,-74.068,426.0,1175000000.0
house,Bogotá D.C,4.654,-74.049,207.0,1650000000.0
house,Bogotá D.C,4.734,-74.053,75.0,270000000.0
house,Bogotá D.C,4.612,-74.125,130.0,438500000.0
house,Bogotá D.C,4.718,-74.074,93.0,350000000.0
house,Bogotá D.C,4.591,-74.157,150.0,250000000.0
house,Atlántico,11.008,-74.919,280.0,550000000.0
house,Bogotá D.C,4.686,-74.051,138.0,650000000.0
house,Antioquia,6.1221214054,-75.4197692871,310.0,850000000.0
house,Bogotá D.C,4.7,-74.043,180.0,1350000000.0
house,Bogotá D.C,4.692,-74.052,165.0,950000000.0
house,Bogotá D.C,4.62,-74.129,405.0,400000000.0
house,Atlántico,11.014,-74.839,90.0,270690000.0
apartment,Santander,7.1295919,-73.1169985,98.0,230000000.0
house,Bogotá D.C,4.657,-74.115,155.0,500000000.0
house,Bogotá D.C,4.664,-74.055,153.0,890000000.0
house,Valle del Cauca,3.551,-76.49,225.0,320000000.0
house,Bogotá D.C,4.625,-74.157,342.0,398900000.0
house,Cundinamarca,4.865,-74.051,250.0,850000000.0
house,Bogotá D.C,4.649,-74.085,231.0,750000000.0
house,Bogotá D.C,4.69,-74.047,118.0,782974546.0
house,Bogotá D.C,4.729,-74.04,91.0,395000000.0
house,Bogotá D.C,4.701,-74.028,151.0,980000000.0
house,Valle del Cauca,3.413,-76.529,137.0,540000000.0
house,Cundinamarca,4.865,-74.051,309.0,1000000000.0
house,Bogotá D.C,4.738,-74.045,180.0,450000000.0
house,Bogotá D.C,4.707,-74.051,250.0,900000000.0
house,Atlántico,11.012,-74.809,88.0,280282800.0
house,Bogotá D.C,4.705,-74.025,88.0,460000000.0
house,Atlántico,11.025,-74.862,107.0,340000000.0
house,Valle del Cauca,3.395,-76.553,278.0,185000000.0
house,Atlántico,10.969,-74.832,213.0,820000000.0
house,Atlántico,11.015,-74.822,110.0,260000000.0
apartment,Santander,7.1199988,-73.1158104,97.0,350000000.0
house,Bogotá D.C,4.679,-74.048,250.0,1500000000.0
house,Bogotá D.C,4.675,-74.055,115.0,850000000.0
house,Bogotá D.C,4.766,-74.067,400.0,1350000000.0
house,Bogotá D.C,4.687,-74.033,206.0,1700000000.0
house,Valle del Cauca,3.401,-76.542,300.0,1050000000.0
house,Atlántico,11.008,-74.833,81.0,255216700.0
house,Cundinamarca,4.909,-74.016,250.0,1550000000.0
house,Atlántico,11.017,-74.825,123.0,550000000.0
house,Bogotá D.C,4.728,-74.037,129.0,480000000.0
house,Cundinamarca,4.865,-74.051,168.0,650000000.0
house,Bogotá D.C,4.613,-74.163,299.0,600000000.0
apartment,Cundinamarca,4.6658858916,-74.0459609858,96.0,750000000.0
house,Bogotá D.C,4.647,-74.056,71.0,420000000.0
house,Bogotá D.C,4.701,-74.029,154.0,495000000.0
house,Bogotá D.C,4.681,-74.056,140.0,1012696000.0
house,Bogotá D.C,4.702,-74.032,92.0,470000000.0
house,Bogotá D.C,4.724,-74.076,400.0,1399000000.0
house,Bogotá D.C,4.729,-74.055,130.0,595000000.0
house,Atlántico,10.937,-74.826,110.0,200000000.0
house,Bogotá D.C,4.578,-74.121,186.0,349000000.0
house,Bogotá D.C,4.633,-74.088,78.0,900000000.0
house,Quindío,4.555,-75.659,173.0,230000000.0
house,Valle del Cauca,3.413,-76.529,110.0,270000000.0
house,Bogotá D.C,4.718,-74.035,90.0,370000001.0
house,Atlántico,10.994,-74.795,318.0,1120000000.0
house,Bogotá D.C,4.639,-74.098,109.0,1200000000.0
house,Bogotá D.C,4.751,-74.066,85.0,365000000.0
house,Bogotá D.C,4.661,-74.115,138.0,760000000.0
house,Cundinamarca,4.896,-74.033,284.0,980000000.0
house,Bogotá D.C,4.709,-74.032,83.0,470000000.0
house,Bolívar,10.433,-75.541,97.0,550000000.0
house,Bogotá D.C,4.703,-74.031,130.0,710000000.0
house,Atlántico,11.007,-74.805,275.0,700000000.0
house,Bogotá D.C,4.686,-74.05,91.0,470000000.0
house,Atlántico,11.006,-74.807,228.0,1060000000.0
house,Bogotá D.C,4.682,-74.062,78.0,470000000.0
house,Bogotá D.C,4.567,-74.169,180.0,360000000.0
house,Bogotá D.C,4.688,-74.068,216.0,830000000.0
house,Bogotá D.C,4.747,-74.067,78.0,248000000.0
house,Bogotá D.C,4.699,-74.1,375.0,794999000.0
house,Atlántico,10.911,-74.801,180.0,230000000.0
house,Atlántico,11.004,-74.807,96.0,190000000.0
house,Bogotá D.C,4.618,-74.081,382.0,515000000.0
house,Bogotá D.C,4.716,-74.031,95.0,519000000.0
house,Valle del Cauca,3.481,-76.522,385.0,900000000.0
house,Atlántico,11.001,-74.811,180.0,350000000.0
house,Valle del Cauca,3.452,-76.532,320.0,550000000.0
house,Bogotá D.C,4.667,-74.05,105.0,645000000.0
house,Bogotá D.C,4.706,-74.062,250.0,800000000.0
house,Valle del Cauca,3.482,-76.515,260.0,340000000.0
house,Bogotá D.C,4.686,-74.031,172.0,1500000000.0
house,Cundinamarca,4.866,-74.044,154.0,550000000.0
house,Bogotá D.C,4.653,-74.134,283.0,1295000000.0
house,Bogotá D.C,4.677,-74.043,114.0,830000000.0
house,Bogotá D.C,4.699,-74.032,114.0,641000000.0
house,Bogotá D.C,4.687,-74.046,77.0,550000000.0
house,Bolívar,10.379,-75.469,80.0,185000000.0
house,Bogotá D.C,4.725,-74.04,100.0,385000000.0
house,Atlántico,11.01,-74.828,249.0,600000000.0
house,Bolívar,10.403,-75.554,123.0,620000000.0
house,Cundinamarca,4.923,-74.038,285.0,920000000.0
house,Atlántico,10.991,-74.802,147.0,260000000.0
house,Valle del Cauca,3.445,-76.516,128.0,210000000.0
house,Bogotá D.C,4.651,-74.056,116.0,630000000.0
house,Atlántico,11.016,-74.821,142.0,500000000.0
house,Atlántico,11.004,-74.805,65.0,360000000.0
house,Bogotá D.C,4.696,-74.036,155.0,700000000.0
house,Cundinamarca,4.338,-74.364,380.0,500000000.0
house,Antioquia,6.057394,-75.502792,160.0,330000000.0
house,Cundinamarca,4.92,-74.095,165.0,429999900.0
house,Atlántico,11.004,-74.807,89.0,270000000.0
house,Atlántico,11.003,-74.812,248.0,630000000.0
house,Atlántico,11.015,-74.82,156.0,602630875.0
house,Valle del Cauca,3.414,-76.544,300.0,290000000.0
house,Atlántico,10.977,-74.792,198.0,250000000.0
house,Bogotá D.C,4.712,-74.128,210.0,330000000.0
house,Bogotá D.C,4.716,-74.121,100.0,215000000.0
house,Bogotá D.C,4.724,-74.033,72.0,285000000.0
house,Bogotá D.C,4.699,-74.032,259.0,1300000000.0
house,Bogotá D.C,4.682,-74.051,135.0,560000000.0
house,Bogotá D.C,4.585,-74.179,215.0,1100000000.0
house,Atlántico,11.007,-74.807,171.0,390000000.0
house,Bogotá D.C,4.653,-74.055,125.0,780000000.0
house,Atlántico,11.015,-74.805,380.0,650000000.0
house,Bogotá D.C,4.673,-74.059,69.0,455000000.0
house,Bogotá D.C,4.719,-74.047,140.0,450000000.0
house,Atlántico,10.943,-74.835,150.0,1300000000.0
house,Cundinamarca,4.727,-74.22,200.0,250000000.0
house,Bolívar,10.401,-75.557,211.0,640000000.0
house,Antioquia,6.183,-75.578,122.0,395000000.0
house,Valle del Cauca,3.409,-76.505,260.0,300000000.0
house,Cundinamarca,4.295,-74.814,125.0,280000000.0
house,Atlántico,10.973,-74.811,168.0,727124000.0
house,Bogotá D.C,4.704,-74.031,136.0,520000000.0
house,Atlántico,10.964,-74.797,135.0,667856170.0
house,Bogotá D.C,4.702,-74.038,138.0,685000000.0
house,Bogotá D.C,4.723,-74.062,130.0,635000000.0
house,Bogotá D.C,4.699,-74.041,70.0,450000000.0
apartment,Valle del Cauca,3.397353,-76.546559,177.0,370000000.0
house,Antioquia,6.1691285,-75.5469606,350.0,1500000000.0
house,Bogotá D.C,4.659,-74.048,135.0,970000000.0
house,Bolívar,10.393,-75.552,150.0,875000000.0
house,Bogotá D.C,4.718,-74.043,90.0,410000000.0
house,Bogotá D.C,4.668,-74.118,264.0,690000000.0
house,Atlántico,11.008,-74.81,150.0,490000000.0
house,Atlántico,11.004,-74.807,138.0,536250000.0
house,Bogotá D.C,4.757,-74.089,92.0,250000000.0
house,Bogotá D.C,4.584,-74.107,449.0,599900000.0
house,Valle del Cauca,3.421,-76.522,250.0,440000000.0
house,Valle del Cauca,3.922,-76.514,448.0,430000000.0
house,Bolívar,10.391,-75.518,106.0,265000000.0
house,Bogotá D.C,4.823,-74.031,160.0,850000000.0
house,Valle del Cauca,3.461,-76.534,311.0,700000000.0
house,Atlántico,10.987,-74.79,93.0,269700000.0
house,Atlántico,11.01,-74.814,156.0,674100000.0
house,Bogotá D.C,4.663,-74.047,155.0,1700000000.0
house,Quindío,4.467,-75.769,84.0,240000000.0
house,Valle del Cauca,3.456,-76.523,420.0,420000000.0
house,Bogotá D.C,4.693,-74.031,137.0,565000000.0
house,Bogotá D.C,4.692,-74.071,136.0,560000000.0
house,Bogotá D.C,4.586,-74.108,276.0,450000000.0
house,Bogotá D.C,4.705,-74.043,120.0,580000000.0
house,Atlántico,10.996,-74.802,178.0,650000000.0
house,Atlántico,11.004,-74.807,132.0,524800000.0
house,Bogotá D.C,4.676,-74.059,109.0,720000000.0
house,Bogotá D.C,4.732,-74.076,324.0,980000000.0
house,Antioquia,6.231,-75.485,338.0,1200000000.0
house,Bogotá D.C,4.569,-74.12,329.0,279900000.0
apartment,Cundinamarca,4.6936162737,-74.0478384377,109.0,535000000.0
house,Bogotá D.C,4.754,-74.043,134.0,430000000.0
house,Bogotá D.C,4.715,-74.048,226.0,1200000000.0
house,Bogotá D.C,4.693,-74.028,88.0,320000000.0
house,Atlántico,10.993,-74.795,225.0,480000000.0
apartment,Bogotá D.C,,,320.0,1250000000.0
house,Bogotá D.C,4.696,-74.062,170.0,530000000.0
house,Bogotá D.C,4.726,-74.071,67.0,290000000.0
house,Atlántico,10.997,-74.804,95.0,473337480.0
house,Bogotá D.C,4.667,-74.11,210.0,1200000000.0
house,Bogotá D.C,4.669,-74.04,241.0,1400000000.0
house,Bogotá D.C,4.72,-74.029,109.0,630000000.0
house,Bogotá D.C,4.726,-74.059,90.0,320000000.0
house,Atlántico,11.01,-74.832,140.0,330000000.0
house,Atlántico,11.012,-74.821,220.0,500000000.0
house,Bogotá D.C,4.693,-74.035,83.0,1200000000.0
house,Valle del Cauca,3.414,-76.532,337.0,700000000.0
house,Atlántico,11.014,-74.877,400.0,1500000000.0
house,Bogotá D.C,4.706,-74.041,230.0,850000000.0
house,Cundinamarca,4.853,-74.054,167.0,450000000.0
house,Valle del Cauca,3.414,-76.349,100.0,1100000000.0
house,Antioquia,,,81.0,260000000.0
house,Bogotá D.C,4.699,-74.032,186.0,750000000.0
house,Valle del Cauca,3.421,-76.522,148.0,380000000.0
house,Atlántico,11.008,-74.81,370.0,1406000000.0
house,Valle del Cauca,3.391,-76.518,160.0,250000000.0
house,Atlántico,11.009,-74.833,121.0,436308000.0
house,Antioquia,6.27,-75.439,177.0,330000000.0
house,Bogotá D.C,4.644,-74.079,110.0,380000000.0
house,Bogotá D.C,4.679,-74.056,64.0,550000000.0
house,Bogotá D.C,4.75448,-74.070167,400.0,1450000000.0
house,Bogotá D.C,4.678,-74.043,70.0,420000000.0
house,Valle del Cauca,3.452,-76.532,400.0,1100000000.0
house,Bogotá D.C,4.679,-74.044,70.0,470000000.0
house,Atlántico,11.017,-74.822,134.0,468000000.0
apartment,Antioquia,6.23216,-75.602176,64.0,195000000.0
apartment,Bogotá D.C,,,143.0,700000000.0
house,Valle del Cauca,4.211,-76.152,150.0,200000000.0
house,Bogotá D.C,4.695,-74.063,75.0,315000000.0
house,Bogotá D.C,4.658,-74.128,108.0,480000000.0
house,Bogotá D.C,4.713,-74.082,180.0,850000000.0
house,Valle del Cauca,3.421,-76.522,360.0,330000000.0
house,Bogotá D.C,4.726,-74.037,90.0,389000000.0
house,Cundinamarca,4.859,-74.056,332.0,1100000000.0
apartment,Cundinamarca,,,101.0,250000000.0
house,Bogotá D.C,4.628,-74.141,80.0,280000000.0
house,Bogotá D.C,4.591,-74.173,105.0,320000000.0
house,Cundinamarca,4.908,-73.94,398.0,1300000000.0
house,Bogotá D.C,4.696,-74.047,205.0,1300000000.0
house,Bogotá D.C,4.687,-74.055,240.0,1150000000.0
house,Antioquia,6.265,-75.592,113.0,300000000.0
house,Bogotá D.C,4.681,-74.056,71.0,400000000.0
house,Bogotá D.C,4.703,-74.034,148.0,800000000.0
house,Bogotá D.C,4.722,-74.042,79.0,360000000.0
house,Bogotá D.C,4.702,-74.034,108.0,530000000.0
house,Cundinamarca,4.654,-74.012,380.0,1520000000.0
apartment,Magdalena,,,78.0,287000000.0
house,Bogotá D.C,4.679,-74.043,73.0,661000000.0
house,Cundinamarca,4.325,-74.804,248.0,620000000.0
house,Cundinamarca,4.836,-74.166,350.0,1400000000.0
house,Atlántico,11.013,-74.814,101.0,391440000.0
house,Cundinamarca,4.885,-74.036,323.0,1360000000.0
house,Bogotá D.C,4.728,-74.042,180.0,640000000.0
house,Bogotá D.C,4.684,-74.056,147.0,730000000.0
house,Magdalena,11.135,-74.227,87.0,500000000.0
house,Cundinamarca,,,420.0,1500000000.0
house,Bogotá D.C,4.693,-74.036,150.0,750000000.0
house,Bogotá D.C,4.762,-74.059,310.0,1250000000.0
house,Bogotá D.C,4.672,-74.056,153.0,1350000000.0
house,Bogotá D.C,4.754,-74.067,74.0,269000000.0
house,Cundinamarca,4.311,-74.805,131.0,430000000.0
house,Atlántico,10.996,-74.825,123.0,300000000.0
house,Atlántico,11.004,-74.834,199.0,730000000.0
house,Bogotá D.C,4.669,-74.042,260.0,1500000000.0
house,Valle del Cauca,3.43,-76.518,140.0,360000000.0
house,Atlántico,11.01,-74.813,65.0,299000000.0
house,Bogotá D.C,4.693,-74.051,74.0,650000000.0
house,Bogotá D.C,4.713,-74.119,201.0,280000000.0
house,Atlántico,10.991,-74.824,84.0,310000000.0
house,Cundinamarca,4.872,-74.146,150.0,800000000.0
house,Bogotá D.C,4.751,-74.066,88.0,330000000.0
house,Cundinamarca,4.809,-74.103,204.0,1000000000.0
house,Cundinamarca,4.896,-74.033,196.0,750000000.0
house,Valle del Cauca,3.382,-76.523,82.0,205000000.0
house,Bogotá D.C,4.698,-74.04,260.0,1350000000.0
house,Atlántico,10.969,-74.802,167.0,370000000.0
house,Bogotá D.C,4.684,-74.053,167.0,765000000.0
house,Caldas,5.067,-75.518,145.0,200000000.0
house,Valle del Cauca,3.82,-76.522,250.0,240000000.0
house,Bogotá D.C,4.711,-74.026,198.0,1550000000.0
house,Valle del Cauca,3.433,-76.535,141.0,240000000.0
house,Atlántico,11.021,-74.804,223.0,360000000.0
house,Bogotá D.C,4.62,-74.085,74.0,299900000.0
house,Bogotá D.C,4.741,-74.069,222.0,1100000000.0
house,Bogotá D.C,4.672,-74.051,174.0,1450000000.0
house,Atlántico,11.019,-74.82,128.0,460000000.0
house,Bogotá D.C,4.678,-74.057,144.0,1195000000.0
house,Bolívar,10.46,-75.507,128.0,850000000.0
house,Cundinamarca,4.872,-74.146,150.0,800000000.0
house,Bogotá D.C,4.677,-74.075,168.0,450000000.0
house,Atlántico,11.004,-74.809,212.0,460000000.0
house,Atlántico,11.019,-74.823,142.0,550000000.0
house,Bogotá D.C,4.692,-74.045,249.0,1600000000.0
house,Atlántico,10.991,-74.816,102.0,327000000.0
house,Bogotá D.C,4.698,-74.115,312.0,750000000.0
house,Bogotá D.C,4.722,-74.041,98.0,420000000.0
house,Bogotá D.C,4.695,-74.038,118.0,520000000.0
house,Bogotá D.C,4.636,-74.071,86.0,469300000.0
house,Bogotá D.C,4.685,-74.055,125.0,990000000.0
house,Bogotá D.C,4.718,-74.038,163.0,590000000.0
house,Valle del Cauca,3.452,-76.532,117.0,295000000.0
house,Bogotá D.C,4.696,-74.039,82.0,395000000.0
house,Bogotá D.C,4.63,-74.139,165.0,650000000.0
house,Atlántico,11.01,-74.836,70.0,220000000.0
house,Santander,7.119,-73.123,200.0,580000000.0
house,Bogotá D.C,4.725,-74.031,182.0,500000000.0
house,Bogotá D.C,4.668,-74.047,96.0,650000000.0
house,Bogotá D.C,4.732,-74.055,94.0,318000000.0
house,Bogotá D.C,4.68,-74.051,270.0,1150000000.0
house,Atlántico,10.999,-74.804,316.0,1232400000.0
house,Valle del Cauca,3.427,-76.551,109.0,360000000.0
house,Atlántico,11.011,-74.805,68.0,290000000.0
house,Cundinamarca,4.865,-74.051,157.0,380000000.0
house,Bogotá D.C,4.7386684,-74.0929959,235.0,450000000.0
house,Antioquia,6.241138,-75.564222,224.0,350000000.0
house,Valle del Cauca,3.414,-76.495,113.0,200000000.0
house,Bolívar,10.388,-75.478,109.0,270000000.0
house,Bogotá D.C,4.707,-74.062,90.0,480000000.0
house,Bogotá D.C,4.759,-74.046,97.0,385000000.0
house,Bogotá D.C,4.701,-74.057,232.0,770000000.0
house,Cundinamarca,4.632,-74.463,70.0,600000000.0
apartment,Santander,8.78833,-76.03556,119.0,462540000.0
house,Cundinamarca,4.278,-74.409,180.0,580000000.0
house,Bogotá D.C,4.659,-74.048,130.0,1000000000.0
house,Bogotá D.C,4.71,-74.05,86.0,550000000.0
house,Bogotá D.C,4.7,-74.052,97.0,781612000.0
house,Cundinamarca,4.853,-74.058,264.0,650000000.0
house,Cundinamarca,4.859,-74.054,99.0,850000000.0
house,Bogotá D.C,4.683,-74.058,139.0,710000000.0
house,Bogotá D.C,4.6,-74.164,220.0,590000000.0
house,Cundinamarca,4.331,-74.368,106.0,305000000.0
house,Bogotá D.C,4.734,-74.046,362.0,1650000000.0
house,Bogotá D.C,4.724,-74.025,207.0,550000000.0
house,Bogotá D.C,4.696,-74.046,140.0,600000000.0
house,Bogotá D.C,4.674,-74.048,173.0,750000000.0
house,Cundinamarca,4.867,-73.877,160.0,1500000000.0
house,Cundinamarca,4.855,-74.054,170.0,445000000.0
apartment,Valle del Cauca,3.34616,-76.529022,108.0,335000000.0
house,Tolima,4.203,-74.66,250.0,650000000.0
house,Cundinamarca,4.865,-74.051,127.0,300000000.0
house,Bogotá D.C,4.695,-74.046,79.0,450000000.0
house,Valle del Cauca,3.452,-76.532,235.0,240000000.0
apartment,Cundinamarca,,,150.0,1390000000.0
house,Atlántico,10.998,-74.816,197.0,550000000.0
house,Bogotá D.C,4.724,-74.024,340.0,1300000000.0
house,Bogotá D.C,4.725,-74.038,150.0,380000000.0
house,Bogotá D.C,4.709,-74.049,72.0,450000000.0
house,Bogotá D.C,4.663,-74.046,298.0,1350000000.0
house,Atlántico,11.016,-74.838,85.0,290000000.0
house,Bogotá D.C,4.712,-74.083,192.0,1400000000.0
house,Valle del Cauca,3.455,-76.537,358.0,540000000.0
house,Atlántico,10.965,-74.78,85.0,260000000.0
apartment,Cundinamarca,4.7071468887,-74.0462242836,77.0,498000000.0
house,Valle del Cauca,3.452,-76.532,64.0,230000000.0
house,Bogotá D.C,4.688,-74.055,155.0,920000000.0
house,Valle del Cauca,3.403,-76.545,296.0,400000000.0
house,Valle del Cauca,3.424,-76.542,308.0,550000000.0
house,Bogotá D.C,4.699,-74.044,142.0,790000000.0
house,Bogotá D.C,4.733,-74.075,176.0,780000000.0
house,Magdalena,11.208,-74.228,178.0,550000000.0
house,Valle del Cauca,3.414,-76.532,211.0,400000000.0
house,Caldas,5.063,-75.487,222.0,500000000.0
house,Bogotá D.C,4.7,-74.047,156.0,970000000.0
house,Bogotá D.C,4.722,-74.03,93.0,400000000.0
house,Bogotá D.C,4.701,-74.049,340.0,750000000.0
house,Atlántico,11.008,-74.832,122.0,380000000.0
house,Atlántico,11.003,-74.833,108.0,350000000.0
house,Cundinamarca,4.808,-74.102,232.0,650000000.0
house,Bogotá D.C,4.699,-74.063,346.0,930000000.0
house,Bogotá D.C,4.714,-74.03,160.0,900000000.0
house,Bogotá D.C,4.656,-74.057,105.0,900000000.0
house,Valle del Cauca,3.477,-76.516,120.0,450000000.0
house,Bogotá D.C,4.73,-74.038,145.0,598000000.0
house,Antioquia,6.226,-75.573,320.0,989000000.0
house,Bogotá D.C,4.695,-74.082,80.0,312000000.0
house,Valle del Cauca,3.288,-76.524,112.0,220000000.0
house,Bogotá D.C,4.693,-74.048,121.0,815000000.0
apartment,Cundinamarca,,,70.0,440000000.0
house,Bogotá D.C,4.705,-74.069,106.0,470000000.0
house,Valle del Cauca,3.452,-76.532,180.0,380000000.0
house,Bogotá D.C,4.687,-74.045,120.0,740000000.0
house,Bogotá D.C,4.7478161,-74.1155181,150.0,205000000.0
house,Bogotá D.C,4.696,-74.063,120.0,357000000.0
house,Atlántico,11.014,-74.814,132.0,360000000.0
house,Bogotá D.C,4.711,-74.072,130.0,730000000.0
house,Cundinamarca,4.918,-74.025,257.0,1200000000.0
house,Atlántico,10.943,-74.774,165.0,500000000.0
house,Atlántico,10.993,-74.822,303.0,833000000.0
house,Atlántico,11.004,-74.807,226.0,750000000.0
house,Bogotá D.C,4.737,-74.024,132.0,460000000.0
house,Atlántico,11.005,-74.812,228.0,605000000.0
house,Valle del Cauca,3.566,-76.55,190.0,380000000.0
house,Bogotá D.C,4.647,-74.056,75.0,450000000.0
house,Bogotá D.C,4.688,-74.074,358.0,570000000.0
house,Bogotá D.C,4.698,-74.034,260.0,1250000000.0
house,Atlántico,11.016,-74.818,180.0,642000000.0
house,Cundinamarca,4.378,-74.674,380.0,580000000.0
house,Quindío,4.461,-75.667,241.0,550000000.0
house,Magdalena,11.233,-74.218,85.0,280000000.0
house,Cundinamarca,4.863,-74.054,240.0,410000000.0
house,Bogotá D.C,4.7,-74.086,133.0,365900000.0
house,Bogotá D.C,4.717,-74.038,250.0,1650000000.0
house,Bogotá D.C,4.709,-74.049,90.0,510000000.0
house,Cundinamarca,4.915,-74.097,161.0,426000000.0
house,Cundinamarca,4.909,-73.941,350.0,800000000.0
house,Bolívar,10.473,-75.496,130.0,1280000000.0
house,Cundinamarca,4.708,-74.231,80.0,234500000.0
house,Bogotá D.C,4.692,-74.065,312.0,1100000000.0
house,Bogotá D.C,4.754,-74.041,79.0,345000000.0
house,Antioquia,,,64.0,185000000.0
house,Atlántico,11.004,-74.807,86.0,290000000.0
house,Bogotá D.C,4.694,-74.038,196.0,684000000.0
house,Valle del Cauca,3.457,-76.522,165.0,210000000.0
house,Bogotá D.C,4.724,-74.042,76.0,365000000.0
house,Valle del Cauca,3.452,-76.532,380.0,700000000.0
house,Atlántico,11.015,-74.805,96.0,350000000.0
house,Atlántico,11.004,-74.807,101.0,580000000.0
house,Cundinamarca,4.855,-74.053,144.0,445000000.0
house,Cundinamarca,4.868,-74.042,170.0,600000000.0
house,Bogotá D.C,4.743,-74.062,70.0,340000000.0
house,Atlántico,11.006,-74.815,175.0,530000000.0
house,Antioquia,6.253,-75.565,170.0,320000000.0
house,Cundinamarca,4.896,-74.033,196.0,750000000.0
house,Antioquia,,,176.0,360000000.0
house,Bogotá D.C,4.715,-74.036,107.0,450000000.0
house,Cundinamarca,4.918,-74.025,130.0,570000000.0
house,Valle del Cauca,3.395,-76.525,87.0,220000000.0
house,Cundinamarca,4.908,-73.94,322.0,1300000000.0
house,Valle del Cauca,3.412,-76.556,176.0,250000000.0
house,Valle del Cauca,3.368,-76.531,94.0,280000000.0
house,Bogotá D.C,4.613,-74.107,186.0,424900000.0
house,Cundinamarca,4.272,-74.771,70.0,260000000.0
house,Atlántico,10.991,-74.825,180.0,650000000.0
house,Bogotá D.C,4.693,-74.042,76.0,460000000.0
house,Valle del Cauca,3.452,-76.532,115.0,360000000.0
house,Atlántico,10.981,-74.832,200.0,580000000.0
house,Bogotá D.C,4.672,-74.057,81.0,520000000.0
house,Atlántico,11.012,-74.836,100.0,285000000.0
house,Atlántico,10.932,-74.797,93.0,298041700.0
house,Bogotá D.C,4.697,-74.08,304.0,980000000.0
house,Valle del Cauca,3.421,-76.522,122.0,317976680.0
house,Cundinamarca,4.324,-74.775,353.0,1300000000.0
apartment,Bolívar,10.415487,-75.5419,220.0,610000000.0
house,Atlántico,10.932,-74.784,74.0,226566000.0
house,Valle del Cauca,3.45,-76.523,340.0,350000000.0
house,Atlántico,10.99,-74.825,158.0,470000000.0
house,Cundinamarca,4.866,-74.064,103.0,417263944.0
house,Valle del Cauca,3.337,-76.541,293.0,950000000.0
house,Bogotá D.C,4.697,-74.034,220.0,650000000.0
house,Cundinamarca,4.855,-74.05,151.0,340000000.0
house,Bogotá D.C,4.668,-74.044,294.0,1600000000.0
house,Bogotá D.C,4.654,-74.051,198.0,1650000000.0
house,Bogotá D.C,4.783,-74.047,109.0,450000000.0
house,Atlántico,11.004,-74.802,237.0,1150000000.0
house,Bogotá D.C,4.702,-74.054,120.0,805000000.0
house,Bogotá D.C,4.677,-74.042,116.0,670000000.0
house,Atlántico,11.004,-74.807,130.0,520000000.0
house,Atlántico,11.005,-74.811,253.0,710000000.0
house,Atlántico,11.004,-74.829,143.0,380000000.0
house,Valle del Cauca,3.445,-76.52,220.0,235000000.0
house,Quindío,4.461,-75.678,110.0,240000000.0
house,Bogotá D.C,4.731,-74.064,116.0,350000000.0
house,Caldas,5.07,-75.514,280.0,400000000.0
house,Bogotá D.C,4.727,-74.036,147.0,750000000.0
house,Valle del Cauca,3.471,-76.484,200.0,460000000.0
house,Bogotá D.C,4.749,-74.113,123.0,219900000.0
house,Bogotá D.C,4.724,-74.026,110.0,525800000.0
house,Bogotá D.C,4.674,-74.046,244.0,1700000000.0
house,Atlántico,10.995,-74.829,390.0,600000000.0
house,Bogotá D.C,4.695,-74.044,67.0,550000000.0
house,Cundinamarca,4.866,-74.064,190.0,570000000.0
house,Cundinamarca,4.916,-74.02,72.0,298000000.0
house,Bogotá D.C,4.711,-74.072,364.0,1300000000.0
house,Atlántico,11.004,-74.807,205.0,600000000.0
house,Bogotá D.C,4.619,-74.123,248.0,1440000000.0
house,Bogotá D.C,4.712,-74.05,150.0,710000000.0
house,Valle del Cauca,3.468,-76.519,400.0,420000000.0
house,Bogotá D.C,4.763,-74.045,97.0,340000000.0
house,Valle del Cauca,3.369,-76.535,83.0,210000000.0
house,Atlántico,11.006,-74.816,127.0,501000000.0
