property_type,department,lat,lon,area_m2,price_cop
house,Atlántico,11.004,-74.799,373.0,1060000000.0
house,Bogotá D.C,4.711,-74.051,130.0,550000000.0
house,Bogotá D.C,4.696,-74.055,80.0,450000000.0
house,Bogotá D.C,4.599,-74.163,64.0,200000000.0
house,Cundinamarca,4.881,-74.038,300.0,1380000000.0
house,Antioquia,6.236,-75.563,290.0,750000000.0
house,Cundinamarca,4.809,-74.103,79.0,548481000.0
house,Cundinamarca,4.8639566,-74.0621724,182.0,250000000.0
house,Bogotá D.C,4.698,-74.041,97.0,560000000.0
house,Cundinamarca,4.721,-73.969,330.0,1200000000.0
house,Bogotá D.C,4.702,-74.057,320.0,900000000.0
house,Bogotá D.C,4.699,-74.038,300.0,1300000000.0
house,Bogotá D.C,4.725,-74.062,194.0,750000000.0
house,Bogotá D.C,4.72,-74.058,98.0,330000000.0
house,Bogotá D.C,4.708,-74.082,137.0,720000000.0
house,Caldas,5.07,-75.514,197.0,410000000.0
house,Atlántico,11.005,-74.826,95.0,340000000.0
house,Bogotá D.C,4.671,-74.109,224.0,780000000.0
house,Bogotá D.C,4.688,-74.038,83.0,800000000.0
apartment,Magdalena,,,120.0,325000000.0
house,Bolívar,10.332,-75.411,355.0,900000000.0
house,Bogotá D.C,4.7,-74.052,91.0,579000000.0
house,Bogotá D.C,4.704,-74.064,116.0,415000000.0
house,Bogotá D.C,4.69,-74.049,170.0,1059000000.0
house,Atlántico,11.005,-74.805,128.0,637500000.0
apartment,Magdalena,,,95.0,195000000.0
house,Valle del Cauca,3.452,-76.532,156.0,235000000.0
house,Bogotá D.C,4.7,-74.03,70.0,450000000.0
house,Atlántico,11.0,-74.82,94.0,275000000.0
house,Bogotá D.C,4.705,-74.123,80.0,223000000.0
house,Valle del Cauca,3.413,-76.529,140.0,420000000.0
house,Cundinamarca,4.896,-74.033,340.0,1200000000.0
house,Valle del Cauca,3.259,-76.554,310.0,650000000.0
house,Valle del Cauca,3.452,-76.532,183.0,600000000.0
house,Bogotá D.C,4.703,-74.03,192.0,620000000.0
house,Bogotá D.C,4.718,-74.034,91.0,350000000.0
house,Valle del Cauca,3.414,-76.532,331.0,360000000.0
house,Atlántico,11.002,-74.815,212.0,310000000.0
house,Antioquia,6.253,-75.565,245.0,620000000.0
house,Bogotá D.C,4.692,-74.071,199.0,700000000.0
house,Cundinamarca,4.865,-74.051,226.0,1250000000.0
house,Antioquia,,,114.0,275000000.0
house,Bogotá D.C,4.667,-74.048,230.0,1400000000.0
house,Atlántico,11.004,-74.807,104.0,400000000.0
house,Caldas,5.156,-75.775,250.0,600000000.0
house,Bogotá D.C,4.565,-74.094,143.0,189900000.0
house,Bogotá D.C,4.667,-74.064,79.0,405000000.0
house,Bogotá D.C,4.693,-74.039,87.0,600000000.0
house,Bogotá D.C,4.767,-74.041,118.0,450000000.0
house,Bogotá D.C,4.685,-74.045,101.0,450000000.0
house,Bogotá D.C,4.75,-74.066,79.0,300000000.0
house,Bogotá D.C,4.706,-74.063,117.0,560000000.0
house,Caldas,5.067,-75.518,260.0,380000000.0
house,Bogotá D.C,4.724,-74.028,80.0,365000000.0
house,Meta,4.099,-72.955,230.0,450000000.0
house,Cundinamarca,4.858,-74.054,175.0,380000000.0
house,Cundinamarca,4.305,-74.803,240.0,350000000.0
house,Atlántico,10.999,-74.797,145.0,330000000.0
house,Valle del Cauca,3.4,-76.542,437.0,450000000.0
house,Bogotá D.C,4.643,-74.077,150.0,460000000.0
house,Bogotá D.C,4.698,-74.035,69.0,420000000.0
house,Bogotá D.C,4.691,-74.041,101.0,515000000.0
house,Bogotá D.C,4.722,-74.065,202.0,780000000.0
house,Atlántico,11.026,-74.862,97.0,320000000.0
house,Bogotá D.C,4.75,-74.098,68.0,230000000.0
house,Bogotá D.C,4.66,-74.103,70.0,370000000.0
house,Atlántico,11.004,-74.807,107.0,588500000.0
house,Valle del Cauca,3.395,-76.552,162.0,310000000.0
house,Atlántico,10.997,-74.822,230.0,760000000.0
house,Cundinamarca,4.92,-74.026,66.0,230000000.0
house,Cundinamarca,4.92,-74.027,170.0,460000000.0
house,Magdalena,11.242,-74.205,112.0,635000000.0
house,Bogotá D.C,4.636,-74.164,185.0,360000000.0
house,Bogotá D.C,4.704,-74.056,91.0,380000000.0
house,Cundinamarca,4.897,-74.036,231.0,980000000.0
house,Cundinamarca,4.287,-74.805,145.0,700000000.0
house,Tolima,4.279,-74.792,179.0,220000000.0
house,Valle del Cauca,3.414,-76.532,260.0,220000000.0
house,Bogotá D.C,4.653,-74.063,132.0,490000000.0
house,Atlántico,10.999,-74.798,151.0,654221945.0
house,Bogotá D.C,4.682,-74.051,192.0,916000000.0
house,Cundinamarca,,,297.0,1250000000.0
house,Bogotá D.C,4.712,-74.083,192.0,1199000000.0
house,Bogotá D.C,4.747,-74.1,104.0,250000000.0
house,Atlántico,11.002,-74.811,136.0,400000000.0
house,Atlántico,11.0,-74.821,301.0,700000000.0
house,Valle del Cauca,3.418,-76.511,78.0,225000000.0
house,Valle del Cauca,3.438,-76.51,153.0,185000000.0
house,Bogotá D.C,4.675,-74.055,281.0,1300000000.0
house,Bogotá D.C,4.677,-74.042,132.0,1200000000.0
house,Caldas,5.067,-75.518,65.0,220000000.0
house,Atlántico,11.009,-74.815,125.0,512500000.0
house,Bogotá D.C,4.658,-74.048,67.0,660000000.0
house,Bogotá D.C,4.689,-74.055,180.0,960000000.0
house,Bogotá D.C,4.629,-74.144,350.0,900000000.0
house,Bogotá D.C,4.698,-74.08,230.0,786000000.0
house,Valle del Cauca,3.338,-76.533,360.0,900000000.0
house,Atlántico,11.005,-74.833,116.0,300000000.0
house,Valle del Cauca,3.466,-76.509,380.0,900000000.0
house,Cundinamarca,4.865,-74.051,95.0,220000000.0
house,Bogotá D.C,4.701,-74.029,81.0,608057000.0
house,Bogotá D.C,4.691,-74.044,220.0,1050000000.0
house,Bogotá D.C,4.725,-74.04,81.0,448000000.0
house,Atlántico,11.005,-74.801,117.0,215000000.0
apartment,Bogotá D.C,4.6616933,-74.0825686,72.0,320000000.0
house,Bogotá D.C,4.67,-74.046,210.0,1500000000.0
house,Atlántico,11.007,-74.831,147.0,560000000.0
house,Bogotá D.C,4.685,-74.046,110.0,585000000.0
house,Valle del Cauca,3.383,-76.527,360.0,450000000.0
house,Cundinamarca,4.632,-74.463,270.0,790000000.0
house,Cundinamarca,4.891,-74.046,295.0,1200000000.0
house,Bogotá D.C,4.655,-74.11,320.0,750000000.0
house,Bogotá D.C,4.698,-74.046,180.0,1150000000.0
house,Antioquia,6.17,-75.587,117.0,315000000.0
house,Atlántico,11.011,-74.836,82.0,319000000.0
house,Bogotá D.C,4.68,-74.056,70.0,470000000.0
apartment,Cundinamarca,4.6702864408,-74.0518917253,121.0,780000000.0
house,Bogotá D.C,4.697,-74.048,78.0,550000000.0
house,Atlántico,11.004,-74.807,214.0,730000000.0
house,Bogotá D.C,4.643,-74.076,76.0,435000000.0
house,Atlántico,10.993,-74.817,213.0,450000000.0
house,Cundinamarca,4.512,-74.603,300.0,900000000.0
house,Cundinamarca,4.917,-74.096,97.0,400000000.0
house,Bogotá D.C,4.657,-74.054,237.0,1660000000.0
house,Quindío,4.588,-75.645,250.0,550000000.0
house,Atlántico,11.004,-74.807,205.0,650000000.0
house,Atlántico,11.006,-74.816,123.0,465000000.0
house,Bogotá D.C,4.657,-74.053,113.0,950000000.0
house,Antioquia,6.235,-75.589,420.0,695000000.0
house,Cundinamarca,4.866,-74.054,67.0,220000000.0
house,Cundinamarca,4.708,-74.207,98.0,1050000000.0
house,Cundinamarca,4.867,-74.067,240.0,850000000.0
house,Bogotá D.C,4.646,-74.104,111.0,790000000.0
house,Cundinamarca,4.855,-74.05,151.0,350000000.0
house,Atlántico,11.016,-74.814,111.0,427576500.0
house,Atlántico,10.999,-74.825,213.0,550000000.0
house,Antioquia,6.249666,-75.592014,150.0,280000000.0
house,Bogotá D.C,4.71,-74.025,247.0,1380000000.0
house,Cundinamarca,4.911,-74.026,220.0,682000000.0
house,Cundinamarca,4.897,-74.036,323.0,1450000000.0
house,Cundinamarca,4.857,-74.049,125.0,325000000.0
house,Valle del Cauca,3.435,-76.543,354.0,850000000.0
house,Bogotá D.C,4.635,-74.13,140.0,449900000.0
house,Bogotá D.C,4.719,-74.032,70.0,258000000.0
house,Bogotá D.C,4.672,-74.058,68.0,406000000.0
house,Bolívar,10.396,-75.554,107.0,652950000.0
house,Atlántico,10.973,-74.811,155.0,660786750.0
house,Atlántico,11.002,-74.823,209.0,750000000.0
house,Bogotá D.C,4.645,-74.069,285.0,800000000.0
house,Atlántico,10.992,-74.791,180.0,300000000.0
house,Atlántico,11.004,-74.807,265.0,600000000.0
house,Atlántico,10.987,-74.794,149.0,325000000.0
house,Atlántico,10.991,-74.826,90.0,276000000.0
house,Atlántico,11.017,-74.822,176.0,719960000.0
house,Bogotá D.C,4.701,-74.077,243.0,760000000.0
house,Bogotá D.C,4.628,-74.131,134.0,470000000.0
house,Cundinamarca,,,93.0,279900000.0
house,Atlántico,11.014,-74.822,84.0,327600000.0
house,Atlántico,10.974,-74.833,156.0,600000000.0
house,Cundinamarca,4.8588768,-74.0562094,108.0,326900000.0
house,Bogotá D.C,4.702,-74.053,207.0,880000000.0
house,Bogotá D.C,4.726,-74.024,154.0,990000000.0
house,Bogotá D.C,4.705,-74.042,210.0,1150000000.0
house,Bogotá D.C,4.701,-74.034,156.0,690000000.0
apartment,Magdalena,,,107.0,433000000.0
house,Bogotá D.C,4.693,-74.036,108.0,430000000.0
house,Bogotá D.C,4.691,-74.059,260.0,1300000000.0
house,Valle del Cauca,3.262,-76.541,380.0,500000000.0
house,Valle del Cauca,3.267,-76.55,90.0,210000000.0
house,Atlántico,11.006,-74.829,129.0,501167000.0
house,Bogotá D.C,4.558,-74.144,82.0,420000000.0
house,Bogotá D.C,4.698,-74.06,328.0,1203800000.0
house,Bogotá D.C,4.733,-74.043,104.0,380000000.0
house,Bolívar,10.391,-75.479,72.0,295000000.0
house,Cundinamarca,4.875,-74.069,138.0,430000000.0
house,Cundinamarca,4.918,-74.025,128.0,460000000.0
house,Bogotá D.C,4.704,-74.061,280.0,850000000.0
house,Bogotá D.C,4.685,-74.055,208.0,1030000000.0
house,Bogotá D.C,4.706,-74.04,75.0,569400000.0
house,Atlántico,11.017,-74.823,177.0,680000000.0
house,Bogotá D.C,4.725,-74.041,178.0,550000000.0
house,Antioquia,6.1221214054,-75.4197692871,106.0,310000000.0
house,Bogotá D.C,4.694,-74.03,297.0,960000000.0
house,Bogotá D.C,4.736,-74.03,74.0,185000000.0
house,Caldas,5.067,-75.518,170.0,250000000.0
house,Atlántico,10.991,-74.827,232.0,440000000.0
house,Bogotá D.C,4.733,-74.033,92.0,380000000.0
house,Bogotá D.C,4.717,-74.067,260.0,930000000.0
house,Bogotá D.C,4.729,-74.034,67.0,250000000.0
house,Atlántico,11.004,-74.794,120.0,380000000.0
house,Cundinamarca,,,129.0,780000000.0
house,Bogotá D.C,4.728,-74.046,118.0,335000000.0
house,Bogotá D.C,4.696,-74.063,68.0,350000000.0
house,Antioquia,6.057394,-75.502792,158.0,360000000.0
house,Valle del Cauca,3.396,-76.53,240.0,450000000.0
house,Risaralda,4.736,-75.651,425.0,786250000.0
house,Atlántico,11.008,-74.815,199.0,975970520.0
house,Bogotá D.C,4.656,-74.049,225.0,1450000000.0
house,Atlántico,10.949,-74.776,79.0,456031080.0
house,Atlántico,11.003,-74.806,100.0,435000000.0
house,Atlántico,11.003,-74.826,99.0,350000000.0
house,Bogotá D.C,4.733,-74.025,105.0,718760000.0
apartment,Cundinamarca,,,128.0,730000000.0
house,Bogotá D.C,4.691,-74.054,81.0,480000000.0
house,Antioquia,6.841,-74.943,85.0,369900000.0
house,Bogotá D.C,4.696,-74.039,150.0,585000000.0
house,Bogotá D.C,4.693,-74.043,127.0,630000000.0
house,Atlántico,11.01,-74.833,96.0,360000000.0
house,Bogotá D.C,4.735,-74.06,79.0,289900000.0
house,Atlántico,11.012,-74.809,110.0,358212750.0
house,Atlántico,11.015,-74.813,218.0,675000000.0
house,Bogotá D.C,4.617,-74.11,123.0,290000000.0
house,Bogotá D.C,4.719,-74.046,110.0,500000000.0
house,Atlántico,11.004,-74.807,65.0,210000000.0
house,Atlántico,11.004,-74.817,125.0,380000000.0
house,Bogotá D.C,4.736,-74.058,180.0,550000000.0
house,Bogotá D.C,4.72,-74.073,337.0,1350000000.0
house,Bogotá D.C,4.741,-74.055,110.0,550000000.0
house,Cundinamarca,4.868,-74.037,250.0,1700000000.0
house,Atlántico,10.813,-75.205,300.0,950000000.0
house,Bogotá D.C,4.685,-74.055,250.0,1530000000.0
house,Bogotá D.C,4.655,-74.051,230.0,1700000000.0
house,Atlántico,11.024,-74.861,164.0,521803885.0
house,Bogotá D.C,4.719,-74.066,300.0,899900000.0
house,Bogotá D.C,4.716,-74.029,186.0,1130000000.0
house,Bolívar,10.391,-75.479,74.0,383161918.0
house,Valle del Cauca,3.801,-76.641,120.0,330000000.0
house,Cundinamarca,4.864,-74.05,345.0,966000000.0
house,Antioquia,6.1309968146,-75.5014801025,288.0,1350000000.0
house,Bogotá D.C,4.708,-74.029,74.0,450000000.0
house,Atlántico,11.018,-74.821,101.0,250000000.0
house,Bogotá D.C,4.682,-74.146,129.0,399900000.0
house,Bogotá D.C,4.693,-74.097,115.0,460000000.0
house,Bogotá D.C,4.701,-74.078,249.0,750000000.0
house,Antioquia,6.172,-75.334,92.0,190000000.0
house,Cundinamarca,4.804,-74.096,310.0,1480000000.0
house,Bogotá D.C,4.707,-74.051,110.0,610000000.0
house,Bogotá D.C,4.7164519,-74.1225404,233.0,750000000.0
house,Bogotá D.C,4.692,-74.098,220.0,1150000000.0
house,Bogotá D.C,4.72,-74.06,98.0,310000000.0
house,Valle del Cauca,3.401,-76.55,160.0,330000000.0
apartment,Antioquia,6.1754569739,-75.4359054565,67.0,260000000.0
house,Bogotá D.C,4.692,-74.07,255.0,1200000000.0
house,Atlántico,10.959,-74.786,273.0,360000000.0
house,Bogotá D.C,4.705,-74.039,257.0,1400000000.0
house,Atlántico,10.989,-74.822,421.0,600000000.0
house,Bogotá D.C,4.705,-74.041,178.0,1250000000.0
house,Bogotá D.C,4.678,-74.044,176.0,1509000000.0
apartment,Cundinamarca,,,102.0,582000000.0
house,Cundinamarca,,,117.0,992500000.0
house,Valle del Cauca,3.372,-76.516,270.0,300000000.0
house,Bogotá D.C,4.684,-74.056,125.0,760000000.0
house,Atlántico,11.017,-74.819,220.0,893145280.0
house,Atlántico,11.016,-74.815,83.0,321360000.0
house,Bogotá D.C,4.646,-74.088,374.0,1050000000.0
house,Bogotá D.C,4.708,-74.033,382.0,360000000.0
house,Bogotá D.C,4.604,-74.07,99.0,840000000.0
house,Valle del Cauca,3.444,-76.495,85.0,232000000.0
house,Cundinamarca,4.85,-74.058,121.0,415000000.0
house,Bogotá D.C,4.715,-74.032,86.0,480000000.0
house,Bogotá D.C,4.716,-74.048,175.0,1300000000.0
house,Bogotá D.C,4.718,-74.036,87.0,480000000.0
house,Bogotá D.C,4.665,-74.047,138.0,1420000000.0
apartment,Antioquia,6.24192,-75.585106,133.0,340000000.0
house,Bogotá D.C,4.718,-74.044,217.0,680000000.0
house,Bogotá D.C,4.7,-74.053,322.0,1600000000.0
house,Bolívar,,,260.0,380000000.0
house,Atlántico,10.997,-74.8,360.0,1200000000.0
house,Bogotá D.C,4.682,-74.062,81.0,420000000.0
house,Atlántico,11.017,-74.805,300.0,560000000.0
house,Cundinamarca,4.863,-74.054,240.0,410000000.0
house,Bogotá D.C,4.692,-74.079,84.0,430000000.0
house,Atlántico,11.012,-74.822,226.0,670000000.0
house,Cundinamarca,4.808,-74.099,135.0,343000000.0
house,Bogotá D.C,4.681,-74.047,170.0,1100000000.0
house,Valle del Cauca,3.262,-76.541,104.0,225000000.0
house,Bogotá D.C,4.686,-74.14,135.0,700000000.0
house,Valle del Cauca,3.396,-76.535,243.0,600000000.0
house,Atlántico,11.001,-74.809,176.0,597600068.0
house,Bogotá D.C,4.721,-74.038,84.0,380000000.0
house,Valle del Cauca,,,430.0,1400000000.0
house,Bogotá D.C,4.691,-74.071,110.0,420000000.0
house,Atlántico,11.002,-74.805,317.0,985000000.0
house,Cundinamarca,4.999,-74.339,120.0,350000000.0
house,Atlántico,11.012,-74.824,150.0,370000000.0
house,Antioquia,6.205,-75.564,105.0,445000000.0
house,Bogotá D.C,4.69,-74.055,144.0,780000000.0
house,Bogotá D.C,4.736,-74.061,96.0,370000000.0
house,Atlántico,11.001,-74.823,98.0,350000000.0
house,Bogotá D.C,4.644,-74.145,253.0,219900000.0
house,Cundinamarca,4.551,-74.534,129.0,297000000.0
house,Bogotá D.C,4.654,-74.07,270.0,470000000.0
house,Valle del Cauca,3.487,-76.525,312.0,630000000.0
house,Bogotá D.C,4.723,-74.034,64.0,235000000.0
house,Bolívar,10.403,-75.459,93.0,320673000.0
house,Valle del Cauca,3.421,-76.522,157.0,370839000.0
house,Cundinamarca,4.733,-74.342,395.0,750000000.0
house,Bogotá D.C,4.673,-74.053,115.0,1210881145.0
house,Atlántico,10.992,-74.817,100.0,320000000.0
house,Quindío,4.454,-75.792,300.0,360000000.0
house,Cundinamarca,4.918,-74.025,102.0,415000000.0
house,Atlántico,11.001,-74.809,173.0,590400041.0
house,Quindío,4.461,-75.667,331.0,750000000.0
house,Cundinamarca,4.331,-74.368,100.0,255000000.0
house,Cundinamarca,4.85,-74.079,189.0,450000000.0
house,Valle del Cauca,3.452,-76.532,103.0,325000000.0
house,Atlántico,11.009,-74.807,365.0,1500000000.0
house,Atlántico,11.008,-74.82,260.0,720000000.0
house,Bolívar,,,240.0,360000000.0
house,Valle del Cauca,3.487,-76.533,166.0,435000000.0
house,Bogotá D.C,4.63,-74.062,177.0,1000000000.0
house,Bogotá D.C,4.629,-74.125,75.0,220000000.0
house,Cundinamarca,4.857,-74.05,99.0,310000000.0
house,Caldas,5.046,-75.482,89.0,185000000.0
house,Valle del Cauca,3.452,-76.532,432.0,1596000000.0
house,Atlántico,10.989,-74.824,278.0,480000000.0
house,Bogotá D.C,4.699,-74.032,121.0,500000000.0
house,Bogotá D.C,4.723,-74.027,72.0,270000000.0
house,Bogotá D.C,4.66,-74.048,140.0,1280000000.0
house,Atlántico,11.004,-74.816,102.0,446000000.0
house,Bogotá D.C,4.548,-74.109,202.0,220000000.0
house,Bogotá D.C,4.695,-74.038,128.0,800000000.0
apartment,Santander,8.78833,-76.03556,128.0,500000000.0
house,Bogotá D.C,4.694,-74.088,252.0,850000000.0
house,Valle del Cauca,4.074,-76.186,320.0,240000000.0
house,Bogotá D.C,4.72,-74.033,90.0,360500000.0
house,Bogotá D.C,4.709,-74.035,130.0,730000000.0
house,Bogotá D.C,4.694,-74.038,170.0,600000000.0
house,Atlántico,11.023,-74.869,127.0,398951571.0
house,Bogotá D.C,4.695,-74.054,193.0,1000000000.0
house,Bogotá D.C,4.691,-74.054,205.0,1460000000.0
house,Atlántico,11.01,-74.809,220.0,1111000000.0
house,Bogotá D.C,4.705,-74.028,85.0,360000000.0
house,Bogotá D.C,4.748,-74.082,180.0,236000000.0
house,Cundinamarca,4.876,-73.941,347.0,1350000000.0
house,Bogotá D.C,4.662,-74.135,76.0,320000000.0
house,Bogotá D.C,4.706,-74.04,158.0,1199000000.0
house,Quindío,4.62,-75.627,120.0,480000000.0
house,Bogotá D.C,4.655,-74.055,69.0,730000000.0
house,Atlántico,11.004,-74.829,80.0,252000000.0
house,Bogotá D.C,4.627,-74.072,370.0,960000000.0
house,Atlántico,11.011,-74.805,77.0,289000000.0
house,Bogotá D.C,4.613,-74.163,177.0,195000000.0
house,Bogotá D.C,4.701,-74.028,182.0,1420000000.0
house,Atlántico,10.983,-74.795,109.0,250000000.0
house,Bogotá D.C,4.705,-74.069,154.0,780000000.0
house,Bogotá D.C,4.641,-74.059,143.0,1500000000.0
house,Atlántico,11.012,-74.836,95.0,270000000.0
house,Bogotá D.C,4.68,-74.052,165.0,760000000.0
house,Atlántico,11.004,-74.807,87.0,280000000.0
house,Bogotá D.C,4.598,-74.076,200.0,850000000.0
house,Bogotá D.C,4.681,-74.046,99.0,1100596250.0
house,Bogotá D.C,4.694,-74.055,148.0,1231331988.0
house,Atlántico,10.982,-74.839,131.0,395000000.0
house,Magdalena,11.23,-74.145,87.0,480000000.0
house,Bogotá D.C,4.723,-74.038,104.0,460000000.0
house,Bogotá D.C,4.63,-74.106,68.0,235000000.0
house,Bogotá D.C,4.628,-74.076,317.0,880000000.0
house,Atlántico,10.972,-74.802,103.0,260000000.0
house,Bolívar,10.397,-75.5,216.0,350000000.0
house,Atlántico,10.995,-74.82,99.0,320000000.0
house,Atlántico,10.998,-74.795,280.0,550000000.0
house,Bogotá D.C,4.669,-74.041,160.0,1040000000.0
house,Bogotá D.C,4.691,-74.051,184.0,1249000000.0
house,Cundinamarca,,,203.0,1450000000.0
house,Valle del Cauca,3.459,-76.536,240.0,570000000.0
house,Bogotá D.C,4.665,-74.048,125.0,1370000000.0
house,Caldas,5.067,-75.518,310.0,460000000.0
house,Valle del Cauca,3.452,-76.532,317.0,398000000.0
house,Bogotá D.C,4.708,-74.029,83.0,450000000.0
house,Antioquia,6.24647,-75.552813,240.0,350000000.0
house,Atlántico,11.023,-74.812,179.0,390000000.0
house,Atlántico,11.006,-74.809,86.0,260000000.0
house,Bogotá D.C,4.72,-74.042,98.0,430000000.0
house,Cundinamarca,4.809,-74.103,110.0,600000000.0
house,Bogotá D.C,4.706,-74.029,160.0,750000000.0
house,Bogotá D.C,4.587,-74.145,220.0,550000000.0
house,Bogotá D.C,4.696,-74.098,436.0,880000000.0
house,Cundinamarca,4.909,-73.941,256.0,1290000000.0
house,Bogotá D.C,4.68,-74.04,118.0,600000000.0
house,Bogotá D.C,4.733,-74.037,164.0,565000000.0
house,Bogotá D.C,4.632,-74.154,158.0,770000000.0
house,Bogotá D.C,4.589,-74.143,143.0,635000000.0
house,Bogotá D.C,4.766,-74.036,154.0,350000000.0
house,Atlántico,11.003,-74.797,375.0,620000000.0
house,Atlántico,10.975,-74.805,240.0,380000000.0
house,Bogotá D.C,4.722,-74.032,77.0,410000000.0
house,Bogotá D.C,4.709,-74.029,278.0,1600000000.0
house,Bolívar,10.415,-75.528,94.0,320000000.0
house,Bogotá D.C,4.734,-74.078,157.0,800000000.0
apartment,Magdalena,,,67.0,235000000.0
house,Valle del Cauca,3.452,-76.532,94.0,290000000.0
house,Bogotá D.C,4.677,-74.041,77.0,850000000.0
house,Cundinamarca,4.891,-74.041,168.0,448000000.0
house,Cundinamarca,4.8,-73.968,337.0,1400000000.0
house,Bogotá D.C,4.681,-74.056,140.0,1005383000.0
house,Bogotá D.C,4.702,-74.033,82.0,365000000.0
house,Valle del Cauca,3.434,-76.515,80.0,200000000.0
house,Bogotá D.C,4.655,-74.098,170.0,490000000.0
house,Bogotá D.C,4.621,-74.119,302.0,340000000.0
house,Cundinamarca,4.303,-74.807,159.0,806500000.0
house,Bogotá D.C,4.707,-74.051,200.0,900000000.0
house,Bogotá D.C,4.564,-74.103,68.0,240000000.0
house,Bogotá D.C,4.719,-74.043,122.0,500000000.0
house,Valle del Cauca,3.452,-76.532,392.0,900000000.0
house,Bogotá D.C,4.697,-74.053,214.0,1000000000.0
house,Bogotá D.C,4.705,-74.031,125.0,450000000.0
house,Atlántico,11.019,-74.823,137.0,460000000.0
house,Bogotá D.C,4.716,-74.047,206.0,850000000.0
house,Bogotá D.C,4.619,-74.075,392.0,770000000.0
house,Atlántico,11.007,-74.812,172.0,745313298.0
house,Bogotá D.C,4.618,-74.081,382.0,515000000.0
house,Bolívar,,,350.0,850000000.0
house,Bogotá D.C,4.684,-74.14,290.0,1200000000.0
house,Bogotá D.C,4.641,-74.153,78.0,270000000.0
house,Bogotá D.C,4.729,-74.053,134.0,395000000.0
house,Atlántico,11.013,-74.815,400.0,1200000000.0
apartment,Santander,7.082206,-73.1135935,87.0,210000000.0
house,Cundinamarca,4.912,-74.03,70.0,265000000.0
house,Antioquia,,,76.0,295000000.0
house,Bogotá D.C,4.682,-74.062,100.0,629250000.0
apartment,Bolívar,10.383218,-75.467442,88.0,200000000.0
house,Bogotá D.C,4.667,-74.071,390.0,1200000000.0
house,Atlántico,11.004,-74.807,167.0,850000000.0
house,Bogotá D.C,4.7070179,-74.1324375,104.0,220000000.0
house,Bogotá D.C,4.721,-74.05,124.0,930000000.0
house,Cundinamarca,4.707,-74.226,102.0,270000000.0
house,Bogotá D.C,4.715,-74.048,113.0,550000000.0
house,Bogotá D.C,4.707,-74.062,306.0,850000000.0
house,Bogotá D.C,4.604,-74.07,260.0,1300000000.0
house,Valle del Cauca,3.452,-76.532,177.0,329000000.0
house,Atlántico,11.008,-74.815,66.0,310519125.0
apartment,Magdalena,,,98.0,453000000.0
house,Bogotá D.C,4.636,-74.071,86.0,490200000.0
house,Valle del Cauca,3.452,-76.532,148.0,320000000.0
house,Atlántico,10.995,-74.786,343.0,330000000.0
house,Bogotá D.C,4.723,-74.04,68.0,260000000.0
house,Cundinamarca,4.917,-74.026,378.0,1399900000.0
apartment,Cundinamarca,,,120.0,895000000.0
house,Bogotá D.C,4.695,-74.046,126.0,650000000.0
house,Bogotá D.C,4.62887,-74.1890142,270.0,349900000.0
house,Cundinamarca,4.855,-74.052,78.0,290000000.0
house,Valle del Cauca,3.452,-76.532,130.0,320000000.0
house,Atlántico,10.875,-74.978,100.0,250000000.0
house,Bogotá D.C,4.731,-74.036,157.0,700000000.0
house,Atlántico,11.011,-74.819,270.0,700000000.0
house,Atlántico,11.013,-74.81,319.0,850000000.0
house,Quindío,4.56,-75.657,123.0,530000000.0
house,Bogotá D.C,4.726,-74.038,72.0,290000000.0
house,Bogotá D.C,4.718,-74.026,215.0,1290000000.0
house,Bogotá D.C,4.745,-74.057,75.0,230000000.0
house,Bogotá D.C,4.726,-74.084,122.0,559000000.0
house,Atlántico,10.956,-74.798,184.0,220000000.0
house,Bogotá D.C,4.555,-74.09,126.0,215000000.0
house,Bogotá D.C,4.719858,-74.077713,400.0,1400000000.0
house,Bogotá D.C,4.705,-74.037,183.0,1200000000.0
house,Risaralda,4.809,-75.742,66.0,480000000.0
house,Antioquia,6.249703,-75.592009,154.0,270000000.0
house,Bogotá D.C,4.718,-74.046,65.0,340000000.0
house,Atlántico,10.996,-74.798,275.0,680000000.0
house,Bogotá D.C,4.717,-74.025,210.0,1550000000.0
house,Bogotá D.C,4.709,-74.056,110.0,340000000.0
house,Bogotá D.C,4.716,-74.032,96.0,510000000.0
house,Bogotá D.C,4.698,-74.036,143.0,480000000.0
house,Atlántico,10.991,-74.819,123.0,336055703.0
house,Bogotá D.C,4.704,-74.072,420.0,920000000.0
house,Bogotá D.C,4.696,-74.054,145.0,930000000.0
house,Valle del Cauca,3.4,-76.5,117.0,250000000.0
house,Bogotá D.C,4.704,-74.045,99.0,600000000.0
house,Bogotá D.C,4.59,-74.175,86.0,420000000.0
house,Bogotá D.C,4.727,-74.075,140.0,520000000.0
house,Caldas,5.07,-75.514,94.0,185000000.0
house,Cundinamarca,4.876,-74.038,317.0,1600000000.0
house,Bogotá D.C,4.724,-74.032,143.0,530000000.0
house,Bogotá D.C,4.639,-74.154,73.0,240000000.0
house,Bogotá D.C,4.725,-74.04,80.0,415000000.0
house,Bogotá D.C,4.658,-74.05,255.0,1500000000.0
house,Antioquia,6.195,-75.565,145.0,370000000.0
house,Bogotá D.C,4.717,-74.041,116.0,560000000.0
house,Bogotá D.C,4.592,-74.091,120.0,500000000.0
house,Bogotá D.C,4.7,-74.046,148.0,760000000.0
house,Antioquia,6.057394,-75.502792,300.0,850000000.0
