property_type,place_with_parent_names,lat-lon,area_m2,price_usd
house,|Colombia|Bogotá D.C|Rafael Uribe Uribe|,"4.575,-74.097",115.0,197527.02
house,|Colombia|Antioquia|Medellín|Castilla|,,160.0,266745.9
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.015,-74.816",143.0,108048.97
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.016,-74.818",93.0,111425.5
house,|Colombia|Atlántico|Barranquilla|,"10.988,-74.815",96.0,91166.32
house,|Colombia|Cundinamarca|Cajicá|,"4.896,-74.033",240.0,253239.78
house,|Colombia|Bogotá D.C|Chapinero|,"4.641,-74.058",73.0,140126.01
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.004,-74.807",120.0,161398.15
house,|Colombia|Valle del Cauca|Cali|,"3.473,-76.526",120.0,67530.6
house,|Colombia|Valle del Cauca|Cali|,"3.438,-76.542",350.0,135061.21
house,|Colombia|Bogotá D.C|Usaquén|,"4.689,-74.046",160.0,320770.38
house,|Colombia|Cundinamarca|Chía|,"4.859,-74.028",277.0,219474.47
apartment,|Colombia|Santander|Bucaramanga|,"8.78833,-76.03556",84.0,123918.66
house,|Colombia|Atlántico|Barranquilla|,"11.002,-74.811",160.0,165449.99
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.011,-74.812",233.0,253239.78
house,|Colombia|Bogotá D.C|Suba|,"4.734,-74.093",284.0,182332.64
house,|Colombia|Bogotá D.C|Suba|,"4.653,-74.052",137.0,263369.37
house,|Colombia|Atlántico|Barranquilla|,"10.928,-74.822",300.0,118178.56
house,|Colombia|Bogotá D.C|Suba|,"4.655,-74.051",149.0,246486.72
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.029",113.0,195838.76
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",92.0,111425.5
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.035",118.0,229604.06
house,|Colombia|Cundinamarca|Tocaima|,"4.457,-74.634",330.0,104672.44
house,|Colombia|Bogotá D.C|Suba|,"4.73,-74.106",76.0,84413.26
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.683,-74.056",104.0,158696.92
house,|Colombia|Bogotá D.C|Chapinero|,"4.738,-74.056",89.0,126619.89
house,|Colombia|Bogotá D.C|Usaquén|,"4.687,-74.053",81.0,162073.45
apartment,|Colombia|Bogotá D.C|,,145.0,162073.45
house,|Colombia|Atlántico|Puerto Colombia|,"11.009,-74.945",69.0,67530.6
house,|Colombia|Cundinamarca|La Calera|,"4.721,-73.969",106.0,151943.86
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",240.0,303887.73
house,|Colombia|Bogotá D.C|Kennedy|,"4.649,-74.164",69.0,77660.19
house,|Colombia|Bogotá D.C|Usaquén|,"4.711,-74.026",193.0,391677.52
apartment,|Colombia|Bogotá D.C|,,115.0,202591.82
house,|Colombia|Cundinamarca|Chía|,"4.89,-74.042",274.0,455831.6
house,|Colombia|Valle del Cauca|Cali|,"3.431,-76.55",110.0,111425.5
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.054",125.0,239733.65
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.014,-74.814",110.0,111425.5
house,|Colombia|Bogotá D.C|Suba|,"4.731,-74.102",210.0,84413.26
house,|Colombia|Bogotá D.C|Suba|,"4.707,-74.061",212.0,286329.77
house,|Colombia|Bogotá D.C|Usaquén|,"4.727,-74.025",85.0,189085.7
house,|Colombia|Bogotá D.C|Usaquén|,"4.696,-74.036",89.0,114802.03
house,|Colombia|Valle del Cauca|,,133.0,135061.21
house,|Colombia|Valle del Cauca|Cali|,"3.428,-76.535",410.0,135061.21
house,|Colombia|Bogotá D.C|Usaquén|,"4.7,-74.037",200.0,270122.43
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.046",84.0,158663.16
house,|Colombia|Cundinamarca|Chía|,"4.849,-74.06",198.0,148567.33
house,|Colombia|Cundinamarca|Fusagasugá|,"4.345,-74.362",300.0,168826.52
house,|Colombia|Bolívar|Cartagena|,"10.402,-75.555",167.0,219474.47
house,|Colombia|Cundinamarca|Cota|,"4.792,-74.139",200.0,219474.47
house,|Colombia|Bogotá D.C|Usaquén|,"4.73,-74.033",80.0,117840.91
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.815",83.0,113789.07
house,|Colombia|Atlántico|Barranquilla|,"11.008,-74.811",330.0,398430.58
apartment,|Colombia|Bogotá D.C|,,129.0,302874.77
house,|Colombia|Bolívar|Cartagena|,"10.391,-75.499",174.0,151943.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.697,-74.037",155.0,243110.18
apartment,|Colombia|Cundinamarca|,,170.0,287005.08
house,|Colombia|Bogotá D.C|Suba|,"4.75,-74.102",160.0,270122.43
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",127.0,111425.5
house,|Colombia|Cundinamarca|Chía|,"4.868,-74.035",112.0,148567.33
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.661,-74.078",83.0,123243.36
house,|Colombia|Bogotá D.C|Usaquén|,"4.713,-74.033",107.0,202591.82
house,|Colombia|Bogotá D.C|Suba|,"4.777,-74.049",295.0,405183.64
house,|Colombia|Atlántico|Barranquilla|,"10.998,-74.804",400.0,401807.11
house,|Colombia|Bogotá D.C|Suba|,"4.727,-74.064",272.0,320770.38
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.029",119.0,162073.45
house,|Colombia|Atlántico|Barranquilla|,"10.9933868,-74.8053829",114.0,89143.36
house,|Colombia|Bolívar|Cartagena|,"10.392,-75.518",84.0,75971.93
house,|Colombia|Bogotá D.C|Usaquén|,"4.7,-74.051",78.0,194488.15
house,|Colombia|Bogotá D.C|Usaquén|,"4.725,-74.031",182.0,136749.48
apartment,|Colombia|Bogotá D.C|,"4.7109886,-74.072092",90.0,96000.54
house,|Colombia|Atlántico|Barranquilla|,"10.996,-74.807",125.0,87789.79
house,|Colombia|Bogotá D.C|Suba|,"4.718,-74.074",123.0,144177.84
house,|Colombia|Bogotá D.C|Usaquén|,"4.697,-74.047",71.0,145190.8
house,|Colombia|Atlántico|Barranquilla|,"11.002,-74.826",193.0,237144.53
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.682,-74.062",100.0,207724.15
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.014,-74.822",291.0,324146.91
apartment,|Colombia|Bogotá D.C|Suba|,"4.731869,-74.056131",75.0,79348.46
house,|Colombia|Boyacá|,,264.0,200903.55
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",90.0,87789.79
house,|Colombia|Bogotá D.C|Suba|,"4.741,-74.069",196.0,320770.38
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",208.0,350770.86
house,|Colombia|Cundinamarca|Chía|,"4.86,-74.056",113.0,117503.25
house,|Colombia|Atlántico|Barranquilla|,"11.023,-74.869",142.0,148639.84
house,|Colombia|Bogotá D.C|Suba|,"4.716,-74.075",202.0,287005.08
house,|Colombia|Bogotá D.C|Usaquén|,"4.717,-74.036",113.0,168826.52
house,|Colombia|Bogotá D.C|Chapinero|,"4.677,-74.043",91.0,214409.68
house,|Colombia|Atlántico|Barranquilla|,"10.99,-74.823",97.0,74283.66
house,|Colombia|Atlántico|Barranquilla|,"10.991,-74.82",114.0,111425.5
house,|Colombia|Atlántico|Barranquilla|,"11.003,-74.834",113.0,104672.44
house,|Colombia|Bogotá D.C|Usaquén|,"4.694,-74.047",182.0,300511.2
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.043",112.0,287086.16
house,|Colombia|Bogotá D.C|Suba|,"4.707,-74.087",184.0,290381.61
apartment,|Colombia|Magdalena|Santa Marta|,,86.0,63141.11
house,|Colombia|Bogotá D.C|Usaquén|,"4.702,-74.046",156.0,303887.73
house,|Colombia|Antioquia|Medellín|,"6.275,-75.585",70.0,63816.42
house,|Colombia|Antioquia|,"6.1218227112,-75.4272794724",400.0,422066.3
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",330.0,202591.82
house,|Colombia|Bogotá D.C|Usaquén|,"4.726,-74.035",143.0,168826.52
house,|Colombia|Cundinamarca|Chía|,"4.86,-74.064",246.0,270122.43
house,|Colombia|Bogotá D.C|Antonio Nariño|,"4.587,-74.088",396.0,320770.38
house,|Colombia|Bogotá D.C|Kennedy|,"4.62,-74.129",102.0,84413.26
house,|Colombia|Bogotá D.C|Suba|,"4.753,-74.098",75.0,92854.58
house,|Colombia|Valle del Cauca|Cali|,"3.382,-76.523",380.0,151943.86
house,|Colombia|Cundinamarca|Cajicá|,"4.918,-74.025",84.0,101295.91
house,|Colombia|Bogotá D.C|Usaquén|,"4.726,-74.033",86.0,162073.45
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.016,-74.821",250.0,253239.78
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.031",124.0,222851.0
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.047",117.0,121555.09
house,|Colombia|Valle del Cauca|Cali|,"3.399,-76.534",250.0,121555.09
house,|Colombia|Atlántico|Barranquilla|,"10.991,-74.817",137.0,128308.15
house,|Colombia|Bolívar|Cartagena|,"10.389,-75.509",92.0,94542.85
house,|Colombia|Bogotá D.C|Usaquén|,"4.68,-74.052",122.0,226227.53
apartment,|Colombia|Magdalena|Santa Marta|,,136.0,253239.78
house,|Colombia|Bolívar|Cartagena|,"10.417,-75.532",95.0,108048.97
house,|Colombia|Bogotá D.C|Usaquén|,"4.713,-74.032",109.0,209344.88
house,|Colombia|Bogotá D.C|Usaquén|,"4.714,-74.029",195.0,317393.85
house,|Colombia|Bogotá D.C|Kennedy|,"4.613,-74.162",150.0,151943.86
house,|Colombia|Cundinamarca|Chía|,"4.891,-74.041",168.0,151268.56
house,|Colombia|Tolima|Melgar|,"4.201,-74.662",400.0,158696.92
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.823",125.0,118178.56
house,|Colombia|Valle del Cauca|Cali|,"3.457,-76.522",400.0,270122.43
house,|Colombia|Bogotá D.C|Suba|,"4.712,-74.068",200.0,229604.06
house,|Colombia|Valle del Cauca|Cali|,"3.466,-76.532",430.0,243110.18
house,|Colombia|Bogotá D.C|Chapinero|,"4.663,-74.055",210.0,506479.56
house,|Colombia|Atlántico|Barranquilla|,"11.023,-74.869",128.0,132516.83
house,|Colombia|Bogotá D.C|Usaquén|,"4.731,-74.04",106.0,151943.86
house,|Colombia|Atlántico|Barranquilla|,"11.006,-74.815",182.0,261399.74
house,|Colombia|Bogotá D.C|Suba|,"4.726,-74.075",205.0,330899.98
house,|Colombia|Cundinamarca|Subachoque|,"4.928,-74.135",236.0,253239.78
house,|Colombia|Bogotá D.C|Rafael Uribe Uribe|,"4.586,-74.12",200.0,162073.45
house,|Colombia|Bogotá D.C|Fontibón|,"4.735,-74.05",120.0,99607.64
house,|Colombia|Bogotá D.C|Chapinero|,"4.674,-74.049",104.0,263369.37
house,|Colombia|Bogotá D.C|Usaquén|,"4.692,-74.051",127.0,278563.75
house,|Colombia|Bolívar|Cartagena|,"10.39,-75.477",144.0,162073.45
house,|Colombia|Tolima|Melgar|,"4.205,-74.652",155.0,78335.5
house,|Colombia|Atlántico|Barranquilla|,"11.009,-74.813",197.0,291979.38
house,|Colombia|Bogotá D.C|Usaquén|,"4.686,-74.044",157.0,202591.82
house,|Colombia|Bogotá D.C|Usaquén|,"4.714,-74.077",144.0,334276.51
house,|Colombia|Bogotá D.C|Suba|,"4.731,-74.071",236.0,253239.78
house,|Colombia|Bogotá D.C|Suba|,"4.732,-74.076",200.0,337653.04
house,|Colombia|Atlántico|Barranquilla|,"11.007,-74.804",125.0,163761.72
house,|Colombia|Bogotá D.C|Suba|,"4.756,-74.07",138.0,162073.45
house,|Colombia|Bogotá D.C|Suba|,"4.657,-74.054",174.0,300511.2
house,|Colombia|Atlántico|Barranquilla|,"11.002,-74.832",127.0,124931.62
house,|Colombia|Atlántico|Barranquilla|,"11.008,-74.819",150.0,145190.8
apartment,|Colombia|Cundinamarca|,,129.0,411430.92
house,|Colombia|Atlántico|Puerto Colombia|,"11.001,-74.951",333.0,449078.54
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.831",64.0,284943.52
house,|Colombia|Cundinamarca|Chía|,"4.872,-74.042",250.0,287005.08
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",90.0,67530.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.718,-74.027",170.0,354535.69
house,|Colombia|Antioquia|Medellín|,"6.246,-75.606",179.0,145190.8
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.052",190.0,371418.34
house,|Colombia|Bolívar|Turbaco|,,230.0,229604.06
house,|Colombia|Valle del Cauca|Cali|,"3.429,-76.466",198.0,165449.99
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.017,-74.824",390.0,438948.95
house,|Colombia|Bogotá D.C|Usaquén|,"4.712,-74.047",103.0,148567.33
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.666,-74.077",189.0,151943.86
house,|Colombia|Atlántico|Barranquilla|,"10.991,-74.819",144.0,141814.27
house,|Colombia|Antioquia|Medellín|Laureles|,"6.243,-75.596",271.0,135061.21
house,|Colombia|Bogotá D.C|Puente Aranda|,"4.635,-74.111",70.0,79348.46
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.693,-74.053",108.0,243110.18
house,|Colombia|Atlántico|Barranquilla|,"10.932,-74.784",99.0,104399.61
house,|Colombia|Cundinamarca|Fusagasugá|,"4.345,-74.362",132.0,81036.72
house,|Colombia|Bogotá D.C|Usaquén|,"4.685,-74.05",170.0,320770.38
house,|Colombia|Bogotá D.C|Usaquén|,"4.707,-74.041",175.0,276875.49
house,|Colombia|Cundinamarca|Chía|,"4.867,-74.064",146.0,148567.33
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.634,-74.099",98.0,165449.99
house,|Colombia|Bogotá D.C|Suba|,"4.718,-74.071",110.0,151943.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.697,-74.037",127.0,290908.35
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.68,-74.053",129.0,506479.56
house,|Colombia|Boyacá|Tibaná|,,64.0,73608.36
house,|Colombia|Cundinamarca|Chía|,"4.892,-74.041",285.0,371418.34
house,|Colombia|Valle del Cauca|Cali|,"3.436,-76.539",229.0,521107.78
house,|Colombia|Atlántico|Barranquilla|,"11.019,-74.822",112.0,141814.27
house,|Colombia|Atlántico|Barranquilla|,"10.993,-74.814",103.0,96231.11
house,|Colombia|Valle del Cauca|Jamundí|,"3.262,-76.541",113.0,101295.91
house,|Colombia|Bogotá D.C|Suba|,"4.725,-74.075",204.0,310640.79
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.014,-74.817",165.0,195838.76
house,|Colombia|Atlántico|Puerto Colombia|,"11.001,-74.951",120.0,124931.62
house,|Colombia|Bogotá D.C|Usaquén|,"4.733,-74.029",106.0,162073.45
house,|Colombia|Bogotá D.C|Kennedy|,"4.63,-74.139",165.0,229604.06
house,|Colombia|Bogotá D.C|Usaquén|,"4.718,-74.027",160.0,312329.06
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.682,-74.051",141.0,266745.9
house,|Colombia|Bogotá D.C|Usaquén|,"4.689,-74.038",105.0,158696.92
house,|Colombia|Bogotá D.C|Usaquén|,"4.763,-74.043",105.0,135061.21
house,|Colombia|Valle del Cauca|Cali|,"3.457,-76.522",110.0,101295.91
house,|Colombia|Bogotá D.C|Suba|,"4.725,-74.063",195.0,287005.08
house,|Colombia|Bogotá D.C|Usaquén|,"4.686,-74.032",161.0,489596.9
house,|Colombia|Atlántico|Barranquilla|,"10.996,-74.817",94.0,96231.11
house,|Colombia|Cundinamarca|Chía|,"4.868,-74.043",174.0,202591.82
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.017,-74.817",191.0,225224.7
house,|Colombia|Cundinamarca|Soacha|,"4.585,-74.21",239.0,74249.9
house,|Colombia|Atlántico|Barranquilla|,"11.001,-74.809",175.0,135061.21
house,|Colombia|Bogotá D.C|Usaquén|,"4.699,-74.035",345.0,438948.95
house,|Colombia|Atlántico|Barranquilla|,"10.987,-74.814",84.0,89478.05
house,|Colombia|Bogotá D.C|Rafael Uribe Uribe|,"4.58,-74.111",209.0,175579.58
house,|Colombia|Caldas|Manizales|,"5.042,-75.516",70.0,79348.46
house,|Colombia|Bogotá D.C|Chapinero|,"4.652,-74.052",177.0,459208.13
house,|Colombia|Bogotá D.C|Fontibón|,"4.672,-74.148",274.0,138437.74
house,|Colombia|Bogotá D.C|Fontibón|,"4.706,-74.098",69.0,86101.52
house,|Colombia|Caldas|Manizales|,"5.067,-75.518",165.0,118178.56
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.701,-74.052",120.0,246486.72
house,|Colombia|Valle del Cauca|Tuluá|,"4.071,-76.201",300.0,84413.26
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.041",170.0,303887.73
house,|Colombia|Cundinamarca|Yacopí|,"5.467,-74.334",360.0,540244.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.721,-74.042",90.0,114802.03
apartment,|Colombia|Cundinamarca|,"4.6511622913,-74.0502379591",160.0,390859.37
house,|Colombia|Atlántico|Barranquilla|,"10.987,-74.79",94.0,92044.21
house,|Colombia|Bogotá D.C|Suba|,"4.685,-74.071",296.0,371418.34
house,|Colombia|Magdalena|Santa Ana|,,136.0,153632.13
house,|Colombia|Cundinamarca|La Calera|,"4.737,-73.953",315.0,438948.95
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",182.0,287005.08
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.055",74.0,202591.82
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.042",82.0,182332.64
house,|Colombia|Valle del Cauca|Cali|,"3.456,-76.538",147.0,172203.05
house,|Colombia|Bogotá D.C|Usaquén|,"4.702,-74.053",172.0,379014.35
house,|Colombia|Cundinamarca|Cajicá|,"4.898,-74.038",287.0,438948.95
house,|Colombia|Bogotá D.C|Chapinero|,"4.678,-74.04",165.0,574010.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.702,-74.029",180.0,300511.2
house,|Colombia|Atlántico|Barranquilla|,"10.962,-74.78",320.0,216097.94
house,|Colombia|Cundinamarca|Cota|,"4.801,-74.109",360.0,425442.83
house,|Colombia|Atlántico|Barranquilla|,"11.019,-74.808",142.0,77660.19
house,|Colombia|Cundinamarca|Chía|,"4.865,-74.051",171.0,185709.17
house,|Colombia|Bogotá D.C|Chapinero|,"4.655,-74.052",81.0,287005.08
house,|Colombia|Atlántico|Barranquilla|,"10.964,-74.797",85.0,148891.48
house,|Colombia|Cundinamarca|Cajicá|,"4.897,-74.036",215.0,276875.49
house,|Colombia|Cundinamarca|Subachoque|,"4.912,-74.179",300.0,574010.17
house,|Colombia|Valle del Cauca|Cali|,"3.445,-76.514",300.0,111425.5
house,|Colombia|Bogotá D.C|Usaquén|,"4.685,-74.046",120.0,229604.06
house,|Colombia|Bogotá D.C|Usaquén|,"4.699,-74.041",89.0,222851.0
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.042",363.0,574010.17
house,|Colombia|Bogotá D.C|Suba|,"4.724,-74.063",122.0,155320.39
house,|Colombia|Atlántico|Barranquilla|,,69.0,121783.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.727,-74.035",76.0,118178.56
apartment,|Colombia|Bogotá D.C|,,80.0,84413.26
house,|Colombia|Cundinamarca|Silvania|,"4.392,-74.387",200.0,151943.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.696,-74.039",182.0,212721.41
house,|Colombia|Bogotá D.C|Usaquén|,"4.677,-74.043",125.0,334276.51
house,|Colombia|Bogotá D.C|Santa Fe|,"4.619,-74.068",214.0,550374.45
house,|Colombia|Bogotá D.C|Usaquén|,"4.687,-74.044",137.0,219474.47
house,|Colombia|Bogotá D.C|Usaquén|,"4.696,-74.04",165.0,185709.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.682,-74.05",130.0,303096.95
house,|Colombia|Valle del Cauca|Cali|,"3.414,-76.533",417.0,178956.11
house,|Colombia|Valle del Cauca|Cali|,"3.414,-76.532",280.0,74283.66
house,|Colombia|Bogotá D.C|Usaquén|,"4.687,-74.05",134.0,330899.98
house,|Colombia|Bogotá D.C|Usaquén|,"4.68,-74.055",107.0,287005.08
house,|Colombia|Valle del Cauca|Cali|,"3.477,-76.526",73.0,111425.5
house,|Colombia|Bogotá D.C|Usaquén|,"4.699,-74.054",98.0,162073.45
house,|Colombia|Atlántico|Barranquilla|,"11.012,-74.824",228.0,219474.47
house,|Colombia|Cundinamarca|Anapoima|,"4.549,-74.535",400.0,270122.43
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.682,-74.05",250.0,270122.43
house,|Colombia|Bogotá D.C|Suba|,"4.695,-74.082",104.0,145190.8
house,|Colombia|Atlántico|Barranquilla|,"11.007,-74.819",98.0,105933.91
house,|Colombia|Bogotá D.C|Usaquén|,"4.689,-74.052",128.0,200903.55
house,|Colombia|Bogotá D.C|Kennedy|,"4.641,-74.153",70.0,111425.5
house,|Colombia|Cundinamarca|Cajicá|,"4.897,-74.036",200.0,287005.08
apartment,|Colombia|Bogotá D.C|Usaquén|,"4.707775,-74.032015",87.0,135061.21
house,|Colombia|Atlántico|Puerto Colombia|,"11.01,-74.815",350.0,438948.95
house,|Colombia|Valle del Cauca|Cali|,"3.427,-76.569",420.0,219474.47
apartment,|Colombia|Cundinamarca|,"4.7027612051,-74.0336942855",75.0,154286.59
house,|Colombia|Bogotá D.C|Usaquén|,"4.734,-74.034",112.0,141814.27
house,|Colombia|Caldas|Manizales|,"5.05,-75.485",103.0,65842.34
house,|Colombia|Atlántico|Barranquilla|,"11.0,-74.835",224.0,320770.38
house,|Colombia|Atlántico|Barranquilla|,"11.011,-74.824",400.0,422066.3
apartment,|Colombia|Magdalena|Santa Marta|,,100.0,100620.6
house,|Colombia|Cundinamarca|Cota|,"4.808,-74.091",111.0,192462.23
house,|Colombia|Atlántico|Barranquilla|,"11.015,-74.822",134.0,178280.8
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.675,-74.085",103.0,108048.97
apartment,|Colombia|Cundinamarca|,"4.6882391159,-74.0468386102",90.0,212572.64
apartment,|Colombia|Cundinamarca|,,102.0,198858.27
house,|Colombia|Bogotá D.C|Suba|,"4.71,-74.072",380.0,455831.6
house,|Colombia|Bogotá D.C|Suba|,"4.729,-74.074",237.0,371418.34
house,|Colombia|Cundinamarca|Mosquera|,"4.706035,-74.230101",205.0,102857.73
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.807",360.0,199215.29
house,|Colombia|Cundinamarca|Fusagasugá|,"4.345,-74.362",299.0,253239.78
house,|Colombia|Valle del Cauca|Cali|,"3.413,-76.529",77.0,74283.66
apartment,|Colombia|Cundinamarca|,"4.6811489586,-74.0554502319",122.0,181715.32
house,|Colombia|Cundinamarca|Ricaurte|,"4.342,-74.803",120.0,74283.66
house,|Colombia|Atlántico|Barranquilla|,"10.996,-74.809",75.0,73186.29
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.815",83.0,112100.8
house,|Colombia|Cundinamarca|Girardot|,"4.305,-74.803",115.0,64154.07
house,|Colombia|Boyacá|Paipa|,"5.784,-73.116",106.0,94205.19
house,|Colombia|Bogotá D.C|Chapinero|,"4.617,-74.061",126.0,195838.76
house,|Colombia|Atlántico|Barranquilla|,"11.019,-74.819",164.0,204350.65
house,|Colombia|Bogotá D.C|Usaquén|,"4.691,-74.054",180.0,371418.34
house,|Colombia|Quindío|,"4.405,-75.729",364.0,121555.09
house,|Colombia|Bogotá D.C|Suba|,"4.734,-74.051",115.0,114126.72
house,|Colombia|Atlántico|Barranquilla|,"10.964,-74.797",118.0,148289.61
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.05",73.0,114802.03
house,|Colombia|Bogotá D.C|Suba|,"4.692,-74.079",79.0,143502.54
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.015,-74.82",175.0,126619.89
house,|Colombia|Bogotá D.C|Bosa|,"4.607,-74.208",400.0,121555.09
house,|Colombia|Bogotá D.C|Suba|,"4.692,-74.079",110.0,182332.64
house,|Colombia|Bogotá D.C|Suba|,"4.736,-74.084",240.0,501414.76
house,|Colombia|Cundinamarca|Cajicá|,"4.913,-74.034",190.0,232980.59
house,|Colombia|Cundinamarca|La Calera|,"4.721,-73.969",253.0,405183.64
house,|Colombia|Cundinamarca|Mosquera|,"4.708,-74.218",80.0,84413.26
house,|Colombia|Bogotá D.C|Usaquén|,"4.738,-74.056",215.0,219474.47
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",138.0,192462.23
house,|Colombia|Bolívar|Cartagena|,"10.391,-75.479",147.0,212721.41
house,|Colombia|Bogotá D.C|Suba|,"4.733,-74.071",261.0,455831.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.034",100.0,200903.55
house,|Colombia|Bogotá D.C|Usaquén|,"4.689,-74.055",134.0,280252.02
house,|Colombia|Bogotá D.C|Engativa|,"4.699,-74.119",135.0,119866.82
house,|Colombia|Atlántico|Barranquilla|,"10.992,-74.826",117.0,162073.45
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",112.0,94542.85
house,|Colombia|Bogotá D.C|Usaquén|,"4.689,-74.054",99.0,263369.37
house,|Colombia|Boyacá|Villa de Leyva|,"5.628,-73.53",319.0,251551.51
house,|Colombia|Atlántico|Barranquilla|,"10.997,-74.824",100.0,74283.66
house,|Colombia|Bogotá D.C|Usaquén|,"4.727,-74.024",170.0,298608.19
house,|Colombia|Bogotá D.C|Chapinero|,"4.663,-74.055",106.0,151943.86
house,|Colombia|Bolívar|Cartagena|,"10.433,-75.54",106.0,185709.17
house,|Colombia|Atlántico|Puerto Colombia|,"11.022,-74.863",128.0,155320.39
house,|Colombia|Atlántico|Juan de Acosta|,"10.799,-74.921",184.0,198539.98
house,|Colombia|Bogotá D.C|Usaquén|,"4.683,-74.044",192.0,300511.2
house,|Colombia|Bogotá D.C|Usaquén|,"4.726,-74.023",240.0,455831.6
house,|Colombia|Cundinamarca|Chía|,"4.867,-74.06",214.0,212721.41
house,|Colombia|Bogotá D.C|Usaquén|,"4.746,-74.025",87.0,131684.68
house,|Colombia|Atlántico|Barranquilla|,"11.011,-74.823",185.0,262781.85
house,|Colombia|Valle del Cauca|Cali|,"3.351,-76.543",260.0,303887.73
house,|Colombia|Bogotá D.C|Fontibón|,"4.651,-74.111",90.0,165449.99
house,|Colombia|Bogotá D.C|Suba|,"4.713,-74.082",254.0,506479.56
house,|Colombia|Atlántico|Barranquilla|,"11.011,-74.834",190.0,209344.88
house,|Colombia|Antioquia|Medellín|Castilla|,,67.0,92010.45
house,|Colombia|Bogotá D.C|Suba|,"4.678,-74.103",87.0,114802.03
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.03",132.0,195838.76
house,|Colombia|Bogotá D.C|Usaquén|,"4.723,-74.04",124.0,194150.49
house,|Colombia|Cundinamarca|Chía|,"4.828,-74.099",190.0,405183.64
house,|Colombia|Cundinamarca|Cajicá|,"4.918,-74.025",150.0,131684.68
house,|Colombia|Bogotá D.C|Usaquén|,"4.689,-74.052",240.0,506479.56
house,|Colombia|Bogotá D.C|Chapinero|,"4.679,-74.042",169.0,263369.37
house,|Colombia|Valle del Cauca|Cali|,"3.348,-76.537",380.0,438948.95
house,|Colombia|Bogotá D.C|Suba|,"4.737,-74.058",87.0,111425.5
house,|Colombia|Bogotá D.C|Suba|,"4.751,-74.117",69.0,135061.21
