property_type,place_with_parent_names,lat-lon,area_m2,price_usd
house,|Colombia|Bogotá D.C|Usaquén|,"4.687,-74.046",119.0,316870.76
house,|Colombia|Cundinamarca|Nilo|,"4.313,-74.615",239.0,253239.78
house,|Colombia|Bogotá D.C|Usaquén|,"4.716,-74.048",158.0,364665.28
house,|Colombia|Bogotá D.C|Suba|,"4.728,-74.075",250.0,371418.34
house,|Colombia|Valle del Cauca|Cali|,"3.373,-76.541",278.0,570633.63
apartment,|Colombia|Bogotá D.C|,,70.0,88675.45
apartment,|Colombia|Magdalena|Santa Marta|,,195.0,163761.72
house,|Colombia|Atlántico|Barranquilla|,"11.008,-74.811",285.0,287005.08
house,|Colombia|Bogotá D.C|Chapinero|,"4.661,-74.046",197.0,422066.3
house,|Colombia|Antioquia|Medellín|,"6.253,-75.565",108.0,84413.26
house,|Colombia|Atlántico|Barranquilla|,"11.001,-74.809",138.0,192462.24
house,|Colombia|Atlántico|Barranquilla|,"11.012,-74.808",88.0,91535.44
house,|Colombia|Atlántico|Barranquilla|,"10.99,-74.81",168.0,129996.42
house,|Colombia|Bogotá D.C|Usaquén|,"4.701,-74.032",315.0,464272.93
house,|Colombia|Valle del Cauca|Cali|,"3.488,-76.526",155.0,92854.58
house,|Colombia|Atlántico|Tubará|,"10.902,-75.042",300.0,287005.08
house,|Colombia|Atlántico|Puerto Colombia|,"11.001,-74.951",85.0,73616.8
house,|Colombia|Bogotá D.C|Usaquén|,"4.718,-74.043",90.0,140126.01
house,|Colombia|Bolívar|Cartagena|,"10.522,-75.493",200.0,337653.04
house,|Colombia|Caldas|Manizales|,"5.07,-75.514",80.0,67868.26
house,|Colombia|Atlántico|Barranquilla|,"11.005,-74.811",136.0,128308.15
house,|Colombia|Bogotá D.C|Fontibón|,"4.681,-74.15",86.0,178956.11
house,|Colombia|Bogotá D.C|Suba|,"4.746,-74.069",113.0,151943.86
house,|Colombia|Valle del Cauca|Calima|,"3.939,-76.469",266.0,330899.98
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.81",216.0,216097.94
house,|Colombia|Cundinamarca|Cota|,"4.789,-74.124",254.0,438948.95
house,|Colombia|Valle del Cauca|Cali|,"3.406,-76.509",77.0,62465.81
house,|Colombia|Valle del Cauca|Jamundí|,"3.284,-76.524",109.0,87789.79
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.816",74.0,105347.74
house,|Colombia|Bogotá D.C|Usaquén|,"4.726,-74.033",67.0,118178.56
house,|Colombia|Atlántico|Puerto Colombia|,"11.001,-74.951",200.0,94542.85
house,|Colombia|Bogotá D.C|Puente Aranda|,"4.606,-74.115",165.0,219474.47
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.823",133.0,158955.4
house,|Colombia|Atlántico|Barranquilla|,"10.996,-74.81",350.0,168826.52
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.643,-74.07",430.0,222513.35
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.834",200.0,216097.94
house,|Colombia|Atlántico|Barranquilla|,"11.002,-74.832",147.0,128308.15
house,|Colombia|Bogotá D.C|Usaquén|,"4.727,-74.048",135.0,150255.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.724,-74.037",82.0,110750.19
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.041",72.0,192462.23
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",297.0,220825.08
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.017,-74.818",116.0,97919.38
house,|Colombia|Bogotá D.C|Usaquén|,"4.715,-74.03",113.0,167138.25
house,|Colombia|Atlántico|Barranquilla|,"11.009,-74.835",122.0,165449.99
house,|Colombia|Magdalena|Santa Marta|,"11.233,-74.207",78.0,178956.11
house,|Colombia|Atlántico|Barranquilla|,"11.008,-74.829",310.0,371418.34
house,|Colombia|Bogotá D.C|Usaquén|,"4.695,-74.05",116.0,320770.38
house,|Colombia|Antioquia|Medellín|,,189.0,303350.86
house,|Colombia|Atlántico|Barranquilla|,"11.003,-74.83",90.0,91166.32
house,|Colombia|Valle del Cauca|Cali|,"3.339,-76.548",224.0,97919.38
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.811",87.0,84413.26
house,|Colombia|Bogotá D.C|Usaquén|,"4.753,-74.031",70.0,70907.13
house,|Colombia|Bogotá D.C|Usaquén|,"4.705,-74.027",110.0,212721.41
house,|Colombia|Bogotá D.C|Usaquén|,"4.69,-74.055",209.0,506479.56
house,|Colombia|Bogotá D.C|Usaquén|,"4.716,-74.035",115.0,185709.17
house,|Colombia|Bolívar|Cartagena|,"10.395,-75.52",275.0,202591.82
house,|Colombia|Bogotá D.C|Chapinero|,"4.692,-74.05",110.0,167138.25
house,|Colombia|Bogotá D.C|Tunjuelito|,"4.605,-74.081",332.0,165449.99
house,|Colombia|Cundinamarca|Chía|,"4.863,-74.054",240.0,138437.74
house,|Colombia|Bogotá D.C|Usaquén|,"4.681,-74.055",179.0,465961.19
house,|Colombia|Valle del Cauca|Cali|,"3.414,-76.532",230.0,91166.32
house,|Colombia|Bogotá D.C|Suba|,"4.704,-74.059",81.0,151943.86
house,|Colombia|Atlántico|Barranquilla|,"11.008,-74.805",110.0,101295.91
house,|Colombia|Cundinamarca|Chía|,"4.873,-74.054",289.0,300511.2
house,|Colombia|Atlántico|Barranquilla|,"11.015,-74.812",93.0,105962.27
house,|Colombia|Magdalena|Santa Marta|,"11.162,-74.228",85.0,165449.99
house,|Colombia|Bogotá D.C|Suba|,"4.759,-74.046",95.0,113113.76
house,|Colombia|Antioquia|Envigado|,"6.173,-75.568",259.0,253206.01
house,|Colombia|Cundinamarca|Cota|,"4.809,-74.103",207.0,384924.46
house,|Colombia|Bogotá D.C|Suba|,"4.736,-74.074",152.0,229941.72
house,|Colombia|Bogotá D.C|Suba|,"4.704,-74.06",208.0,242603.71
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.819",144.0,186588.21
house,|Colombia|Bogotá D.C|Suba|,"4.715,-74.082",169.0,287005.08
house,|Colombia|Bogotá D.C|Suba|,"4.695,-74.064",70.0,155320.39
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.041",202.0,371418.34
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.683,-74.055",110.0,276875.49
house,|Colombia|Atlántico|Barranquilla|,"11.007,-74.807",256.0,465961.19
house,|Colombia|Bogotá D.C|Usaquén|,"4.692,-74.053",128.0,280252.02
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.645,-74.075",230.0,262356.41
house,|Colombia|Bogotá D.C|Usaquén|,"4.704,-74.045",102.0,128308.15
house,|Colombia|Atlántico|Barranquilla|,"11.001,-74.811",127.0,104672.44
house,|Colombia|Bogotá D.C|La Candelaria|,"4.646,-74.054",149.0,528427.0
house,|Colombia|Bogotá D.C|Chapinero|,"4.674,-74.056",130.0,320770.38
house,|Colombia|Caldas|Manizales|,"5.07,-75.514",90.0,70907.13
house,|Colombia|Bogotá D.C|Usaquén|,"4.678,-74.056",250.0,371418.34
house,|Colombia|Bogotá D.C|Usaquén|,"4.699,-74.037",288.0,337653.04
house,|Colombia|Bogotá D.C|Chapinero|,"4.668,-74.058",138.0,303550.08
house,|Colombia|Atlántico|Barranquilla|,"10.987,-74.79",93.0,91065.02
house,|Colombia|Bogotá D.C|Chapinero|,"4.673,-74.053",115.0,426187.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.046",190.0,320770.38
house,|Colombia|Bogotá D.C|Usaquén|,"4.756,-74.038",76.0,109737.23
house,|Colombia|Atlántico|Barranquilla|,"11.005,-74.808",400.0,371418.34
house,|Colombia|Cundinamarca|Chía|,"4.85,-74.05",289.0,256616.31
house,|Colombia|Bogotá D.C|Usaquén|,"4.702,-74.033",95.0,253239.78
house,|Colombia|Bogotá D.C|Suba|,"4.725,-74.06",228.0,319082.12
house,|Colombia|Valle del Cauca|Cali|,"3.49,-76.521",198.0,108048.97
house,|Colombia|Bogotá D.C|La Candelaria|,"4.648,-74.053",183.0,455831.6
house,|Colombia|Antioquia|La Ceja|,"6.030587,-75.431748",292.0,302199.47
house,|Colombia|Cundinamarca|Zipaquirá|,"5.025,-74.004",133.0,128308.15
house,|Colombia|Atlántico|Barranquilla|,"11.006,-74.81",340.0,422066.3
house,|Colombia|Bogotá D.C|Usaquén|,"4.719,-74.032",70.0,87114.48
apartment,|Colombia|Cundinamarca|,"4.7434462347,-74.0360128229",75.0,89143.36
house,|Colombia|Bogotá D.C|Suba|,"4.752,-74.063",98.0,104672.44
house,|Colombia|Bogotá D.C|Usaquén|,"4.741,-74.039",348.0,334276.51
house,|Colombia|Bogotá D.C|Usaquén|,"4.717,-74.027",188.0,455831.6
house,|Colombia|Atlántico|Barranquilla|,"11.001,-74.789",101.0,112889.21
house,|Colombia|Bogotá D.C|Usaquén|,"4.702,-74.031",73.0,155320.39
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.025,-74.813",74.0,74283.66
house,|Colombia|Bogotá D.C|Chapinero|,"4.682,-74.057",130.0,185709.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.717,-74.027",186.0,438948.95
house,|Colombia|Bogotá D.C|Chapinero|,"4.678,-74.043",107.0,263369.37
house,|Colombia|Cundinamarca|Chía|,"4.869,-74.05",94.0,106360.7
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.63,-74.106",68.0,79348.46
apartment,|Colombia|Tolima|Ibagué|,,220.0,256616.31
house,|Colombia|Valle del Cauca|Cali|,"3.449,-76.552",238.0,168826.52
house,|Colombia|Valle del Cauca|Dagua|,"3.656,-76.688",156.0,123243.36
house,|Colombia|Atlántico|Barranquilla|,"11.0,-74.82",69.0,71582.44
house,|Colombia|Bogotá D.C|Usaquén|,"4.719,-74.031",207.0,281940.28
house,|Colombia|Atlántico|Barranquilla|,"10.987,-74.797",98.0,74283.66
house,|Colombia|Bogotá D.C|Suba|,"4.658,-74.052",85.0,219474.47
house,|Colombia|Bogotá D.C|Fontibón|,"4.681,-74.149",358.0,270122.43
house,|Colombia|Quindío|La Tebaida|,"4.471,-75.766",350.0,337653.04
house,|Colombia|Quindío|Armenia|,"4.461,-75.667",241.0,185709.17
house,|Colombia|Antioquia|Guarne|,"6.279,-75.438",130.0,77660.19
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",70.0,94542.85
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",106.0,87789.79
house,|Colombia|Atlántico|Barranquilla|,"11.012,-74.819",200.0,151943.86
house,|Colombia|Antioquia|Sabaneta|,"6.15,-75.598",265.0,297134.67
house,|Colombia|Bogotá D.C|Chapinero|,"4.661,-74.047",130.0,263369.37
house,|Colombia|Bogotá D.C|Usaquén|,"4.705,-74.042",189.0,293758.14
house,|Colombia|Magdalena|Santa Ana|,,131.0,283257.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.701,-74.029",151.0,303550.08
house,|Colombia|Antioquia|,"6.11051488,-75.45238495",120.0,175579.58
house,|Colombia|Valle del Cauca|Cali|,"3.371,-76.511",71.0,67530.6
house,|Colombia|Atlántico|Barranquilla|,"10.999,-74.798",114.0,144033.8
house,|Colombia|Cundinamarca|Chía|,"4.882,-74.018",440.0,506479.56
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.662,-74.067",281.0,229604.06
house,|Colombia|Cundinamarca|Sopó|,"4.908732,-73.9410709",220.0,394287.96
house,|Colombia|Bogotá D.C|Suba|,"4.748,-74.064",90.0,131684.68
house,|Colombia|Bogotá D.C|Teusaquillo|,"4.648,-74.108",166.0,378171.4
house,|Colombia|Atlántico|Barranquilla|,"11.009,-74.824",105.0,87789.79
house,|Colombia|Antioquia|Envigado|,"6.169,-75.568",280.0,192462.23
house,|Colombia|Bogotá D.C|Suba|,"4.725,-74.06",174.0,287005.08
house,|Colombia|Atlántico|Barranquilla|,"10.992,-74.83",114.0,118178.56
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.049",76.0,104672.44
house,|Colombia|Bogotá D.C|Suba|,"4.73,-74.072",250.0,303887.73
house,|Colombia|Bogotá D.C|Suba|,"4.711,-74.067",168.0,226227.53
house,|Colombia|Bogotá D.C|Suba|,"4.75,-74.098",68.0,81374.38
house,|Colombia|Atlántico|Barranquilla|,"10.936,-74.804",195.0,87789.79
house,|Colombia|Atlántico|Barranquilla|,"11.015,-74.821",114.0,97919.38
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.682,-74.06",233.0,540244.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.724,-74.049",140.0,172203.05
house,|Colombia|Cundinamarca|Chía|,"4.896,-74.057",230.0,202591.82
house,|Colombia|Quindío|Armenia|,"4.461,-75.667",365.0,253239.78
house,|Colombia|Quindío|Armenia|,"4.461,-75.667",210.0,124931.62
house,|Colombia|Valle del Cauca|Cali|,"3.414,-76.532",200.0,229604.06
house,|Colombia|Bogotá D.C|Chapinero|,"4.654,-74.056",68.0,128308.15
house,|Colombia|Bogotá D.C|Suba|,"4.727,-74.065",75.0,87789.75
house,|Colombia|Atlántico|Barranquilla|,"11.013,-74.828",88.0,118178.56
house,|Colombia|Bogotá D.C|Suba|,"4.706,-74.06",102.0,133372.95
house,|Colombia|Valle del Cauca|Cali|,"3.452,-76.532",135.0,84413.26
house,|Colombia|Bogotá D.C|Usaquén|,"4.683,-74.054",148.0,263369.37
house,|Colombia|Atlántico|Barranquilla|,"11.002,-74.836",296.0,337653.04
house,|Colombia|Magdalena|Santa Marta|,"11.209695,-74.224466",135.0,146879.07
house,|Colombia|Bogotá D.C|Usaquén|,"4.699,-74.039",73.0,131684.68
house,|Colombia|Valle del Cauca|Cali|,"3.418,-76.547",256.0,118178.56
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.689,-74.066",215.0,253239.78
house,|Colombia|Cundinamarca|Funza|,"4.718,-74.204",92.0,79348.46
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.016,-74.814",100.0,125610.18
house,|Colombia|Bogotá D.C|Suba|,"4.707,-74.062",73.0,82724.99
house,|Colombia|Bogotá D.C|Antonio Nariño|,"4.584,-74.091",106.0,135061.21
house,|Colombia|Bogotá D.C|Usaquén|,"4.692,-74.055",67.0,128308.15
house,|Colombia|Bogotá D.C|Usaquén|,"4.707,-74.05",139.0,219474.47
house,|Colombia|Valle del Cauca|Cali|,"3.482,-76.509",150.0,74283.66
house,|Colombia|Atlántico|Barranquilla|,"11.015,-74.805",98.0,113113.76
house,|Colombia|Caldas|Manizales|,"5.07,-75.514",145.0,79348.46
house,|Colombia|Bogotá D.C|Usaquén|,"4.722,-74.038",93.0,114802.03
house,|Colombia|Bogotá D.C|Suba|,"4.736,-74.061",96.0,113113.76
house,|Colombia|Atlántico|Soledad|,"10.922,-74.764",95.0,64154.07
house,|Colombia|Cundinamarca|Cajicá|,"4.918,-74.025",250.0,266745.9
house,|Colombia|Bogotá D.C|Fontibón|,"4.686,-74.154",142.0,243110.18
house,|Colombia|Bogotá D.C|La Candelaria|,"4.598,-74.076",240.0,405183.64
house,|Colombia|Cundinamarca|,,271.0,84413.26
house,|Colombia|Bogotá D.C|Usaquén|,"4.712,-74.027",131.0,229604.06
house,|Colombia|Atlántico|Barranquilla|,,217.0,303887.73
house,|Colombia|Bogotá D.C|Usaquén|,"4.724,-74.043",122.0,158696.92
house,|Colombia|Bogotá D.C|Fontibón|,"4.67,-74.128",80.0,67530.6
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.051",191.0,388300.99
house,|Colombia|Valle del Cauca|Cali|,"3.421,-76.522",122.0,103355.59
house,|Colombia|Bogotá D.C|Usaquén|,"4.711,-74.026",142.0,287005.08
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.813",180.0,151943.86
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.818",130.0,151943.86
house,|Colombia|Valle del Cauca|Cali|,"3.338,-76.53",124.0,67530.6
house,|Colombia|Bogotá D.C|Chapinero|,"4.68,-74.04",95.0,377327.27
house,|Colombia|Bogotá D.C|Suba|,"4.759,-74.059",157.0,128308.15
house,|Colombia|Bogotá D.C|Engativa|,"4.722,-74.11",204.0,138437.74
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.033",92.0,121555.09
house,|Colombia|Bogotá D.C|Usaquén|,"4.693,-74.052",128.0,236357.12
house,|Colombia|Atlántico|Barranquilla|,"11.007,-74.797",138.0,162073.45
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.665,-74.072",320.0,239733.65
house,|Colombia|Bogotá D.C|Engativa|,"4.684,-74.121",195.0,461770.92
house,|Colombia|Atlántico|Barranquilla|,"11.017,-74.819",102.0,94542.85
house,|Colombia|Bogotá D.C|Chapinero|,"4.675,-74.046",162.0,371418.34
house,|Colombia|Atlántico|Barranquilla|,"11.002,-74.815",229.0,209344.88
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.043",129.0,305182.55
house,|Colombia|Cundinamarca|La Calera|,"4.723,-73.966",320.0,418689.77
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.03",163.0,354535.69
house,|Colombia|Bolívar|Cartagena|,"10.415,-75.534",123.0,175579.58
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",118.0,162073.45
house,|Colombia|Atlántico|Barranquilla|,"11.013,-74.831",145.0,162073.45
house,|Colombia|Valle del Cauca|Cali|,"3.429,-76.55",64.0,74283.66
house,|Colombia|Bogotá D.C|Chapinero|,"4.675,-74.045",140.0,455831.6
house,|Colombia|Cundinamarca|Tenjo|,"4.776,-73.953",350.0,364665.28
house,|Colombia|Bogotá D.C|Usaquén|,"4.705,-74.042",175.0,280252.02
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.698,-74.052",261.0,405183.64
house,|Colombia|Atlántico|Barranquilla|,"11.015,-74.82",155.0,209344.88
house,|Colombia|Bogotá D.C|Bosa|,"4.617,-74.19",237.0,74249.9
house,|Colombia|Bogotá D.C|Chapinero|,"4.674,-74.058",95.0,354535.69
house,|Colombia|Cundinamarca|Cajicá|,"4.918,-74.025",165.0,155320.39
house,|Colombia|Bogotá D.C|Chapinero|,"4.646,-74.056",94.0,222175.7
house,|Colombia|Atlántico|Barranquilla|,"11.014,-74.822",220.0,212721.41
house,|Colombia|Bogotá D.C|Suba|,"4.728,-74.076",400.0,472714.25
house,|Colombia|Bogotá D.C|,"4.7109886,-74.072092",364.0,119966.39
house,|Colombia|Bogotá D.C|Kennedy|,"4.627,-74.145",76.0,97919.38
house,|Colombia|Bogotá D.C|Suba|,"4.759,-74.046",95.0,114802.03
house,|Colombia|Quindío|Armenia|,"4.563,-75.657",106.0,67530.6
house,|Colombia|Bogotá D.C|Suba|,"4.753,-74.057",75.0,96231.11
house,|Colombia|Valle del Cauca|Cali|,"3.45,-76.535",300.0,405183.64
house,|Colombia|Valle del Cauca|Cali|,"3.475,-76.505",267.0,141814.27
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.658,-74.064",235.0,111391.73
house,|Colombia|Bogotá D.C|Usaquén|,"4.705,-74.033",96.0,182332.64
house,|Colombia|Bogotá D.C|Chapinero|,"4.682,-74.051",144.0,287005.08
house,|Colombia|Magdalena|Santa Marta|,"11.24,-74.178",103.0,74833.09
house,|Colombia|Valle del Cauca|Cali|,"4.570868,-74.297333",315.0,136800.78
house,|Colombia|Bogotá D.C|Usaquén|,"4.716,-74.035",115.0,192462.23
house,|Colombia|Valle del Cauca|Cali|,"3.368,-76.534",110.0,91166.32
house,|Colombia|Bogotá D.C|Usaquén|,"4.712,-74.05",187.0,320770.38
house,|Colombia|Atlántico|Barranquilla|Ríomar|,"11.006,-74.83",111.0,143214.81
house,|Colombia|Atlántico|Barranquilla|,"11.003,-74.801",164.0,128308.15
house,|Colombia|Bogotá D.C|Usaquén|,"4.703,-74.035",163.0,287005.08
house,|Colombia|Bogotá D.C|Chapinero|,"4.687,-74.049",78.0,195838.76
house,|Colombia|Bogotá D.C|Chapinero|,"4.672,-74.057",89.0,195838.76
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.683,-74.051",171.0,337653.04
house,|Colombia|Bogotá D.C|Suba|,"4.722,-74.095",74.0,87756.02
house,|Colombia|Bogotá D.C|Usaquén|,"4.707,-74.042",98.0,138437.74
house,|Colombia|Cundinamarca|Cajicá|,"4.897,-74.036",376.0,422066.3
house,|Colombia|Valle del Cauca|Cali|,"3.345,-76.527",302.0,300511.2
house,|Colombia|Cundinamarca|Choachí|,"4.529,-73.922",120.0,185709.17
house,|Colombia|Quindío|Armenia|,"4.548,-75.664",150.0,101295.91
house,|Colombia|Atlántico|Barranquilla|,"11.016,-74.818",85.0,77660.19
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.044",207.0,499491.49
house,|Colombia|Atlántico|Puerto Colombia|,"10.992,-74.956",83.0,70907.13
house,|Colombia|Bogotá D.C|Usaquén|,"4.699,-74.03",87.0,270797.73
house,|Colombia|Antioquia|,"6.1218227112,-75.4272794724",152.0,141814.27
house,|Colombia|Valle del Cauca|Cali|,"3.445,-76.516",200.0,81036.72
house,|Colombia|Valle del Cauca|Cali|,"3.408,-76.557",152.0,135061.21
apartment,|Colombia|Cundinamarca|Sopó|,"4.9074096,-73.9388127",65.0,90171.94
house,|Colombia|Atlántico|Puerto Colombia|,"10.985,-74.96",70.0,64154.07
house,|Colombia|Bogotá D.C|Suba|,"4.764,-74.077",160.0,141814.27
house,|Colombia|Bogotá D.C|Usaquén|,"4.708,-74.031",146.0,422066.3
house,|Colombia|Atlántico|Puerto Colombia|,"10.984,-74.961",80.0,96231.11
house,|Colombia|Bogotá D.C|Usaquén|,"4.706,-74.04",109.0,317225.03
house,|Colombia|Cundinamarca|Cabrera|,,155.0,472714.25
house,|Colombia|Bogotá D.C|Suba|,"4.704,-74.055",132.0,175579.58
house,|Colombia|Cundinamarca|Chía|,"4.882,-74.018",189.0,330899.98
house,|Colombia|Bogotá D.C|Usaquén|,"4.691,-74.049",195.0,438948.95
house,|Colombia|Bogotá D.C|Usaquén|,"4.717,-74.043",88.0,118853.87
house,|Colombia|Atlántico|Puerto Colombia|,"11.001,-74.951",122.0,121555.09
house,|Colombia|Vichada|Santa Rita|,,263.0,135061.21
house,|Colombia|Atlántico|Barranquilla|,"10.991,-74.826",99.0,95908.42
house,|Colombia|Atlántico|Barranquilla|,"11.004,-74.807",122.0,161735.8
house,|Colombia|Cundinamarca|Cajicá|,"4.923,-74.039",287.0,354535.69
apartment,|Colombia|Cundinamarca|,"-0.0003166853,-0.0012242793",104.0,150858.0
house,|Colombia|Meta|Restrepo|,"4.241,-73.583",350.0,405183.64
house,|Colombia|Atlántico|Barranquilla|,"10.997,-74.81",225.0,405183.64
house,|Colombia|Bogotá D.C|Usaquén|,"4.698,-74.029",230.0,540244.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.7,-74.039",210.0,335964.77
house,|Colombia|Antioquia|Medellín|,"6.253,-75.565",344.0,428379.9
house,|Colombia|Atlántico|Barranquilla|,"11.013,-74.837",115.0,178956.11
house,|Colombia|Atlántico|Barranquilla|,"11.011,-74.833",92.0,91166.32
house,|Colombia|Atlántico|Barranquilla|,"10.986,-74.782",176.0,303887.73
house,|Colombia|Atlántico|Barranquilla|,"10.99,-74.803",87.0,64154.07
house,|Colombia|Risaralda|Pereira|,"4.809,-75.691",92.0,140304.96
house,|Colombia|Valle del Cauca|Jamundí|,"3.27,-76.51",360.0,219474.47
house,|Colombia|Bogotá D.C|Usaquén|,"4.696,-74.039",90.0,138100.09
house,|Colombia|Bolívar|Cartagena|,"10.393,-75.552",163.0,320770.38
house,|Colombia|Cundinamarca|Anapoima|,"4.696,-74.534",300.0,371418.34
house,|Colombia|Quindío|Armenia|,"4.558,-75.658",162.0,64154.07
house,|Colombia|Bogotá D.C|Usaquén|,"4.723,-74.037",77.0,94542.85
house,|Colombia|Cundinamarca|Subachoque|,"5.009,-74.125",206.0,405183.64
house,|Colombia|Valle del Cauca|Dagua|,"3.452,-76.532",240.0,236357.12
house,|Colombia|Cundinamarca|Villeta|,"5.012,-74.47",331.0,540244.86
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.69,-74.061",124.0,195838.76
house,|Colombia|Bogotá D.C|Suba|,"4.747,-74.05",72.0,97919.38
house,|Colombia|Cundinamarca|Suesca|,"5.104,-73.799",225.0,253239.44
house,|Colombia|Bogotá D.C|Chapinero|,"4.67,-74.058",95.0,336640.08
house,|Colombia|Bolívar|Cartagena|,"10.391,-75.479",400.0,185709.17
house,|Colombia|Bogotá D.C|Usaquén|,"4.695,-74.051",84.0,199215.29
house,|Colombia|Atlántico|Barranquilla|,"11.008,-74.81",149.0,209344.88
house,|Colombia|Atlántico|Barranquilla|,"11.015,-74.826",160.0,256616.31
house,|Colombia|Bogotá D.C|Suba|,"4.767,-74.045",85.0,86101.52
house,|Colombia|Bogotá D.C|Usaquén|,"4.68,-74.055",99.0,290043.96
house,|Colombia|Bogotá D.C|Suba|,"4.733,-74.056",160.0,141814.27
house,|Colombia|Bogotá D.C|Usaquén|,"4.738,-74.045",182.0,162073.45
house,|Colombia|Quindío|Armenia|,"4.539,-75.674",304.0,151943.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.686,-74.05",84.0,192462.23
house,|Colombia|Valle del Cauca|Cali|,"3.451,-76.512",300.0,84413.26
house,|Colombia|Atlántico|Puerto Colombia|,"10.987,-74.958",180.0,84413.26
house,|Colombia|Atlántico|Barranquilla|,"11.021,-74.807",72.0,84413.26
house,|Colombia|Bogotá D.C|Suba|,"4.715,-74.095",190.0,330899.98
house,|Colombia|Valle del Cauca|Cali|,"3.385,-76.534",317.0,229604.06
house,|Colombia|Bogotá D.C|Usaquén|,"4.731,-74.044",148.0,178956.11
house,|Colombia|Magdalena|Santa Marta|,"11.232,-74.195",103.0,246486.72
house,|Colombia|Bogotá D.C|Chapinero|,"4.657,-74.049",204.0,455831.6
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.666,-74.061",106.0,113113.76
house,|Colombia|Cundinamarca|,,324.0,411430.92
house,|Colombia|Bogotá D.C|Usaquén|,"4.725,-74.04",150.0,151943.86
house,|Colombia|Bogotá D.C|Usaquén|,"4.681,-74.05",159.0,371418.34
house,|Colombia|Valle del Cauca|Cali|,"3.409,-76.52",294.0,84413.26
house,|Colombia|Bogotá D.C|Barrios Unidos|,"4.683,-74.053",85.0,283628.55
house,|Colombia|Cundinamarca|Cajicá|,"4.917,-74.021",128.0,172203.05
house,|Colombia|Bogotá D.C|Kennedy|,"4.644,-74.127",78.0,135061.21
house,|Colombia|Bogotá D.C|Suba|,"4.743,-74.062",79.0,101295.91
house,|Colombia|Bogotá D.C|Suba|,"4.727,-74.064",275.0,354535.69
house,|Colombia|Valle del Cauca|Cali|,"3.44,-76.531",207.0,84413.26
house,|Colombia|Bogotá D.C|Suba|,"4.746,-74.053",80.0,79348.46
house,|Colombia|Bogotá D.C|Suba|,"4.705,-74.069",83.0,128308.15
house,|Colombia|Cundinamarca|Chía|,"4.85,-74.083",440.0,574010.17
house,|Colombia|Valle del Cauca|Cali|,"3.37,-76.537",95.0,81036.72
house,|Colombia|Antioquia|,"6.057394,-75.502792",161.0,217678.16
house,|Colombia|Bogotá D.C|Fontibón|,"4.671,-74.137",65.0,64154.04
house,|Colombia|Atlántico|Barranquilla|,"10.996,-74.8",204.0,101295.91
house,|Colombia|Bogotá D.C|Usaquén|,"4.688,-74.049",215.0,422066.3
house,|Colombia|Bogotá D.C|Suba|,"4.731,-74.057",94.0,101295.91
house,|Colombia|Antioquia|Medellín|El Poblado|,"6.192,-75.56",230.0,217786.21
house,|Colombia|Cundinamarca|Cajicá|,"4.916,-74.021",133.0,108048.97
