property_type,department,lat,lon,area_m2,price_usd
house,Bogotá D.C,4.813,-74.027,370.0,"$472,714.25"
house,Bogotá D.C,4.669,-74.058,138.0,"$303,550.08"
house,Atlántico,10.997,-74.804,96.0,"$157,310.20"
house,Atlántico,11.002,-74.809,297.0,"$270,122.43"
house,Bogotá D.C,4.715,-74.097,127.0,"$231,967.63"
house,Bogotá D.C,4.707,-74.044,150.0,"$335,964.77"
house,Atlántico,11.012,-74.833,215.0,"$178,956.11"
apartment,Bogotá D.C,,,122.0,"$216,097.94"
house,Bogotá D.C,4.73,-74.07,128.0,"$168,826.52"
house,Cundinamarca,4.863,-74.048,94.0,"$101,295.91"
house,Bogotá D.C,4.692,-74.055,110.0,"$293,336.07"
house,Bogotá D.C,4.703,-74.033,86.0,"$329,273.48"
house,Bogotá D.C,4.682,-74.055,130.0,"$199,215.29"
house,Bogotá D.C,4.698,-74.128,200.0,"$91,166.32"
house,Bogotá D.C,4.643,-74.113,141.0,"$151,943.86"
house,Bolívar,10.448,-75.517,163.0,"$303,887.73"
house,Atlántico,11.016,-74.806,133.0,"$91,166.32"
house,Bogotá D.C,4.702,-74.048,162.0,"$236,357.12"
house,Bogotá D.C,4.682,-74.043,118.0,"$195,838.76"
house,Bogotá D.C,4.712,-74.047,130.0,"$189,085.70"
house,Quindío,4.535,-75.676,97.0,"$84,413.26"
house,Bogotá D.C,4.692,-74.046,115.0,"$202,591.82"
house,Bogotá D.C,4.73,-74.033,80.0,"$117,840.91"
house,Antioquia,6.151,-75.617,97.0,"$134,723.56"
apartment,Magdalena,,,84.0,"$83,400.30"
house,Bogotá D.C,4.675,-74.051,176.0,"$574,010.17"
apartment,Cundinamarca,4.7069874887,-74.0462331276,75.0,"$172,447.50"
house,Bogotá D.C,4.719,-74.044,117.0,"$127,970.50"
house,Valle del Cauca,3.46,-76.534,220.0,"$162,073.45"
house,Atlántico,11.011,-74.826,280.0,"$236,357.12"
house,Bogotá D.C,4.726,-74.041,85.0,"$124,931.62"
house,Bogotá D.C,4.717,-74.048,112.0,"$232,980.59"
house,Atlántico,11.004,-74.807,107.0,"$91,166.32"
house,Bogotá D.C,4.7109886,-74.072092,153.0,"$68,537.53"
house,Cundinamarca,4.883,-74.036,168.0,"$300,511.20"
house,Bogotá D.C,4.657,-74.07,430.0,"$270,122.43"
house,Bogotá D.C,4.625,-74.076,140.0,"$141,814.27"
house,Cundinamarca,4.929,-74.172,239.0,"$574,010.17"
house,Atlántico,11.015,-74.812,169.0,"$145,190.80"
house,Bogotá D.C,4.691,-74.053,136.0,"$368,032.36"
house,Valle del Cauca,3.442,-76.494,285.0,"$135,061.21"
house,Cundinamarca,4.57,-74.183,400.0,"$499,726.50"
house,Bogotá D.C,4.681,-74.045,87.0,"$248,174.98"
house,Bogotá D.C,4.686,-74.117,105.0,"$189,085.70"
house,Bogotá D.C,4.702,-74.052,169.0,"$270,122.43"
house,Bogotá D.C,4.712,-74.138,276.0,"$79,314.69"
house,Bogotá D.C,4.679,-74.052,120.0,"$278,563.75"
house,Bogotá D.C,4.7,-74.035,169.0,"$287,005.08"
house,Valle del Cauca,3.452,-76.532,147.0,"$195,838.76"
house,Bogotá D.C,4.689,-74.05,64.0,"$114,802.03"
house,Valle del Cauca,3.377,-76.523,240.0,"$189,085.70"
house,Cundinamarca,4.896,-74.033,295.0,"$324,146.91"
house,Bogotá D.C,4.723,-74.037,169.0,"$219,474.47"
house,Bogotá D.C,4.763,-74.043,96.0,"$104,672.44"
house,Cundinamarca,4.856,-74.063,190.0,"$158,696.92"
house,Atlántico,11.01,-74.826,120.0,"$162,073.45"
house,Meta,4.143,-73.628,350.0,"$253,239.78"
house,Atlántico,11.008,-74.819,150.0,"$141,814.27"
house,Bogotá D.C,4.706,-74.04,186.0,"$330,899.98"
house,Atlántico,11.014,-74.839,91.0,"$91,784.22"
house,Atlántico,11.005,-74.805,156.0,"$253,239.78"
house,Bogotá D.C,4.697,-74.034,100.0,"$151,943.86"
house,Valle del Cauca,3.380517,-76.527733,360.0,"$148,567.33"
house,Bogotá D.C,4.691,-74.052,74.0,"$199,215.29"
house,Atlántico,11.001,-74.828,137.0,"$114,802.03"
house,Bogotá D.C,4.693,-74.05,73.0,"$114,802.03"
house,Bogotá D.C,4.706,-74.044,140.0,"$259,992.84"
house,Bogotá D.C,4.73,-74.033,80.0,"$117,840.91"
house,Bogotá D.C,4.682,-74.062,78.0,"$161,292.80"
house,Bogotá D.C,4.704,-74.052,298.0,"$300,511.20"
house,Antioquia,6.2,-75.571,232.0,"$185,709.17"
house,Bogotá D.C,4.736,-74.025,196.0,"$506,479.56"
house,Atlántico,10.932,-74.797,93.0,"$95,587.17"
house,Bogotá D.C,4.727,-74.036,84.0,"$128,308.15"
house,Bogotá D.C,4.708,-74.083,245.0,"$401,807.11"
house,Bogotá D.C,4.657,-74.048,226.0,"$405,183.64"
house,Bogotá D.C,4.73,-74.047,96.0,"$121,555.09"
house,Atlántico,10.561,-75.453,250.0,"$141,814.27"
house,Bogotá D.C,4.674,-74.061,300.0,"$506,479.56"
house,Bogotá D.C,4.714,-74.031,129.0,"$232,980.59"
house,Bogotá D.C,4.693,-74.038,80.0,"$135,061.21"
house,Atlántico,11.004,-74.807,71.0,"$89,478.05"
house,Cundinamarca,4.849,-74.064,291.0,"$222,851.00"
house,Bogotá D.C,4.644,-74.105,66.0,"$118,178.56"
apartment,Cundinamarca,4.7044975022,-74.040495812,212.0,"$397,716.55"
house,Bogotá D.C,4.726,-74.037,75.0,"$109,399.58"
house,Bogotá D.C,4.695,-74.082,141.0,"$212,721.41"
house,Bogotá D.C,4.744,-74.064,100.0,"$135,061.21"
house,Cundinamarca,4.936,-74.022,64.0,"$77,660.19"
house,Bolívar,10.408,-75.551,113.0,"$135,061.21"
house,Bogotá D.C,4.731,-74.037,104.0,"$141,814.27"
house,Bogotá D.C,4.693,-74.05,73.0,"$114,802.03"
house,Cundinamarca,4.918,-74.025,356.0,"$506,479.56"
house,Bogotá D.C,4.663,-74.059,65.0,"$109,737.23"
house,Bogotá D.C,4.711,-74.072,120.0,"$202,591.82"
house,Valle del Cauca,3.352,-76.538,380.0,"$219,474.47"
house,Valle del Cauca,3.414,-76.532,158.0,"$87,789.79"
house,Atlántico,11.015,-74.811,115.0,"$94,542.85"
house,Cundinamarca,4.305,-74.803,170.0,"$165,449.99"
house,Bogotá D.C,4.73,-74.05,79.0,"$135,061.21"
house,Bogotá D.C,4.69,-74.056,107.0,"$202,254.17"
house,Atlántico,11.001,-74.811,221.0,"$124,931.62"
house,Caldas,5.067,-75.518,188.0,"$97,919.38"
house,Bogotá D.C,4.686,-74.043,140.0,"$212,721.41"
house,Bogotá D.C,4.696,-74.068,139.0,"$206,643.66"
house,Valle del Cauca,3.423,-76.485,216.0,"$84,413.26"
house,Cundinamarca,5.001,-74.339,80.0,"$185,709.17"
house,Cundinamarca,4.918,-74.025,300.0,"$450,766.81"
house,Bogotá D.C,4.689,-74.03,216.0,"$489,596.90"
house,Bogotá D.C,4.668,-74.076,408.0,"$253,239.78"
house,Bogotá D.C,4.661,-74.049,150.0,"$334,276.51"
house,Valle del Cauca,3.357,-76.543,103.0,"$121,555.09"
house,Bogotá D.C,4.706,-74.05,134.0,"$219,474.47"
house,Valle del Cauca,3.262084,-76.541073,110.0,"$72,000.41"
house,Tolima,4.29,-74.815,186.0,"$165,449.99"
house,Antioquia,5.974,-75.361,200.0,"$270,122.43"
house,Magdalena,,,105.0,"$212,721.41"
house,Atlántico,11.005,-74.818,122.0,"$118,178.56"
house,Atlántico,11.013,-74.818,184.0,"$202,591.82"
house,Bogotá D.C,4.704,-74.055,75.0,"$140,126.01"
house,Bogotá D.C,4.679,-74.042,154.0,"$469,337.72"
house,Bogotá D.C,4.759,-74.042,67.0,"$75,971.93"
house,Bogotá D.C,4.659,-74.051,157.0,"$574,010.17"
house,Atlántico,10.946,-74.763,275.0,"$219,474.47"
house,Bogotá D.C,4.694,-74.055,168.0,"$249,863.25"
house,Valle del Cauca,3.452,-76.532,146.0,"$108,048.97"
house,Valle del Cauca,3.452,-76.532,69.0,"$81,036.72"
house,Bogotá D.C,4.736,-74.064,168.0,"$273,498.96"
house,Bogotá D.C,4.724,-74.029,98.0,"$140,126.01"
house,Atlántico,11.007,-74.809,182.0,"$172,203.05"
house,Valle del Cauca,3.452,-76.532,94.0,"$101,295.91"
house,Bogotá D.C,4.612817,-74.1452827,202.0,"$99,394.85"
house,Atlántico,11.008,-74.81,320.0,"$287,005.08"
house,Bolívar,10.402,-75.521,210.0,"$118,178.56"
apartment,Santander,7.123341,-73.1084986,156.0,"$184,358.56"
house,Bogotá D.C,4.721,-74.049,266.0,"$303,887.73"
house,Bogotá D.C,4.698,-74.052,190.0,"$320,770.38"
house,Bogotá D.C,4.725,-74.068,105.0,"$155,320.39"
house,Bogotá D.C,4.726,-74.041,98.0,"$158,359.27"
house,Valle del Cauca,3.458,-76.531,220.0,"$119,866.82"
house,Bogotá D.C,4.686,-74.046,105.0,"$162,073.45"
house,Bolívar,10.396,-75.553,119.0,"$202,591.82"
house,Bogotá D.C,4.693,-74.038,94.0,"$145,190.80"
house,Bogotá D.C,4.656,-74.049,71.0,"$176,151.56"
house,Atlántico,10.997,-74.827,129.0,"$108,048.97"
house,Santander,7.124,-73.112,75.0,"$81,036.72"
house,Bogotá D.C,4.678,-74.053,121.0,"$278,563.75"
house,Bogotá D.C,4.743,-74.062,79.0,"$114,802.03"
house,Bogotá D.C,4.672,-74.048,170.0,"$405,183.64"
apartment,Magdalena,,,65.0,"$92,179.28"
house,Bogotá D.C,4.694,-74.103,176.0,"$185,709.17"
house,Atlántico,10.959,-74.797,240.0,"$86,439.17"
house,Cundinamarca,4.806,-73.946,380.0,"$476,090.78"
house,Atlántico,11.01,-74.835,119.0,"$139,978.10"
apartment,Cundinamarca,,,110.0,"$212,572.64"
house,Bogotá D.C,4.61,-74.128,418.0,"$523,362.21"
house,Bogotá D.C,4.699,-74.093,168.0,"$97,919.38"
house,Valle del Cauca,3.377,-76.519,95.0,"$87,789.79"
house,Bogotá D.C,4.718,-74.047,106.0,"$280,252.02"
house,Bogotá D.C,4.734,-74.025,140.0,"$97,919.38"
house,Atlántico,11.001,-74.809,76.0,"$87,114.48"
house,Cundinamarca,4.809,-74.103,290.0,"$455,831.60"
house,Bogotá D.C,4.641,-74.141,182.0,"$151,943.86"
house,Cundinamarca,4.277,-74.772,300.0,"$185,709.17"
house,Valle del Cauca,3.437,-76.52,98.0,"$101,295.91"
house,Cundinamarca,4.896,-74.057,211.0,"$270,122.43"
house,Atlántico,,,370.0,"$236,357.12"
house,Boyacá,5.54,-73.358,210.0,"$123,243.36"
house,Atlántico,10.957,-74.796,319.0,"$151,943.86"
house,Caldas,5.067,-75.518,210.0,"$67,530.60"
house,Bogotá D.C,4.65,-74.051,98.0,"$195,838.76"
house,Bogotá D.C,4.649,-74.051,145.0,"$405,183.64"
house,Bogotá D.C,4.584,-74.091,103.0,"$189,085.70"
house,Atlántico,11.001,-74.809,108.0,"$118,178.56"
house,Bogotá D.C,4.698,-74.054,125.0,"$293,758.14"
house,Bogotá D.C,4.701,-74.051,102.0,"$229,604.06"
house,Atlántico,11.004,-74.829,300.0,"$219,474.47"
house,Bogotá D.C,4.729,-74.052,220.0,"$162,073.45"
house,Bogotá D.C,4.691,-74.042,64.0,"$121,555.09"
house,Bogotá D.C,4.697,-74.048,165.0,"$290,381.61"
house,Bogotá D.C,4.711,-74.079,369.0,"$337,653.04"
house,Bogotá D.C,4.698,-74.04,70.0,"$145,190.80"
house,Bogotá D.C,4.577,-74.086,328.0,"$144,515.50"
house,Bogotá D.C,4.721,-74.043,81.0,"$138,437.74"
house,Bogotá D.C,4.739,-74.044,108.0,"$168,151.21"
house,Cundinamarca,4.292,-74.809,93.0,"$89,478.05"
house,Bogotá D.C,4.705,-74.069,99.0,"$192,462.23"
house,Atlántico,11.001,-74.951,83.0,"$74,283.66"
house,Bogotá D.C,4.7,-74.05,87.0,"$138,437.74"
house,Bogotá D.C,4.705,-74.044,145.0,"$323,228.50"
house,Magdalena,11.246,-74.208,107.0,"$106,814.83"
house,Bogotá D.C,4.598,-74.076,74.0,"$91,166.32"
house,Atlántico,11.016,-74.822,214.0,"$246,486.72"
house,Bogotá D.C,4.724,-74.046,137.0,"$378,171.40"
house,Bogotá D.C,4.688,-74.053,442.0,"$540,244.86"
house,Bogotá D.C,4.73,-74.073,300.0,"$330,899.98"
house,Valle del Cauca,3.435,-76.544,370.0,"$236,357.12"
house,Antioquia,6.152502001,-75.5605316162,386.0,"$432,195.89"
house,Atlántico,11.008,-74.807,272.0,"$390,200.60"
house,Atlántico,10.816,-75.206,300.0,"$135,061.21"
house,Bogotá D.C,4.699,-74.047,67.0,"$151,606.21"
house,Atlántico,11.01,-74.814,156.0,"$219,474.47"
house,Bogotá D.C,4.702,-74.053,115.0,"$260,668.14"
house,Valle del Cauca,3.425,-76.541,117.0,"$133,372.95"
house,Bogotá D.C,4.714,-74.038,129.0,"$181,657.33"
house,Cundinamarca,,,69.0,"$195,163.45"
house,Bogotá D.C,4.695,-74.038,100.0,"$151,943.86"
house,Valle del Cauca,3.333,-76.534,153.0,"$151,943.86"
house,Cundinamarca,4.85,-74.05,155.0,"$136,749.48"
house,Bogotá D.C,4.652,-74.085,232.0,"$134,723.73"
house,Bogotá D.C,4.656,-74.049,130.0,"$422,066.30"
house,Cundinamarca,4.918,-74.025,79.0,"$102,564.13"
house,Bogotá D.C,4.69,-74.041,200.0,"$405,183.64"
house,Bogotá D.C,4.654,-74.099,397.0,"$422,066.30"
house,Bogotá D.C,4.688,-74.053,153.0,"$371,418.34"
house,Bogotá D.C,4.675,-74.056,140.0,"$327,523.45"
house,Atlántico,10.988,-74.805,150.0,"$94,542.85"
house,Cundinamarca,4.478,-74.259,300.0,"$185,709.17"
house,Bogotá D.C,4.649,-74.055,114.0,"$317,393.85"
house,Valle del Cauca,,,350.0,"$371,418.34"
house,Bogotá D.C,4.734,-74.045,103.0,"$172,203.05"
house,Bogotá D.C,4.644,-74.128,320.0,"$557,127.51"
house,Valle del Cauca,3.341,-76.531,118.0,"$124,931.62"
house,Bogotá D.C,4.697,-74.079,250.0,"$236,357.12"
house,Atlántico,11.022,-74.817,112.0,"$104,672.44"
house,Bogotá D.C,4.673,-74.113,270.0,"$320,770.38"
house,Bogotá D.C,4.724,-74.023,258.0,"$540,244.86"
house,Antioquia,6.035,-75.441,154.0,"$94,542.85"
house,Cundinamarca,4.918,-74.025,320.0,"$405,183.64"
apartment,Cundinamarca,,,110.0,"$120,000.68"
house,Atlántico,11.014,-74.812,220.0,"$219,474.47"
house,Bogotá D.C,4.706,-74.06,136.0,"$178,956.11"
house,Atlántico,10.83,-75.03,220.0,"$135,061.21"
house,Cundinamarca,4.873,-74.144,260.0,"$195,838.76"
house,Bogotá D.C,4.662,-74.048,136.0,"$337,315.38"
house,Atlántico,11.003,-74.822,127.0,"$94,542.85"
house,Bogotá D.C,4.706,-74.041,230.0,"$371,418.34"
house,Cundinamarca,4.851,-74.065,140.0,"$287,005.08"
house,Bogotá D.C,4.737,-74.077,300.0,"$337,653.04"
house,Atlántico,11.012,-74.82,153.0,"$185,709.17"
house,Bogotá D.C,4.661,-74.05,166.0,"$405,183.64"
house,Bogotá D.C,4.758,-74.055,195.0,"$151,943.86"
house,Cundinamarca,4.936,-73.999,230.0,"$405,183.64"
house,Cundinamarca,4.839,-74.061,242.0,"$219,474.47"
house,Bogotá D.C,4.698,-74.039,136.0,"$165,449.99"
house,Antioquia,6.057394,-75.502792,250.0,"$335,964.77"
house,Bogotá D.C,4.724,-74.023,210.0,"$405,183.64"
house,Bogotá D.C,4.765,-74.045,72.0,"$75,971.93"
house,Bogotá D.C,4.693,-74.047,126.0,"$246,149.06"
house,Bogotá D.C,4.678,-74.123,106.0,"$133,372.95"
house,Atlántico,11.004,-74.807,92.0,"$74,283.66"
house,Bogotá D.C,4.745,-74.068,173.0,"$310,640.79"
apartment,Bogotá D.C,4.6985,-74.05976,118.0,"$216,001.23"
house,Cundinamarca,5.012,-74.47,160.0,"$246,486.72"
house,Valle del Cauca,3.377,-76.549,200.0,"$118,178.56"
house,Valle del Cauca,,,79.0,"$97,919.38"
house,Bogotá D.C,4.695,-74.043,88.0,"$190,773.96"
house,Cundinamarca,4.867,-74.067,142.0,"$185,709.17"
house,Atlántico,11.005,-74.834,210.0,"$295,446.41"
apartment,Bolívar,10.462661,-75.503677,71.0,"$108,386.62"
house,Atlántico,10.96,-74.789,324.0,"$118,178.56"
house,Atlántico,11.001,-74.811,221.0,"$155,320.39"
house,Atlántico,11.015,-74.82,155.0,"$209,344.88"
house,Atlántico,10.973,-74.811,190.0,"$277,952.77"
house,Bogotá D.C,4.699,-74.064,380.0,"$472,714.25"
house,Bogotá D.C,4.759,-74.034,74.0,"$74,283.66"
house,Atlántico,11.009,-74.833,178.0,"$235,318.50"
house,Atlántico,11.001,-74.823,171.0,"$192,269.77"
house,Cundinamarca,4.867,-74.049,86.0,"$87,789.79"
house,Bogotá D.C,4.725,-74.066,99.0,"$135,057.83"
house,Bogotá D.C,4.697,-74.08,176.0,"$253,239.78"
house,Bogotá D.C,4.763,-74.046,66.0,"$64,154.07"
house,Bogotá D.C,4.68,-74.04,88.0,"$350,146.20"
house,Bolívar,,,144.0,"$91,166.32"
house,Atlántico,11.004,-74.807,187.0,"$159,709.88"
house,Atlántico,11.016,-74.818,234.0,"$140,126.01"
house,Bogotá D.C,4.704,-74.033,192.0,"$290,381.61"
house,Bogotá D.C,4.633,-74.063,170.0,"$371,418.34"
house,Atlántico,10.995,-74.814,66.0,"$72,156.45"
house,Bogotá D.C,4.703,-74.059,363.0,"$371,418.34"
house,Bogotá D.C,4.751,-74.066,87.0,"$123,243.36"
house,Bogotá D.C,4.679,-74.042,75.0,"$195,838.76"
house,Bogotá D.C,4.726,-74.118,83.0,"$104,672.44"
house,Atlántico,11.001,-74.951,310.0,"$376,395.35"
house,Bogotá D.C,4.718,-74.075,147.0,"$219,997.83"
house,Bolívar,10.414,-75.534,162.0,"$229,604.06"
apartment,Cundinamarca,4.6792615303,-74.0799097345,80.0,"$102,857.73"
house,Bogotá D.C,4.702,-74.044,274.0,"$472,714.25"
house,Valle del Cauca,,,400.0,"$270,122.43"
house,Bogotá D.C,4.679,-74.039,150.0,"$369,730.08"
house,Atlántico,11.03,-74.857,300.0,"$303,887.73"
house,Bogotá D.C,4.72,-74.04,70.0,"$82,724.99"
house,Atlántico,11.002,-74.816,146.0,"$148,114.88"
house,Cundinamarca,4.917,-74.026,362.0,"$303,887.73"
house,Bogotá D.C,4.597,-74.067,148.0,"$337,653.04"
house,Bogotá D.C,4.729,-74.077,300.0,"$303,887.73"
house,Atlántico,10.941,-74.809,275.0,"$320,770.38"
house,Bogotá D.C,4.615,-74.063,86.0,"$124,593.97"
house,Atlántico,10.994,-74.816,144.0,"$182,332.64"
house,Bogotá D.C,4.621,-74.075,129.0,"$390,860.40"
house,Antioquia,6.057394,-75.502792,93.0,"$118,178.56"
house,Cundinamarca,4.549,-74.535,150.0,"$378,171.40"
house,Bogotá D.C,4.693,-74.065,285.0,"$232,980.59"
house,Valle del Cauca,3.413,-76.529,240.0,"$70,907.13"
house,Bogotá D.C,4.7,-74.041,127.0,"$175,579.58"
house,Valle del Cauca,3.487,-76.524,296.0,"$168,826.52"
house,Atlántico,10.99,-74.825,170.0,"$129,996.42"
house,Cundinamarca,4.891,-74.046,295.0,"$405,183.64"
house,Bolívar,10.369,-75.48,280.0,"$184,020.90"
house,Bolívar,10.399,-75.557,152.0,"$205,968.35"
house,Valle del Cauca,3.484,-76.5,250.0,"$202,591.82"
house,Cundinamarca,4.85,-74.05,230.0,"$330,899.98"
house,Bogotá D.C,4.667,-74.084,95.0,"$138,437.74"
house,Atlántico,10.987,-74.79,93.0,"$91,065.02"
house,Cundinamarca,,,240.0,"$438,948.95"
house,Quindío,4.565,-75.655,110.0,"$87,789.79"
house,Cundinamarca,4.706035,-74.230101,290.0,"$95,966.26"
house,Atlántico,11.001,-74.951,310.0,"$376,395.35"
house,Atlántico,11.002,-74.826,96.0,"$130,072.79"
house,Bogotá D.C,4.63,-74.106,68.0,"$79,348.46"
house,Quindío,4.574,-75.646,91.0,"$65,504.69"
house,Atlántico,11.009,-74.83,96.0,"$91,166.32"
house,Bogotá D.C,4.724,-74.065,107.0,"$141,814.27"
house,Bogotá D.C,4.732,-74.046,293.0,"$252,902.12"
house,Bogotá D.C,4.656,-74.049,195.0,"$438,948.95"
house,Valle del Cauca,3.452,-76.532,122.0,"$100,958.25"
house,Bogotá D.C,4.733,-74.077,240.0,"$347,782.63"
house,Bogotá D.C,4.681,-74.051,160.0,"$270,122.43"
house,Bogotá D.C,4.663,-74.048,172.0,"$300,511.20"
house,Bogotá D.C,4.736,-74.081,73.0,"$74,283.66"
house,Valle del Cauca,3.384,-76.523,140.0,"$63,478.77"
apartment,Cundinamarca,,,129.0,"$253,715.73"
house,Bogotá D.C,4.747,-74.053,105.0,"$94,542.85"
house,Atlántico,11.017,-74.819,141.0,"$181,385.63"
house,Bogotá D.C,4.704,-74.031,136.0,"$175,579.58"
house,Valle del Cauca,3.452,-76.532,229.0,"$167,138.25"
house,Bogotá D.C,4.645,-74.074,146.0,"$124,931.62"
house,Bogotá D.C,4.704,-74.057,110.0,"$131,684.68"
house,Atlántico,10.994,-74.823,130.0,"$101,295.91"
house,Atlántico,10.991,-74.823,160.0,"$135,736.52"
house,Bogotá D.C,4.678,-74.042,76.0,"$200,903.55"
house,Antioquia,6.028,-75.432,114.0,"$87,789.79"
house,Bolívar,,,125.0,"$291,225.74"
house,Antioquia,6.131,-75.378,138.0,"$87,789.79"
house,Cundinamarca,4.918,-74.025,312.0,"$438,948.95"
house,Bogotá D.C,4.668,-74.132,123.0,"$229,604.06"
house,Atlántico,11.002,-74.831,160.0,"$134,385.91"
house,Cundinamarca,4.856,-74.066,235.0,"$243,110.18"
house,Bogotá D.C,4.729,-74.075,252.0,"$287,005.08"
house,Bogotá D.C,4.691,-74.096,119.0,"$123,243.36"
house,Magdalena,11.237,-74.219,129.0,"$249,863.25"
house,Atlántico,10.983,-74.799,424.0,"$182,332.64"
house,Atlántico,11.004,-74.807,155.0,"$199,215.29"
house,Cundinamarca,4.965,-73.911,106.0,"$111,425.50"
house,Bogotá D.C,4.699,-74.041,92.0,"$185,709.17"
house,Quindío,4.454,-75.792,235.0,"$202,591.82"
house,Bogotá D.C,4.726,-74.036,107.0,"$173,216.01"
house,Atlántico,10.983,-74.836,90.0,"$97,919.38"
house,Atlántico,11.008,-74.81,140.0,"$137,087.13"
house,Tolima,5.116,-74.882,200.0,"$337,653.04"
house,Atlántico,11.012,-74.823,400.0,"$405,183.64"
house,Atlántico,11.004,-74.807,231.0,"$320,770.38"
house,Atlántico,10.991,-74.813,257.0,"$121,555.09"
house,Bogotá D.C,4.739,-74.057,110.0,"$175,579.58"
house,Bogotá D.C,4.664,-74.047,155.0,"$438,948.95"
house,Bogotá D.C,4.694,-74.055,125.0,"$357,937.49"
house,Atlántico,10.984,-74.956,210.0,"$151,943.86"
house,Bogotá D.C,4.697,-74.04,105.0,"$219,474.47"
house,Atlántico,11.012,-74.837,220.0,"$162,073.45"
house,Bogotá D.C,4.669,-74.059,74.0,"$104,672.44"
house,Atlántico,11.007,-74.812,145.0,"$218,136.98"
house,Bogotá D.C,4.726,-74.038,68.0,"$87,789.79"
house,Bogotá D.C,4.694,-74.037,68.0,"$141,814.27"
house,Valle del Cauca,3.452,-76.532,80.0,"$104,672.44"
house,Valle del Cauca,3.801,-76.641,200.0,"$92,854.58"
house,Atlántico,11.015,-74.823,300.0,"$172,203.05"
house,Atlántico,11.004,-74.807,211.0,"$303,887.73"
house,Bogotá D.C,4.754,-74.038,79.0,"$116,490.29"
house,Bogotá D.C,4.59,-74.144,180.0,"$119,866.82"
house,Bogotá D.C,4.701,-74.029,151.0,"$330,899.98"
house,Cundinamarca,4.906,-74.015,118.0,"$145,190.80"
house,Cundinamarca,4.85,-74.056,223.0,"$232,980.59"
house,Bogotá D.C,4.628,-74.144,220.0,"$167,138.25"
house,Bogotá D.C,4.67,-74.13,73.0,"$94,542.85"
house,Bogotá D.C,4.649,-74.061,274.0,"$287,005.08"
house,Bogotá D.C,4.694,-74.03,297.0,"$337,653.04"
apartment,Cundinamarca,4.7456645758,-74.0252016625,105.0,"$127,886.44"
house,Caldas,5.077,-75.526,112.0,"$65,504.69"
house,Valle del Cauca,3.478,-76.525,233.0,"$74,283.66"
house,Atlántico,10.977,-74.784,166.0,"$74,283.66"
house,Valle del Cauca,3.441,-76.499,250.0,"$84,413.26"
house,Valle del Cauca,3.413,-76.529,145.0,"$94,542.85"
house,Bogotá D.C,4.706,-74.04,104.0,"$263,504.43"
house,Atlántico,11.016,-74.817,90.0,"$81,036.72"
apartment,Magdalena,,,115.0,"$162,748.76"
house,Cundinamarca,4.868,-74.042,175.0,"$202,591.82"
house,Bogotá D.C,4.695,-74.044,79.0,"$172,203.05"
house,Atlántico,11.003,-74.8,300.0,"$303,887.73"
apartment,Cundinamarca,4.659916012,-74.0476718935,90.0,"$257,144.32"
house,Bogotá D.C,4.746,-74.092,100.0,"$118,178.56"
house,Cundinamarca,4.92,-74.027,250.0,"$422,066.30"
house,Bogotá D.C,4.703,-74.064,263.0,"$354,535.69"
house,Cundinamarca,4.896,-74.033,295.0,"$324,146.91"
house,Bogotá D.C,4.719,-74.038,160.0,"$192,462.23"
house,Bogotá D.C,4.705,-74.044,129.0,"$226,227.53"
house,Bogotá D.C,4.59,-74.175,79.0,"$131,684.68"
house,Bogotá D.C,4.658,-74.047,145.0,"$479,467.31"
house,Magdalena,11.232,-74.214,72.0,"$91,166.32"
house,Atlántico,11.006,-74.806,182.0,"$178,956.11"
house,Bogotá D.C,4.701,-74.05,76.0,"$129,996.42"
house,Bogotá D.C,4.733,-74.043,151.0,"$270,122.43"
house,Bogotá D.C,4.727,-74.024,180.0,"$390,664.56"
house,Bolívar,10.3965,-75.52193,140.0,"$150,255.60"
house,Magdalena,11.242,-74.205,94.0,"$97,244.07"
house,Cundinamarca,4.911,-74.028,252.0,"$302,199.47"
house,Cundinamarca,,,291.0,"$229,604.06"
house,Valle del Cauca,3.438,-76.51,244.0,"$91,166.32"
house,Valle del Cauca,3.396,-76.532,220.0,"$185,709.17"
house,Bogotá D.C,4.646,-74.072,250.0,"$202,591.82"
house,Bogotá D.C,4.742,-74.076,234.0,"$455,831.60"
house,Valle del Cauca,3.401,-76.528,300.0,"$97,919.38"
apartment,Cundinamarca,,,125.0,"$240,001.37"
house,Bolívar,10.423,-75.546,300.0,"$472,714.25"
house,Bogotá D.C,4.7,-74.033,82.0,"$216,097.94"
house,Bogotá D.C,4.642,-74.076,110.0,"$111,425.50"
house,Cundinamarca,4.865,-74.051,126.0,"$151,943.86"
house,Valle del Cauca,3.4255948,-76.5327883,380.0,"$113,143.50"
house,Cundinamarca,4.918,-74.025,165.0,"$263,369.37"
house,Bogotá D.C,4.684,-74.121,156.0,"$423,714.04"
house,Bogotá D.C,4.7261928,-74.0748392,72.0,"$154,286.59"
house,Bogotá D.C,4.67,-74.142,220.0,"$168,488.86"
house,Valle del Cauca,3.452,-76.532,125.0,"$131,684.68"
house,Bogotá D.C,4.7,-74.034,250.0,"$388,300.99"
house,Valle del Cauca,3.263,-76.539,440.0,"$202,591.82"
house,Atlántico,10.998,-74.802,153.0,"$283,628.55"
house,Valle del Cauca,3.262,-76.541,134.0,"$68,543.56"
house,Bogotá D.C,4.687,-74.045,98.0,"$148,567.33"
