property_type,department,lat,lon,area_m2,price_usd
house,Bogotá D.C,4.705,-74.045,225.0,"$506,479.56"
house,Bogotá D.C,4.723,-74.026,259.0,"$270,122.43"
house,Bogotá D.C,4.73,-74.043,300.0,"$320,770.38"
house,Cundinamarca,4.852,-74.08,445.0,"$557,127.51"
house,Bogotá D.C,4.667,-74.05,146.0,"$212,721.41"
house,Bolívar,10.412,-75.551,83.0,"$115,139.68"
house,Antioquia,,,286.0,"$118,144.79"
house,Atlántico,11.006,-74.806,175.0,"$251,551.51"
house,Bogotá D.C,4.71,-74.081,177.0,"$330,899.98"
house,Atlántico,11.006,-74.816,301.0,"$287,005.08"
house,Bogotá D.C,4.637,-74.07,96.0,"$108,048.97"
house,Bogotá D.C,4.724,-74.022,239.0,"$455,831.60"
house,Bogotá D.C,4.702,-74.027,188.0,"$540,244.86"
house,Atlántico,11.008,-74.813,140.0,"$180,644.37"
house,Bogotá D.C,4.723,-74.128,70.0,"$80,361.42"
house,Bogotá D.C,4.706,-74.082,198.0,"$384,924.46"
house,Atlántico,10.995,-74.799,380.0,"$455,831.60"
house,Cundinamarca,4.868,-74.063,173.0,"$92,854.58"
house,Atlántico,10.997,-74.804,90.0,"$142,810.35"
house,Atlántico,11.0,-74.792,76.0,"$74,283.66"
house,Bogotá D.C,4.6,-74.156,86.0,"$84,413.26"
house,Bogotá D.C,4.677,-74.054,85.0,"$232,980.59"
house,Atlántico,11.001,-74.951,310.0,"$376,395.35"
house,Atlántico,11.009,-74.833,121.0,"$159,034.58"
house,Atlántico,11.017,-74.813,130.0,"$89,478.05"
house,Bogotá D.C,4.699,-74.043,88.0,"$114,802.03"
house,Bogotá D.C,4.679,-74.044,210.0,"$540,244.86"
house,Quindío,4.461,-75.667,155.0,"$116,490.29"
house,Cundinamarca,4.851,-74.062,285.0,"$253,239.78"
house,Cundinamarca,4.92,-74.027,170.0,"$155,320.39"
house,Bogotá D.C,4.719,-74.071,204.0,"$236,357.12"
house,Bogotá D.C,4.745,-74.068,171.0,"$283,628.55"
house,Bogotá D.C,4.759,-74.059,157.0,"$121,217.44"
house,Bogotá D.C,4.671,-74.053,170.0,"$455,831.60"
house,Bogotá D.C,4.755,-74.049,251.0,"$162,073.45"
house,Valle del Cauca,3.414,-76.532,187.0,"$155,320.39"
house,Atlántico,11.016,-74.828,160.0,"$239,733.65"
house,Valle del Cauca,3.37,-76.522,87.0,"$89,478.05"
house,Bogotá D.C,4.602,-74.092,167.0,"$175,579.58"
house,Bogotá D.C,4.711,-74.083,200.0,"$405,183.64"
house,Bogotá D.C,4.644,-74.061,77.0,"$118,178.56"
house,Bogotá D.C,4.682,-74.062,78.0,"$167,192.27"
house,Atlántico,11.01,-74.815,447.0,"$506,479.56"
house,Bogotá D.C,4.677,-74.057,115.0,"$155,320.39"
house,Atlántico,11.002,-74.832,92.0,"$84,413.26"
house,Bogotá D.C,4.714,-74.08,193.0,"$320,770.38"
house,Bogotá D.C,4.703,-74.039,140.0,"$263,369.37"
house,Bogotá D.C,4.717,-74.048,78.0,"$119,866.82"
house,Atlántico,11.003,-74.821,122.0,"$114,843.22"
house,Antioquia,6.253,-75.565,378.0,"$405,183.64"
house,Bogotá D.C,4.701,-74.039,98.0,"$144,515.50"
house,Cundinamarca,,,150.0,"$129,996.42"
house,Atlántico,11.014,-74.812,98.0,"$121,555.09"
house,Atlántico,10.922,-74.764,100.0,"$67,530.60"
house,Atlántico,11.0,-74.82,93.0,"$94,542.85"
house,Atlántico,10.995,-74.814,68.0,"$69,050.04"
house,Bogotá D.C,4.725,-74.04,80.0,"$138,437.74"
house,Bogotá D.C,4.71,-74.084,101.0,"$238,821.99"
house,Bogotá D.C,4.749,-74.085,92.0,"$101,295.91"
house,Bogotá D.C,4.629,-74.144,280.0,"$202,591.82"
house,Bogotá D.C,4.714,-74.072,70.0,"$111,425.50"
house,Bogotá D.C,4.651,-74.079,137.0,"$124,931.62"
house,Valle del Cauca,3.39,-76.555,220.0,"$77,660.19"
apartment,Bogotá D.C,,,122.0,"$245,136.10"
house,Bogotá D.C,4.711,-74.072,165.0,"$150,255.60"
house,Atlántico,11.0,-74.808,90.0,"$168,826.52"
house,Bogotá D.C,4.677,-74.045,140.0,"$300,477.44"
house,Bogotá D.C,4.684,-74.045,119.0,"$192,462.23"
house,Bogotá D.C,4.698,-74.04,70.0,"$148,567.33"
apartment,Bolívar,10.403038,-75.554107,167.0,"$320,770.38"
house,Bogotá D.C,4.716,-74.048,152.0,"$273,498.96"
house,Bogotá D.C,4.666,-74.049,152.0,"$303,887.73"
house,Cundinamarca,4.721,-73.969,384.0,"$506,479.56"
house,Cundinamarca,4.918,-74.025,387.0,"$405,183.64"
house,Atlántico,10.97,-74.832,173.0,"$262,694.06"
house,Bogotá D.C,4.635,-74.078,118.0,"$108,048.97"
house,Bogotá D.C,4.688,-74.08,72.0,"$92,854.58"
house,Bogotá D.C,4.744,-74.073,278.0,"$573,672.51"
house,Atlántico,11.004,-74.807,90.0,"$86,101.52"
house,Valle del Cauca,3.34,-76.541,129.0,"$151,943.86"
house,Bogotá D.C,4.716,-74.042,105.0,"$195,838.76"
house,Valle del Cauca,3.363,-76.526,160.0,"$124,931.62"
house,Cundinamarca,4.294,-74.81,151.0,"$111,425.50"
house,Bogotá D.C,4.679,-74.055,83.0,"$209,344.88"
house,Quindío,4.552,-75.657,155.0,"$131,684.68"
house,Bogotá D.C,4.721,-74.031,175.0,"$320,770.38"
apartment,Bogotá D.C,4.697365,-74.060454,128.0,"$236,357.12"
house,Bogotá D.C,4.745,-74.069,99.0,"$124,931.62"
house,Bogotá D.C,4.765,-74.066,140.0,"$131,684.68"
house,Bogotá D.C,4.598,-74.076,262.0,"$266,745.90"
house,Atlántico,11.004,-74.794,90.0,"$70,907.13"
house,Bogotá D.C,4.732,-74.036,138.0,"$212,721.41"
house,Cundinamarca,4.85,-74.05,180.0,"$128,308.15"
house,Bogotá D.C,4.688,-74.051,178.0,"$270,122.43"
house,Atlántico,10.977,-74.802,350.0,"$128,308.15"
house,Bogotá D.C,4.692,-74.051,128.0,"$280,252.02"
house,Cundinamarca,4.974,-74.291,222.0,"$327,523.45"
house,Bogotá D.C,4.823,-74.031,146.0,"$371,418.34"
house,Bogotá D.C,4.669,-74.059,81.0,"$266,745.90"
house,Cundinamarca,4.865,-74.051,106.0,"$131,617.15"
house,Bogotá D.C,4.682,-74.051,192.0,"$300,173.55"
house,Valle del Cauca,3.452,-76.532,109.0,"$183,615.72"
house,Bogotá D.C,4.608,-74.119,150.0,"$189,085.70"
house,Bogotá D.C,4.683,-74.05,107.0,"$141,814.27"
house,Bogotá D.C,4.684,-74.046,111.0,"$195,838.76"
house,Bogotá D.C,4.687,-74.05,80.0,"$202,591.82"
house,Bogotá D.C,4.751,-74.056,110.0,"$111,425.50"
house,Valle del Cauca,3.476,-76.51,280.0,"$101,295.91"
house,Cundinamarca,4.91,-74.012,282.0,"$354,535.69"
house,Atlántico,11.009,-74.833,292.0,"$276,875.49"
house,Bogotá D.C,4.725,-74.066,80.0,"$84,413.26"
house,Bogotá D.C,4.682,-74.049,73.0,"$126,619.89"
house,Bogotá D.C,4.723,-74.028,98.0,"$101,295.91"
house,Bogotá D.C,4.631,-74.155,255.0,"$118,178.56"
house,Bogotá D.C,4.681,-74.056,140.0,"$350,495.33"
apartment,Antioquia,,,92.0,"$62,465.81"
house,Cundinamarca,4.874,-74.053,330.0,"$371,418.34"
house,Bogotá D.C,4.694,-74.054,193.0,"$354,535.69"
house,Valle del Cauca,3.406,-76.507,254.0,"$135,061.21"
house,Bogotá D.C,4.694,-74.032,75.0,"$143,502.54"
house,Bogotá D.C,4.691,-74.056,192.0,"$320,770.38"
house,Bogotá D.C,4.731,-74.034,102.0,"$175,579.58"
house,Atlántico,11.004,-74.807,84.0,"$65,842.34"
house,Caldas,5.07,-75.514,72.0,"$62,465.81"
house,Atlántico,10.997,-74.815,400.0,"$354,535.69"
house,Cundinamarca,4.549,-74.535,250.0,"$320,770.38"
house,Meta,4.1513822,-73.6376905,260.0,"$200,796.15"
house,Cundinamarca,4.864,-74.053,370.0,"$337,653.04"
house,Valle del Cauca,3.337,-76.53,130.0,"$145,190.80"
house,Bogotá D.C,4.756,-74.07,138.0,"$195,838.76"
house,Bogotá D.C,4.727,-74.035,140.0,"$124,931.62"
house,Bogotá D.C,4.686,-74.037,71.0,"$168,826.52"
house,Bogotá D.C,4.696,-74.074,269.0,"$236,357.12"
house,Bogotá D.C,4.71,-74.027,112.0,"$236,019.47"
apartment,Valle del Cauca,4.6558327672,-74.0575006774,117.0,"$102,857.73"
house,Bogotá D.C,4.701,-74.052,108.0,"$253,239.78"
house,Bogotá D.C,4.756,-74.07,140.0,"$201,916.51"
apartment,Cundinamarca,,,72.0,"$74,283.66"
house,Atlántico,11.004,-74.807,220.0,"$195,838.76"
house,Atlántico,10.997,-74.804,141.0,"$91,166.32"
house,Valle del Cauca,3.452,-76.532,111.0,"$187,262.37"
house,Atlántico,11.009,-74.808,129.0,"$180,762.55"
house,Atlántico,10.959,-74.776,388.0,"$141,814.27"
house,Cundinamarca,4.849,-74.06,134.0,"$135,061.21"
house,Cundinamarca,4.874,-74.053,280.0,"$330,899.98"
house,Bogotá D.C,4.767,-74.057,167.0,"$506,479.56"
house,Bogotá D.C,4.762,-74.063,320.0,"$506,479.56"
house,Bogotá D.C,4.721,-74.068,355.0,"$303,887.73"
house,Bogotá D.C,4.636,-74.071,87.0,"$171,021.26"
house,Valle del Cauca,3.426,-76.508,250.0,"$84,413.26"
house,Atlántico,11.004,-74.807,190.0,"$246,486.72"
house,Valle del Cauca,3.485,-76.515,140.0,"$81,036.72"
apartment,Cundinamarca,4.7144674353,-74.0486926958,140.0,"$274,287.28"
house,Bogotá D.C,4.745,-74.068,172.0,"$270,122.43"
house,Valle del Cauca,3.524,-76.703,150.0,"$101,295.91"
house,Cundinamarca,4.864,-73.938,273.0,"$337,653.04"
house,Cundinamarca,4.455,-74.646,380.0,"$151,943.86"
house,Caldas,5.061,-75.504,210.0,"$64,491.73"
house,Valle del Cauca,3.479,-76.512,196.0,"$108,048.97"
house,Bogotá D.C,4.665,-74.073,184.0,"$91,166.32"
house,Bogotá D.C,4.705,-74.041,200.0,"$303,887.73"
house,Cundinamarca,4.875,-74.07,90.0,"$337,653.04"
house,Bogotá D.C,4.699,-74.053,177.0,"$472,714.25"
house,Bogotá D.C,4.752,-74.063,98.0,"$104,672.44"
house,Atlántico,11.002,-74.815,250.0,"$114,802.03"
house,Bogotá D.C,4.63,-74.085,140.0,"$253,239.78"
house,Cundinamarca,5.027,-74.01,152.0,"$179,631.41"
house,Cundinamarca,4.869,-74.059,90.0,"$128,308.15"
house,Bogotá D.C,4.743,-74.031,71.0,"$95,218.15"
house,Bogotá D.C,4.722,-74.034,108.0,"$138,437.74"
house,Quindío,4.56,-75.656,124.0,"$124,931.62"
house,Bogotá D.C,4.697,-74.035,80.0,"$105,347.74"
house,Cundinamarca,4.92,-74.045,82.0,"$108,048.97"
house,Atlántico,11.004,-74.807,93.0,"$91,166.32"
house,Bogotá D.C,4.652,-74.07,348.0,"$465,961.19"
house,Valle del Cauca,3.367,-76.533,283.0,"$192,462.23"
house,Atlántico,11.001,-74.822,104.0,"$106,401.22"
house,Antioquia,6.224,-75.598,115.0,"$91,166.32"
house,Bogotá D.C,4.729,-74.052,100.0,"$165,449.99"
house,Valle del Cauca,,,150.0,"$202,591.82"
house,Bogotá D.C,4.707,-74.053,158.0,"$202,591.82"
house,Cundinamarca,4.721,-73.969,190.0,"$270,122.43"
house,Atlántico,11.025,-74.862,108.0,"$111,425.50"
house,Bogotá D.C,4.792,-74.06,128.0,"$201,916.51"
house,Bogotá D.C,4.716,-74.041,79.0,"$138,437.74"
house,Valle del Cauca,3.474,-76.522,300.0,"$116,490.29"
house,Bogotá D.C,4.677,-74.077,157.0,"$151,943.86"
house,Bogotá D.C,4.676,-74.041,116.0,"$472,714.25"
house,Bogotá D.C,4.65,-74.052,147.0,"$472,714.25"
house,Bolívar,,,187.0,"$438,948.95"
house,Valle del Cauca,3.367,-76.539,129.0,"$155,320.39"
house,Bogotá D.C,4.685,-74.056,101.0,"$200,903.55"
house,Bogotá D.C,4.746,-74.052,87.0,"$107,036.01"
house,Bogotá D.C,4.681,-74.056,101.0,"$252,885.24"
house,Cundinamarca,4.866,-74.047,90.0,"$99,607.64"
house,Bogotá D.C,4.704,-74.047,141.0,"$239,733.65"
house,Bogotá D.C,4.7,-74.028,149.0,"$354,535.69"
house,Bogotá D.C,4.634,-74.098,115.0,"$145,190.80"
apartment,Bogotá D.C,,,78.0,"$178,956.11"
house,Antioquia,,,449.0,"$293,758.14"
house,Bogotá D.C,4.583,-74.092,110.0,"$212,721.41"
house,Bogotá D.C,4.705,-74.04,174.0,"$459,208.13"
house,Cundinamarca,4.902,-74.035,147.0,"$141,814.27"
house,Atlántico,11.006,-74.793,97.0,"$84,413.26"
house,Bogotá D.C,4.649,-74.055,231.0,"$533,491.80"
house,Atlántico,11.014,-74.811,250.0,"$182,332.64"
house,Bogotá D.C,4.689,-74.046,205.0,"$405,183.64"
house,Bogotá D.C,4.679,-74.055,65.0,"$185,709.17"
house,Cundinamarca,4.913,-74.044,270.0,"$465,961.19"
house,Valle del Cauca,3.377,-76.519,285.0,"$118,178.56"
house,Atlántico,11.004,-74.807,78.0,"$72,595.40"
house,Cundinamarca,4.808,-74.099,135.0,"$115,814.99"
house,Bogotá D.C,4.688,-74.059,89.0,"$128,308.15"
house,Bogotá D.C,4.721,-74.027,67.0,"$87,789.79"
house,Atlántico,11.014,-74.943,170.0,"$175,579.58"
house,Cundinamarca,4.279,-74.769,72.0,"$78,605.62"
house,Atlántico,11.008,-74.807,311.0,"$444,316.16"
house,Atlántico,11.002,-74.826,73.0,"$85,990.10"
house,Bogotá D.C,4.699,-74.04,70.0,"$148,567.33"
house,Valle del Cauca,3.414,-76.532,240.0,"$128,308.15"
house,Atlántico,10.999,-74.798,185.0,"$266,616.39"
house,Atlántico,11.003,-74.826,105.0,"$114,802.03"
house,Valle del Cauca,3.401,-76.519,84.0,"$67,530.60"
house,Atlántico,10.994,-74.796,400.0,"$540,244.86"
apartment,Bogotá D.C,4.7005288,-74.0540595,89.0,"$159,429.48"
house,Bogotá D.C,4.727,-74.062,182.0,"$270,122.43"
house,Bogotá D.C,4.695,-74.068,109.0,"$145,190.80"
house,Atlántico,11.008,-74.836,68.0,"$67,530.60"
house,Risaralda,,,97.0,"$219,440.71"
house,Atlántico,11.024,-74.861,300.0,"$303,887.73"
house,Bogotá D.C,4.731,-74.061,110.0,"$168,826.52"
house,Caldas,5.065,-75.497,286.0,"$94,542.85"
house,Valle del Cauca,3.424,-76.542,240.0,"$121,555.09"
house,Atlántico,11.01,-74.835,320.0,"$320,770.38"
house,Atlántico,11.019,-74.814,71.0,"$77,660.19"
apartment,Atlántico,10.9933868,-74.8053829,210.0,"$219,429.82"
house,Atlántico,11.006,-74.815,169.0,"$240,205.49"
house,Bogotá D.C,4.677,-74.049,128.0,"$438,948.95"
house,Quindío,4.538,-75.645,120.0,"$384,924.46"
house,Cundinamarca,4.332,-74.374,337.0,"$337,653.04"
house,Quindío,4.552,-75.658,130.0,"$74,283.66"
house,Bogotá D.C,4.701,-74.046,130.0,"$280,252.02"
house,Bogotá D.C,4.699,-74.047,146.0,"$258,304.57"
house,Bogotá D.C,4.728,-74.038,94.0,"$124,931.62"
house,Cundinamarca,4.92,-74.027,314.0,"$354,535.69"
house,Atlántico,11.01,-74.805,356.0,"$202,591.82"
house,Cundinamarca,4.865,-74.064,96.0,"$114,802.03"
house,Valle del Cauca,3.4,-76.499,91.0,"$287,005.08"
house,Bogotá D.C,4.721,-74.037,72.0,"$108,048.97"
house,Bogotá D.C,4.658,-74.05,212.0,"$572,321.90"
house,Atlántico,10.99,-74.819,107.0,"$92,854.58"
house,Bogotá D.C,4.741,-74.036,165.0,"$157,008.66"
house,Bogotá D.C,4.69,-74.055,230.0,"$388,300.99"
house,Cundinamarca,5.021,-73.991,197.0,"$165,449.99"
house,Valle del Cauca,3.452,-76.532,85.0,"$114,802.03"
house,Atlántico,11.015,-74.822,134.0,"$185,709.17"
house,Bogotá D.C,4.718,-74.028,180.0,"$337,653.04"
house,Bogotá D.C,4.685,-74.054,98.0,"$253,239.78"
house,Cundinamarca,4.918,-74.025,220.0,"$330,899.98"
house,Tolima,,,280.0,"$219,474.47"
house,Magdalena,11.174,-74.235,126.0,"$472,714.25"
house,Valle del Cauca,3.413,-76.529,430.0,"$178,956.11"
house,Bogotá D.C,4.672,-74.058,136.0,"$303,887.73"
house,Cundinamarca,4.898,-74.048,301.0,"$283,628.55"
house,Bogotá D.C,4.709,-74.06,97.0,"$145,190.80"
house,Atlántico,10.991,-74.816,100.0,"$108,048.97"
house,Bogotá D.C,4.688,-74.049,102.0,"$303,887.73"
house,Atlántico,10.985,-74.96,97.0,"$99,607.64"
house,Bogotá D.C,4.723,-74.044,240.0,"$257,075.45"
house,Bogotá D.C,4.768,-74.03,90.0,"$82,724.99"
house,Bogotá D.C,4.714,-74.048,137.0,"$200,903.55"
house,Bogotá D.C,4.603,-74.168,220.0,"$118,178.56"
house,Bogotá D.C,4.691,-74.054,220.0,"$455,831.60"
house,Bogotá D.C,4.744,-74.031,78.0,"$103,997.13"
house,Bogotá D.C,4.69,-74.047,87.0,"$205,968.35"
house,Atlántico,10.987,-74.791,114.0,"$97,919.38"
house,Valle del Cauca,3.381,-76.526,95.0,"$84,244.43"
house,Valle del Cauca,3.471,-76.496,126.0,"$64,154.07"
house,Antioquia,6.284,-75.449,432.0,"$65,639.75"
house,Atlántico,10.969,-74.832,197.0,"$290,381.61"
house,Atlántico,10.978,-74.805,120.0,"$82,724.99"
house,Valle del Cauca,3.409,-76.556,400.0,"$270,122.43"
house,Bogotá D.C,4.733,-74.039,99.0,"$143,164.88"
house,Bogotá D.C,4.708,-74.081,184.0,"$290,381.61"
house,Bogotá D.C,4.688,-74.058,89.0,"$128,308.15"
house,Valle del Cauca,3.333,-76.534,115.0,"$119,866.82"
house,Bogotá D.C,4.711,-74.072,91.0,"$151,943.86"
house,Bogotá D.C,4.738,-74.033,85.0,"$128,308.15"
house,Valle del Cauca,3.381,-76.526,72.0,"$63,141.11"
house,Bogotá D.C,4.723,-74.027,70.0,"$94,205.19"
house,Bogotá D.C,4.685,-74.044,170.0,"$253,239.78"
house,Boyacá,5.636,-73.527,80.0,"$135,061.21"
house,Bogotá D.C,4.735,-74.037,67.0,"$84,413.26"
house,Cundinamarca,4.918,-74.025,300.0,"$314,017.32"
house,Bogotá D.C,4.727,-74.072,159.0,"$229,604.06"
house,Bogotá D.C,4.703,-74.035,148.0,"$287,005.08"
house,Bogotá D.C,4.69,-74.047,96.0,"$155,320.39"
house,Bogotá D.C,4.729,-74.037,71.0,"$108,048.97"
house,Bogotá D.C,4.767,-74.067,240.0,"$263,369.37"
house,Bogotá D.C,4.729,-74.114,73.0,"$87,789.79"
house,Bogotá D.C,4.648,-74.067,349.0,"$207,656.62"
house,Bogotá D.C,4.552,-74.137,74.0,"$72,561.63"
house,Bogotá D.C,4.676,-74.055,131.0,"$320,770.38"
house,Atlántico,11.004,-74.808,195.0,"$354,535.69"
house,Bogotá D.C,4.647,-74.085,98.0,"$138,437.74"
house,Bogotá D.C,4.751,-74.066,85.0,"$116,490.29"
house,Atlántico,11.004,-74.807,147.0,"$128,308.15"
house,Valle del Cauca,3.362,-76.54,74.0,"$64,154.07"
house,Atlántico,11.001,-74.951,310.0,"$376,395.35"
house,Valle del Cauca,3.452,-76.532,355.0,"$109,737.23"
house,Bogotá D.C,4.726,-74.042,82.0,"$118,178.56"
house,Bogotá D.C,4.733,-74.074,289.0,"$337,653.04"
house,Bogotá D.C,4.738,-74.055,97.0,"$121,555.09"
apartment,Cundinamarca,4.6840886694,-74.0534711186,181.0,"$377,145.01"
house,Atlántico,10.991,-74.828,190.0,"$131,684.68"
house,Bogotá D.C,4.727,-74.025,240.0,"$506,479.56"
house,Bogotá D.C,4.5975418,-74.0957812,133.0,"$257,144.32"
house,Bogotá D.C,4.719,-74.042,240.0,"$246,486.72"
house,Cundinamarca,4.862,-74.059,175.0,"$145,190.80"
house,Atlántico,11.016,-74.818,99.0,"$77,660.19"
house,Atlántico,11.004,-74.807,103.0,"$100,856.96"
house,Bogotá D.C,4.603,-74.069,148.0,"$128,308.15"
house,Bogotá D.C,4.705,-74.107,269.0,"$334,276.51"
house,Atlántico,10.991,-74.827,230.0,"$165,449.99"
apartment,Cundinamarca,4.694896116,-74.049723271,136.0,"$267,430.09"
house,Meta,4.151,-73.638,94.0,"$81,036.72"
house,Atlántico,11.015,-74.821,250.0,"$402,212.30"
apartment,Cundinamarca,4.6808734843,-74.0508710934,270.0,"$548,574.56"
house,Bogotá D.C,4.628,-74.145,190.0,"$121,555.09"
house,Bogotá D.C,4.659,-74.048,135.0,"$327,523.45"
house,Atlántico,11.004,-74.807,120.0,"$84,413.26"
house,Caldas,5.067,-75.518,149.0,"$128,308.15"
house,Bogotá D.C,4.724,-74.039,93.0,"$151,943.86"
house,Bogotá D.C,4.692,-74.151,68.0,"$74,283.66"
house,Bogotá D.C,4.716,-74.026,240.0,"$557,127.51"
house,Bogotá D.C,4.692,-74.055,84.0,"$160,385.19"
house,Bogotá D.C,4.709,-74.065,197.0,"$229,604.06"
house,Atlántico,11.007,-74.831,260.0,"$81,036.72"
house,Atlántico,11.015,-74.82,167.0,"$240,794.15"
house,Bogotá D.C,4.705,-74.031,180.0,"$357,912.22"
house,Quindío,4.544,-75.674,160.0,"$97,919.38"
house,Bolívar,10.395,-75.56,82.0,"$111,425.50"
house,Bogotá D.C,4.7,-74.041,130.0,"$273,498.96"
house,Bogotá D.C,4.687,-74.037,196.0,"$364,665.28"
house,Antioquia,6.218,-75.57,102.0,"$263,335.60"
house,Atlántico,10.991,-74.814,220.0,"$168,826.52"
house,Bogotá D.C,4.717,-74.031,98.0,"$175,579.58"
house,Bogotá D.C,4.702,-74.094,116.0,"$74,249.90"
house,Bolívar,10.41,-75.538,108.0,"$185,709.17"
house,Bogotá D.C,4.737,-74.077,320.0,"$506,479.56"
house,Caldas,5.07,-75.514,90.0,"$139,113.05"
house,Bogotá D.C,4.675,-74.055,286.0,"$506,479.56"
house,Bolívar,10.451,-75.514,147.0,"$229,604.06"
house,Bogotá D.C,4.679,-74.055,99.0,"$276,200.18"
house,Bogotá D.C,4.61,-74.128,374.0,"$472,714.25"
house,Magdalena,,,183.0,"$194,150.49"
house,Valle del Cauca,3.421,-76.522,130.0,"$108,048.97"
house,Atlántico,11.011,-74.835,260.0,"$243,110.18"
house,Atlántico,11.009,-74.833,121.0,"$136,411.82"
house,Bogotá D.C,4.702,-74.035,175.0,"$293,758.14"
house,Bogotá D.C,4.733,-74.084,390.0,"$401,807.11"
house,Bogotá D.C,4.735,-74.034,155.0,"$162,073.45"
house,Bogotá D.C,4.689,-74.038,195.0,"$422,066.30"
house,Cundinamarca,4.868,-74.037,154.0,"$128,308.15"
house,Atlántico,11.007,-74.802,75.0,"$122,731.47"
house,Bogotá D.C,4.701,-74.05,117.0,"$270,122.43"
house,Valle del Cauca,3.41,-76.537,418.0,"$287,005.08"
house,Atlántico,10.993,-74.814,80.0,"$74,283.66"
house,Bogotá D.C,4.678,-74.054,88.0,"$252,226.82"
house,Valle del Cauca,3.377,-76.547,180.0,"$82,724.99"
house,Bogotá D.C,4.741,-74.059,83.0,"$101,295.91"
house,Valle del Cauca,3.452,-76.532,313.0,"$287,005.08"
house,Caldas,5.07,-75.514,280.0,"$219,474.47"
house,Bogotá D.C,4.727,-74.043,71.0,"$111,425.50"
house,Valle del Cauca,3.452,-76.532,250.0,"$151,943.86"
house,Atlántico,11.007,-74.824,65.0,"$87,764.29"
house,Caldas,5.068,-75.534,369.0,"$185,709.17"
house,Cundinamarca,4.866,-74.047,83.0,"$99,607.64"
house,Bogotá D.C,4.695,-74.083,82.0,"$141,814.27"
house,Cundinamarca,4.809,-74.103,287.0,"$489,596.90"
house,Atlántico,11.004,-74.807,139.0,"$182,989.03"
house,Valle del Cauca,3.361,-76.54,309.0,"$219,474.47"
house,Bogotá D.C,4.683,-74.05,147.0,"$178,956.11"
house,Bogotá D.C,4.728,-74.075,252.0,"$283,628.55"
house,Antioquia,6.206,-75.568,200.0,"$178,956.11"
house,Quindío,4.548,-75.663,420.0,"$151,943.86"
house,Atlántico,11.009,-74.813,124.0,"$116,490.29"
house,Valle del Cauca,3.37,-76.535,440.0,"$209,344.88"
house,Atlántico,11.012,-74.82,233.0,"$276,875.49"
house,Bogotá D.C,4.643,-74.062,139.0,"$172,203.05"
house,Atlántico,11.007,-74.825,342.0,"$276,875.49"
house,Atlántico,11.001,-74.951,214.0,"$219,474.47"
house,Valle del Cauca,3.4,-76.548,410.0,"$219,474.47"
house,Bogotá D.C,4.718,-74.049,77.0,"$113,113.76"
house,Bogotá D.C,4.744,-74.059,108.0,"$97,919.38"
house,Bolívar,,,87.0,"$97,919.38"
house,Bogotá D.C,4.67,-74.112,244.0,"$178,956.11"
house,Atlántico,11.004,-74.807,115.0,"$112,607.28"
house,Bogotá D.C,4.652,-74.052,228.0,"$472,714.25"
house,Valle del Cauca,3.385,-76.53,338.0,"$145,190.80"
house,Cundinamarca,4.865,-74.051,170.0,"$185,709.17"
house,Bogotá D.C,4.699,-74.052,71.0,"$128,308.15"
house,Bogotá D.C,4.68,-74.04,117.0,"$219,474.47"
house,Atlántico,11.001,-74.951,310.0,"$376,395.35"
house,Atlántico,10.993,-74.825,128.0,"$94,542.85"
house,Cundinamarca,4.918,-74.025,120.0,"$117,503.25"
house,Valle del Cauca,3.262,-76.541,188.0,"$87,789.79"
house,Bogotá D.C,4.654,-74.05,200.0,"$422,066.30"
house,Atlántico,11.012,-74.821,300.0,"$253,239.78"
house,Atlántico,11.018,-74.812,370.0,"$219,474.47"
house,Bogotá D.C,4.671,-74.043,144.0,"$422,066.30"
apartment,Santander,7.1170617,-73.1069065,67.0,"$99,685.71"
house,Bogotá D.C,4.711,-74.025,198.0,"$506,479.56"
house,Cundinamarca,4.863,-74.065,109.0,"$114,126.72"
house,Bogotá D.C,4.683,-74.051,160.0,"$337,653.04"
house,Valle del Cauca,3.405,-76.538,312.0,"$118,178.56"
house,Bogotá D.C,4.684,-74.054,125.0,"$334,276.51"
house,Bogotá D.C,4.709,-74.053,150.0,"$303,887.73"
house,Bogotá D.C,4.75,-74.098,67.0,"$84,413.26"
house,Atlántico,11.01,-74.823,155.0,"$198,877.64"
house,Atlántico,11.013,-74.837,113.0,"$135,061.21"
house,Bogotá D.C,4.756,-74.07,122.0,"$209,344.88"
house,Valle del Cauca,3.413,-76.529,250.0,"$101,295.91"
house,Bogotá D.C,4.691,-74.054,186.0,"$371,418.34"
apartment,Cundinamarca,4.638415528,-74.118164696,250.0,"$113,143.50"
house,Atlántico,11.016,-74.815,126.0,"$97,919.38"
house,Bogotá D.C,4.694,-74.038,213.0,"$246,486.72"
house,Bogotá D.C,4.717,-74.037,114.0,"$185,709.17"
house,Bogotá D.C,4.733,-74.033,87.0,"$126,619.89"
house,Bolívar,10.391,-75.479,178.0,"$290,381.61"
house,Bogotá D.C,4.556,-74.112,276.0,"$129,996.42"
house,Bogotá D.C,4.568,-74.148,253.0,"$405,183.64"
house,Cundinamarca,4.809,-74.089,111.0,"$194,150.49"
house,Bogotá D.C,4.5154769,-74.1212363,230.0,"$342,859.10"
house,Sucre,9.516,-75.583,200.0,"$223,188.66"
house,Bogotá D.C,4.735,-74.04,130.0,"$195,838.76"
house,Valle del Cauca,3.392,-76.557,155.0,"$118,178.56"
