operation,property_type,place_with_parent_names,lat-lon,price,currency,price_aprox_local_currency,price_aprox_usd,surface_total_in_m2,surface_covered_in_m2,price_usd_per_m2,price_per_m2,floor,rooms,expenses,properati_url
sell,house,|México|Distrito Federal|Tlalpan|Fuentes del Pedregal|,"19.3071007,-99.2221957",6731670.0,MXN,6670773.45,354668.02,,,,,,3.0,,http://fuentes-del-pedregal.properati.com.mx/oz28_venta_casa_fuentes-del-pedregal_alfa-inmobiliaria-elite
sell,apartment,|México|Distrito Federal|Coyoacán|,"19.3152042,-99.1398792",4300000.0,MXN,4262111.42,226605.6,110.0,0.0,2060.050909090909,,,,,http://coyoacan.properati.com.mx/oz2y_venta_departamento_coyoacan_m-m-consultores-inmobiliarios
sell,house,|México|Distrito Federal|Tlalpan|,"19.3018592404,-99.1369248927",4300000.0,MXN,4262111.42,226605.6,167.0,191.0,1356.919760479042,22513.0890052356,,,,http://tlalpan.properati.com.mx/oz3k_venta_casa_tlalpan_inmobiliaria-eti
sell,apartment,|México|Distrito Federal|Miguel Hidalgo|,,800000.0,USD,15046800.0,800000.0,0.0,180.0,,4444.444444444444,,,,http://miguel-hidalgo-df.properati.com.mx/oz43_venta_departamento_miguel-hidalgo_lomeli-brokers
sell,house,|México|Distrito Federal|Álvaro Obregón|,"19.339581,-99.197517",8850000.0,MXN,8772020.14,466385.95,83.0,242.0,5619.107831325301,36570.2479338843,,,,http://alvaro-obregon.properati.com.mx/oz4h_venta_casa_alvaro-obregon_ith-inmobiliaria
sell,apartment,|México|Distrito Federal|Álvaro Obregón|,"19.3630571092,-99.2761516571",9000000.0,MXN,8920698.51,474290.8,188.0,188.0,2522.823404255319,47872.34042553192,,,,http://alvaro-obregon.properati.com.mx/oz5b_venta_departamento_alvaro-obregon_quality-uribe
sell,house,|México|Distrito Federal|Gustavo A. Madero|,"19.4510712,-99.0654502",1771000.0,MXN,1755395.23,93329.89,96.0,166.0,972.1863541666668,10668.67469879518,,,,http://gustavo-a-madero.properati.com.mx/oz5g_venta_casa_gustavo-a-madero_bienes-raices-h-a-h-n-y-asociados-s-a-de-c-v
sell,apartment,|México|Distrito Federal|Cuajimalpa de Morelos|,"19.3631419,-99.2880597",2600000.0,MXN,2577090.63,137017.34,90.0,0.0,1522.4148888888888,,,,,http://cuajimalpa-de-morelos.properati.com.mx/oz63_venta_departamento_cuajimalpa-de-morelos_m-m-consultores-inmobiliarios
sell,apartment,|México|Distrito Federal|Benito Juárez|,"19.39912,-99.141464",1500000.0,MXN,1486782.95,79048.46,0.0,60.0,,25000.0,,,,http://benito-juarez.properati.com.mx/oz72_venta_departamento_benito-juarez_vanber-consorcio-inmobiliario-s-a-de-c-v
sell,apartment,|México|Distrito Federal|Benito Juárez|,"19.368475,-99.17952",5740000.0,MXN,5689423.22,302492.13,0.0,108.0,,53148.14814814815,,,,http://benito-juarez.properati.com.mx/oz80_venta_departamento_benito-juarez_ideas-inmobiliarias
sell,apartment,|México|Distrito Federal|Cuauhtémoc|,"19.405298,-99.164986",1700000.0,MXN,1685020.78,89588.26,0.0,53.0,,32075.471698113208,,,,http://cuauhtemoc.properati.com.mx/oz9i_venta_departamento_cuauhtemoc_century-21-batiz
sell,apartment,|México|Distrito Federal|Benito Juárez|,"19.381729,-99.164986",5060000.0,MXN,5015414.79,266656.82,0.0,124.0,,40806.45161290323,,,,http://benito-juarez.properati.com.mx/oza1_venta_departamento_benito-juarez_ideas-inmobiliarias
sell,apartment,|México|Distrito Federal|Miguel Hidalgo|,,14800000.0,MXN,14669593.08,779944.87,0.0,0.0,,,,,,http://miguel-hidalgo-df.properati.com.mx/ozb0_venta_departamento_miguel-hidalgo_lomeli-brokers
sell,house,|México|Distrito Federal|Miguel Hidalgo|,"19.4267831,-99.2185954",2000000.0,USD,37617000.0,2000000.0,513.0,600.0,3898.635477582846,3333.333333333333,,,,http://miguel-hidalgo-df.properati.com.mx/ozbb_venta_casa_miguel-hidalgo_m-m-consultores-inmobiliarios
sell,house,|México|Distrito Federal|Cuauhtémoc|,"19.4314004,-99.1607232",920000.0,USD,17303820.0,920000.0,220.0,353.0,4181.818181818182,2606.232294617564,2.0,,,http://cuauhtemoc.properati.com.mx/ozc5_venta_casa_cuauhtemoc_luha-bienes-raices
sell,apartment,|México|Distrito Federal|Benito Juárez|,"19.381729,-99.164986",7380000.0,MXN,7314972.66,388918.45,164.0,164.0,2371.453963414634,45000.0,,,,http://benito-juarez.properati.com.mx/ozcm_venta_departamento_benito-juarez_quality-patrimonial
sell,apartment,|México|Distrito Federal|Benito Juárez|,"19.396593,-99.133163",8500000.0,MXN,8423106.66,447835.11,200.0,200.0,2239.17555,42500.0,,,,http://benito-juarez.properati.com.mx/ozdk_venta_departamento_benito-juarez_sergio-barragan-rico
sell,apartment,|México|Distrito Federal|Cuauhtémoc|,"19.4101579796,-99.1711270809",7800000.0,MXN,7729439.02,410954.57,0.0,225.0,,34666.666666666664,,,,http://cuauhtemoc.properati.com.mx/oze4_venta_departamento_cuauhtemoc_diamond-house-bienes-raices-mazal-consultores-sc
sell,apartment,|México|Distrito Federal|Álvaro Obregón|,"19.3447,-99.212753",6200000.0,MXN,6143912.94,326656.19,144.0,144.0,2268.445763888889,43055.55555555556,,,,http://alvaro-obregon.properati.com.mx/ozfa_venta_casa_alvaro-obregon_cattori-inmobiliaria-s-a-de-c-v
sell,house,|México|Distrito Federal|Coyoacán|Parque San Andrés|,"19.3458119,-99.146999",6000000.0,MXN,5945722.33,316118.9,130.0,130.0,2431.6838461538464,46153.84615384616,,5.0,,http://parque-san-andres.properati.com.mx/ozfk_venta_casa_parque-san-andres_moran-mexico-property
sell,apartment,|México|Distrito Federal|Cuajimalpa de Morelos|Contadero|,"19.3470575,-99.2965778",160000000.0,MXN,158552596.73,8429837.4,350.0,350.0,24085.249714285717,457142.8571428572,,,,http://contadero.properati.com.mx/ozfp_renta_departamento_contadero_livemexico
sell,apartment,|México|Distrito Federal|Álvaro Obregón|,"19.3447,-99.212753",6890000.0,MXN,6827671.13,363009.87,155.0,130.0,2341.9991612903227,53000.0,,,,http://alvaro-obregon.properati.com.mx/ozh8_venta_departamento_alvaro-obregon_cattori-inmobiliaria-s-a-de-c-v
sell,apartment,|México|Distrito Federal|Iztapalapa|,"19.317345,-99.079012",900000.0,MXN,891858.25,47417.83,,58.0,,15517.241379310344,,,,http://iztapalapa.properati.com.mx/ozhq_venta_departamento_iztapalapa_cinematografistas_459_marco-antonio-lopez-quintero
sell,house,|México|Distrito Federal|Álvaro Obregón|,"19.346523,-99.191292",2670000.0,USD,50218695.0,2670000.0,854.0,519.0,3126.463700234192,5144.508670520231,,,,http://alvaro-obregon.properati.com.mx/ozk6_venta_casa_alvaro-obregon_circulo-bienes-raices
sell,house,|México|Distrito Federal|Álvaro Obregón|,"19.339581,-99.197517",2305000.0,USD,43353592.5,2305000.0,720.0,462.0,3201.3888888888887,4989.177489177489,,,,http://alvaro-obregon.properati.com.mx/ozna_venta_casa_alvaro-obregon_circulo-bienes-raices
sell,apartment,|México|Distrito Federal|Iztapalapa|,"19.3165254,-99.0914394",850000.0,MXN,842510.39,44794.13,42.0,42.0,1066.5269047619047,20238.09523809524,,,,http://iztapalapa.properati.com.mx/oznb_venta_departamento_iztapalapa_francisco-rodriguez-fraga
